u,t,m
845,2025-03-05 21:58,is there a way to know the account's default currency directly from the data we get back from each connection type?
29,2025-03-05 21:59,"interesting bc it looks like a USD account in the bank portal, I do see foreign exchanges made but not for all transactions and I would think if the account institution balance is USD then we would be ok? We were actually thinking this has to do with the connected Treasury account that functions similar to a sweep."
549,2025-03-05 22:08,"is there a way to know the account’s default currency yes, I believe this is easy for us to query. for this fund, the currency is `USD` interesting bc it looks like a USD account in the bank portal hmm, for the transactions I’m looking at it’s definitely EUR. The journals are however showing the lines in USD: < this is solvable for us (Felippe is working on a fix), but it’s the reason these weren’t tying out"
549,2025-03-05 22:08,"here the conversion was: 204,333.78 EUR to 215,000 USD"
29,2025-03-05 23:43,"the institution balance should be Mercury Plaid for this one right? and that shows SVB -DC. Sorry if I am confused somewhere.. wanted to confirm how we get ""institution balance"". We are looking at Blue Lion Global I, L.P which is mercury plaid."
29,2025-03-05 23:44,"However it seems the solve would still be needed for the SVB account if it has the EUR/USD issue just wanting to be sure we are talking about the same ""institution"""
549,2025-03-05 23:44,ah so I was referencing the account ending in 1514 which is connected to Direct Connect
549,2025-03-05 23:44,I’ll check the other one as well
29,2025-03-05 23:46,Thank you! The institution balance problems we are primarily seeing seems to be coming from Plaid and more specifically Mercury-plaid and the thought is the connected Treasury account may be throwing this data off somewhere.
549,2025-03-05 23:46,yeah lemme see what’s up here
549,2025-03-06 00:21,", this is another one we should look into. I think the issue may be how we’re calculating the Plaid balance when the transactions are pending (this is something and I looked at recently)"
3,2025-03-06 15:13,hey - would you send over a new spreadsheet today please?
549,2025-03-06 15:43,"note also that merged a fix for the international currencies issue. there may still be a few stragglers in the list (the fix went in late yesterday and accounts sync once per day), but this issue should be resolved moving forward"
3,2025-03-06 16:44,thanks - seeing a few issues w/ the sheet not pulling in the correct data- off by a few cents for several of these: <
549,2025-03-06 16:45,", let’s take a look at these today whenever you have time"
549,2025-03-07 16:00,", and I looked through a couple of these yesterday. For one of these in the spreadsheet (`Stage Ventures LLC`, account ending in `1301`) that’s off by $0.03, we’re pretty confident this was a legitimate mismatch. The bank feed ties out with everything we pulled from Plaid. However, the account had transactions manually imported prior to 01/15/2025. Given that, we’re somewhat limited in our ability to understand exactly where this discrepancy was introduced, but we’ll see if we can pull data further back from Plaid directly"
3,2025-03-07 16:14,thanks - I'm not sure I'm fully understanding what this means- would you be able to go over it in today's meeting?
549,2025-03-07 16:14,"yeah for sure. the TL;DR is we think there was a transaction manually imported into the account incorrectly, we’re just not sure which"
845,2025-03-07 16:37,"Hey all - I moved our check-in to Monday, to accommodate for some FPI team scheduling conflicts. Hope that works. If you cant make it but have feedback to share feel free to let me know in the thread so we add to our list of things to review"
2047,2025-03-07 20:15,Hey can we get a new spreadsheet for today? Thanks!
549,2025-03-07 20:19,yesssssssir coming right up
549,2025-03-07 20:21,looks like we had a bump in mismatched accounts today
549,2025-03-07 20:29,cc if you want to take a peek into any of the mismatches looks like we had a big bump between yesterday/today across several integrations (Plaid/DC/JPM all look like they jumped)
1022,2025-03-07 21:33,could it be because of my change?
549,2025-03-07 21:34,"possibly…. though if it is, this likely means that there’s some other issue with how we’re recording balances in the bank feed"
549,2025-03-07 21:41,one thing that we may want to consider is writing a script to test out our changes before committing. I’ve had to fix bugs after the fact several times now
3,2025-03-10 14:44,- is it possible to get an updated spreadsheet?
3,2025-03-10 14:53,"- took a look at the first 4 and all of them have an unexpected amount being pulled into the sheet for the ""GL"" balance- when I look at the entity's TB, the amounts tie and I wouldn't expect them on this sheet"
3,2025-03-10 14:53,< - 3.07.2025 tab
3,2025-03-10 14:56,^may not make sense to run sense it seems there may be an issue from Friday that's causing a significant amount of items to pull through that shouldn't
549,2025-03-10 15:07,"yeah, I’ll pull it. can you please check a couple of the discrepancies today to see if the change that was made for international currencies is introducing additional entries: <"
549,2025-03-10 15:09,ok so I nearly guarantee this is related to the change we made to try to adjust for international currencies. it’s likely that this is not always being calculated correctly and we may need to switch this back
549,2025-03-10 15:11,"dropped a little bit from Friday, but still much higher than prior to the change we made for international currency. we’ll need to fix that"
3,2025-03-10 16:22,yeah- looks like this is impacting it pretty significantly- going to hold off on testing until its updated
549,2025-03-10 16:32,", for this issue, we’ll likely be able to test this in jupyter. we can assume the institution balance wouldn’t have changed and query it directly from the pulse check, then can check the GL balance query that was modified let me know if you want to take a stab at investigating that otherwise we can sync up later"
845,2025-03-10 16:38,"Hey team -- < a template> we can use for our meeting today. Hoping to fill out the table of Issues that we need to resolve before we move out of testing mode. - feel free to add items we should discuss prior to the meeting. I know Unposted JEs, foreign currency, and sweep accounts have come up already so i listed those out already, but please add details as well. I want to keep the discussion focused on things we should adjust in the logic for the check itself, not necessarily root causes for things the check has identified (e.g. issues with Plaid, etc)"
3,2025-03-10 16:56,"updated - unposted JEs may be out of scope of this as I think the fix would need to be upstream of the report, but happy to take 90 seconds to chat through in the meeting!"
1022,2025-03-10 17:20,"We have sometime today, I think? Otherwise I can add"
29,2025-03-10 17:48,"is the ""Sweep Accounts"" related to the sweep/Treasurys potentially causing the plaid institutional balance to be inaccurate?"
3,2025-03-10 18:13,"no, i think its the item I identified in how its brought into 1003"
1022,2025-03-10 23:02,and I were looking at some of the failures and found an odd case. / what is going on in < ?
1022,2025-03-10 23:15,We found another similar case <
845,2025-03-10 23:59,"Next steps from the meeting: • *Unposted JEs:* + - dig further into the unposted JE issues and see whether those are just for manually booked transactions or a wider problem. We will address this outside of the scope of the pulse check here. • *Segments:* - check in with software segment on whether we can add a filter on Segment to the pulse dashboard (to filter out International, non-FA etc) • *Non-USD Accounts:* - look into the issues with the non-USD accounts and see if there are any bugs here. After investigation we can decide whether to keep these accounts in the check or exclude. • *Sweep Accounts:* - update logic to only check against 1000 account to avoid double counting in 1003 account. Also, remove Sweep accounts from the pulse check. • *Minor differences in balances:* align on what the recommended approach is for cases of minor discrepancies where we may be slightly off on balances (e.g. $0.50) due to historical manual upload discrepancies. Based on the recommendation we can adjust the check to account for a threshold anything to add to the last 2 issues on the list (Plaid balance inconsistencies, Pending/Same Day transactions)?"
29,2025-03-11 00:33,let me know if more context is needed on the bottom two. I think we are pending a better understanding of how each connection type pulls/refreshes data which will better inform our understanding on if the institution v. Carta data is accurate. I'd add we wouldn't want these pulse checks for items the system has yet to resolve. I know mentioned it is a 3 day bal check but we have seen some where we checked a few days later and the balance already aligns. Say data of 03/01 and by the time we look on 03/04 balance ties.
3,2025-03-11 14:34,"these look like bank txns that were split because portions were 1099able and others weren't - we often have to split the payment to reflect this appropriately, but tie back to the initial bank txn (I would think these have been edited sense)"
549,2025-03-11 15:43,"yeah, so the 1099 account is _not_ linked to the bank ~account~ transaction"
549,2025-03-11 15:43,the non-1099 portion linked to the cash account _is_ though
549,2025-03-11 15:44,"do you know if that’s typical, or would that mean these were booked incorrectly? I would’ve expected the bank transaction to be linked to both the cash and 1099 account, but it’s only linked to cash"
549,2025-03-11 17:37,"cc , this is the thread for the 1099 linking we were just chatting about"
1022,2025-03-11 20:45,I am still looking for guidance on <
3,2025-03-11 20:47,"apologies, I've been in back to back meetings and haven't had capacity to dig into this"
3,2025-03-11 20:48,- do you have a minute? not sure what you mean by its not linked to the bank txn
549,2025-03-11 20:48,yep sure do
549,2025-03-11 20:48,will Zoom you/Felippe
