u,t,m
1360,2025-10-23 00:51,"-- our animator's attempted to export a Lottie that works (it's a bit more complicated than expected, because of the complexity of the animation). Dropping two items below: 1 - Lottie file 2 - Video file (as a backup)"
1360,2025-10-23 00:53,"*`: ""ABOUT US"" PAGE CONTENT`* ▪︎ ▪︎ ▪︎"
1360,2025-10-23 00:57,*`: HEDGING AGAINST PERFORMANCE RISK`* ▪︎ ▪︎ ▪︎ ▪︎
1360,2025-10-23 01:00,"Note for us: would love to join the beginning of our sync tomorrow, to mind-meld on that third point (). I've added him onto the meeting."
1985,2025-10-23 01:55,this is amazing! Just a call out before I forgot - we don’t offer ASC anymore due to legal implications we have stripped it from the product pages and it has become portfolio vals so we will just need to pull that from any final designs. Maybe we can swap in calling capital or a nod to metrics / GL?
1040,2025-10-23 02:35,"Hero section POC with the lottie animation on a ""Carta Black"" background - <"
85,2025-10-23 12:11,"Not sure that the white vs black background will have a significant impact on performance, specially for new visitors. Existing visitors might do a double take and wonder if they are still on < Let’s explore."
85,2025-10-23 12:11,did you get access to slack and our systems?
1306,2025-10-23 14:12,"Hey Joan - he's working in his own figma as he doesn't have access yet, which is crazy tbh. I'm chasing the UK IT team to get it sorted today."
85,2025-10-23 16:31,"Here is the < test plan> for launch. The new homepage A/B test is launching with a 90% (new) / 10% (current) traffic split. Our success hinges on maintaining or increasing *Demo Submissions*, with guardrails set for Login, Video Tours, Products, and Solutions page clicks. and , can you take a look? Can you provide guardrails for demo submissions?"
1985,2025-10-23 19:19,did you team look into anything around color theory when choosing the brand colors? For websites this has thought to be important as far as provoking certain emotion (not sure how deep it really goes) but might be interesting to look into for black vs white. As far as UX - the biggest thing I am seeing with the black is to avoid using pure black (box checked with new brand color) as it can cause eye strain or readability issues. Another flag would be to make sure the CTAs in the hero stand out on the black background.
1360,2025-10-23 20:58,"yep, all the research was around color theory -- super specific choices on all of them, your callouts are perfect. My gut tells me we should probably lean white for the hero, for pure accessibility reasons (if I'm hearing you right )"
1985,2025-10-23 21:00,I think we would be OK since it is not a pure black with the new color pallet around accessibility. We would just want to make sure that the primary CTA buttons still stand out as much as they do on the white. My rec would be that if we have time we explore both options and see what our gut reaction tells us as far as elements competing in the hero.
1360,2025-10-23 23:56,"Team -- agenda for tomorrow's sync: *`1: VISUAL REVIEW (22mins)`* ◦ will walk us through the last 24 hours of development. • Challenges • Questions • Areas of experimentation ◦ Space for discussion, questions answered, and pushes. *`2: NEXT WEEK PREP (8mins)`* ◦ We'll discuss goals for next week, and milestones that we'd like to hit by each day."
1360,2025-10-24 06:55,"-- V1 of our ""About"" page copy is loaded into Figma. Rough but a first working version. Sending to via email See here < Very bottom of the page, screenshot below"
85,2025-10-24 10:23,Sharing the reduced number of milestones. I have already reached out to her regarding copy.
85,2025-10-24 10:27,We can also get Ai to do a usability check of an option as it becomes ready.
2574,2025-10-24 11:00,"Hey team, I have access to all my Carta apps finally I'll catch up on the channel shortly."
1360,2025-10-24 15:03,Be right there
1360,2025-10-24 15:24,Thank you. Let's all please keep documents centralized in the *< Documents>* tab (above)
1040,2025-10-24 16:38,Homepage preview with both a white and dark hero section + video - <
1360,2025-10-27 16:00,"Be right with you, team. Meeting running a moment over"
85,2025-10-27 16:57,"this is the data on browser, device, and resolution"
1349,2025-10-27 20:07,Thanks for the flag! I will coordinate with Ethan and Josh
2574,2025-10-28 13:26,"Hey team, I've declined the homepage sync later today. If it's okay, I need a bit of heads down concentration time before we review designs again."
85,2025-10-28 13:48,"*Joan Feu-Gelis* [2:48 PM] Based on this, I will cancel today's check-in. I am meeting with shortly to discuss timeline and next steps."
85,2025-10-28 19:43,"Hey everyone — here’s the plan for our daily syncs leading up to Nicole’s review: *Focus Areas* • *Wed Oct 29*: HP review • *Thu Oct 30*: About Us Review • *Fri Oct 31*: No meeting • *Mon Nov 3*: HP + About Us Review — prep for Nicole’s exec review (Thu) • *Tue Nov 4* : HP + About Us review — review feedback incorporated • *Wed Nov 5*: HP + About Us locked for Nicole's review • *Thu Nov 6:* No meeting • *Fri Nov 7*: Exec review debrief and next steps *Meeting Structure* • *Progress Check (5 min)* – Yesterday’s work + blockers. • *Review (10 min)* – Designs walkthrough. • *Feedback Decisions (20 min)* – Led by Joan; confirm direction. • *Next Steps (5 min)* – Assign owners + tomorrow’s goal. *Feedback RR:* • *Visual Design, brand, narrative*: , , • *Strategy, performance, brief alignment, UX, feasibility:* , ,"
1041,2025-10-28 19:56,Sounds like a plan. Thx
1349,2025-10-28 22:29,Detailed timeline *< has been updated to reflect the above for consistency
1360,2025-10-29 00:50,"*`HOMEPAGE: ""MIDDLE OF THE PAGE"" ANIMATION`* Team -- the below storyboard has been shared with our Video Brain Trust. Sharing here for visibility. -- please take note of the story beats for our ""Middle of the Page"" animation, which will appear on the Carta Homepage (NOTE: Subject to development as we continue to refine. Thank you for your flexibility.)"
1040,2025-10-29 16:48,- Can you share the Figma link so that I can provide my feedback?
1985,2025-10-29 16:53,just a call out to work in Mobile before the Nov 6th meeting - I believe that came up a few times in the last review.
85,2025-10-29 17:27,"Hi everyone, here is the < that took us through today. This is the overall feedback - we will look at a revised version on Monday. Let me know if I missed anything. • *Hero*: all good. Creative will provide the assets. • *Audience/Solutions*: Explore alternatives to gray on gray. • *All together now*: ◦ Need the audience labels incorporated ◦ Centered/left aligned - not being prescriptive, but let's explore how it can be very visible ◦ Benefits - just a callout for as this is new copy that needs to be created. ◦ Meet Carta- copy needs to be more action driven and need to make sure these don't look like main CTAs, rather than buttons to learn more on the three key product categories: ▪︎ Equity Management ▪︎ Fund Management ▪︎ LP Portfolio Management • *Stats*: ◦ Remove ""buttons"", but explore a section label ◦ Make stats bigger, but keep in mind that some stats can be really long. I have attached some of our stats, the numbers are trending up • *Areas that still need to be ""ideated""* ◦ Logos ◦ End CTA ◦ Resources"
85,2025-10-29 17:28,", I saw this locations map on our quarterly stats presentation, maybe inspiration for the map on the about us page?"
1360,2025-10-30 04:09,"Adding , who will be running ""backup"" with and lending a helping hand while I'm in Japan! Welcome Emily. Please bookmark this Slack channel so you see the updates"
1040,2025-10-30 04:26,"1. For the 4 card section, this will only fit in screens 1200px or so. It will have to switch to a 2x2 layout when the screen gets narrower. 2. The spacing between cards looks pretty tight. It is also the same spacing between the card header and the card body which makes the whole section look like a table with rows and columns. 3. When finalizing the homepage design, we should also account for screen sizes 1200px and 768px."
1360,2025-10-30 07:53,"Note, team -- today (Thursday) EOD, I'll have two additional pieces added into this channel: *`HOME PAGE`* ◦ V1 of the six (6) ""benefit"" blocks, in the middle of the page *`ABOUT US PAGE`* ◦ A fully-noted ""story/content wireframe"" of this page, similar to what I provided for the Homepage yesterday"
2574,2025-10-30 09:50,Thanks - similar to what we discussed. I'll make something similar but a little more on brand with our new direction
2574,2025-10-30 11:33,Latest page reviewed yesterday is this one < The file isn't tidy at the moment!
85,2025-10-30 15:41,"We will bring this up today, along with Arif's feedback."
85,2025-10-30 15:52,"Hi everyone, here's the agenda for today - we will be reviewing the *`About Us`* page: • *Progress Check (5 min)* ◦ Pending feedback: Arif (cards), screen sizes + mobile designs (Jordan) ◦ Any questions from yesterday's feedback? Any blockers? • *Review (10 min)* – Designs walkthrough. • *Feedback Decisions (20 min)* – Led by Joan; confirm direction. • *Next Steps (5 min)* – Assign owners + tomorrow’s goal. *Feedback RR:* • *Visual Design, brand, narrative*: , , • *Strategy, performance, brief alignment, UX, feasibility:* , ,"
1360,2025-10-31 06:48,Team -- two items for us in threads below:
1360,2025-10-31 06:48,*`Homepage: Benefits Block Copy (Draft)`*
1360,2025-10-31 06:49,"*`About Us page: Notes on our wireframe, with adjusted copy`*"
2574,2025-10-31 11:37,Yeah - nice!
2574,2025-10-31 16:27,"Hi all, here's a tidied up < us page> with a global network section added plus the footer from the current design. The navigation is yet to be updated, as is the text copy in line with 's suggestions above. (I didn't see them until late. I'll update on Monday). Please leave any comments you have in the meantime and we can review in detail eop Monday! Have a Spooky weekend!"
1985,2025-10-31 17:16,Just a heads up - I have put the APAC solutions pages in motion to push on getting localized prior to launch to keep the HP consistent across all regions.
1041,2025-10-31 23:14,Thx Chris. Requested access.
2574,2025-11-03 14:43,"Hey it's easier if you supply content in a text format, it's easier to copy/paste. Feel free to leave edits and suggestions directly with comments in Figma too!"
85,2025-11-03 14:43,"Heads up that I am at the ER with my nephew, has to go pick him up from school. Not sure I will be back in time for the check-in today. can you lead the call? I will provide my feedback on slack."
2574,2025-11-03 15:24,Hope everything is okay ! Thanks for letting us know. We can sync tomorrow morning.
1985,2025-11-03 15:53,Not a problem . Hope your nephew is ok!
1349,2025-11-03 16:15,Hi ! Josh is out of office for the next two weeks - let us know if you need any help deciphering the notes he's left above
85,2025-11-03 16:59,"All good, thanks. He got a 10 stitches...."
2574,2025-11-03 17:55,"Thanks , I'll work with to finalise copy over the next few days!"
1985,2025-11-03 18:00,"Hi team. I have dropped the notes, feedback, and next steps into this < and also attached in the canvas. I have dropped in comments from Figma based on today's notes as well."
85,2025-11-03 20:23,"Sorry I missed the session today. I added my notes on the feedback doc (mostly on copy for benefits ). Also, confirming my AIs: • *About us | Timeline* - content confirmed, right milestones, but we should reduce copy. what's there is an initial draft from Amanda. • *About us | Locations* - Confirmed, addresses are needed."
1985,2025-11-03 21:33,"- I have setup a < doc here> for the about us page if needed. I have imported the content from the < us brief >onto this page as the final source of truth / working doc for stats, timeline, etc. Can you please confirm I have input the correct ones?"
85,2025-11-03 21:47,Confirmed! Thank you!
1041,2025-11-03 22:55,Ouch! Glad he's ok!
1041,2025-11-03 23:05,"Team - I've updated copy on both pages - directly into the designs themselves. Chris, you will no doubt need to refine design-wise. Can you take review from an SEO perspective to see if you have any recos to optimize for performance?"
1985,2025-11-04 17:30,- Confirmed that we will not add in the Lux Office until we have confirmation from Legal. All locations we will add to the page are listed < - I have dropped in the milestones for the timeline on the about page < if you can please review to see if they need additional cleanup.
1041,2025-11-04 17:35,Will do. Thanks Jordan.
2574,2025-11-04 20:08,"Hi all, are we able to do a shorter review plus async feedback tomorrow? I'll need to drop off at 4:30 unfortunately. Alternatively I can jump on a call in the evening around 9pm (is that 12 or 1pm for most of you?)"
1041,2025-11-04 20:58,Shorter is fine Chris. I think we're getting to a great place.
1985,2025-11-05 16:27,can you share a link to the bucket of photographs we have from the last shoot or recent stock images for on the home and about us page? Thanks!
2574,2025-11-05 16:51,", , Here's the latest version based off our review just now. < Please leave any feedback I need to address tomorrow ahead of your review. Thanks for all the feedback so far!"
1349,2025-11-05 17:11,There's a folder with JPGs in there as well as the 'Casting/ Characters' deck that helps with matching the model to the persona
1985,2025-11-05 17:52,Thank you ! Cc
2574,2025-11-06 12:10,", Here is the latest home and about us ready for you to present. Currently on this page there are two versions - One with a white background and one with a light grey background as shown yesterday. Chris, I know you preferred the white, but the general sentiment amongst the design team was the grey elevated this to something more sophisticated - personally I love it and feel the white with orange just isn't quite as nice. *< and about us>*"
1306,2025-11-06 13:27,"Yes - Had a review with Chris S this morning, and we're *really* pleased with how it's coming together; the refinement is real! Big props to you guys for all the working rounds and daily meets, and Chris's push for quality! We did have a look at the two background color options, and the preference for the light grey was unanimous. Collective thoughts on the design side: • It tames the 'dark/light mode' domino effect really nicely • Matches how we're avoiding pure white elsewhere in the system • Helps align the other greys on the page • Will help with readability - pure white can cause some eye strain, and as we're leaning into copy it will encourage reading • Means we can use pure white to help make key visuals pop (isometrics stand out more) • Overall, gives a much more premium, confident feel Also loved the 'all together now' rework - I think it works well aligned left, as it's so large. if it was a smaller header centred would be best as otherwise it would look like it was misaligned, but left aligned is definitely going to disrupt the standard pattern, looks 'different', and encourages a read. Up for debate either way of course, but that's our thinking"
85,2025-11-06 19:42,"The review with and went well, they are excited with the direction! Here is the summarized feedback. We will debrief tomorrow, but if and have time to ideate solutions, we will have a head start *`Homepage Feedback`* *Corrections Clarifications* • *Do not call Carta “ERP software.”* - Nicole clarified that Carta is _“ERP for private capital”_ — it’s important not to position the brand as general ERP software like NetSuite → Update copy and visuals accordingly. for copy • *Tagging logic must be clearer.* The “mixing and matching” of concepts in the tag visualization (the glove graphic) was confusing. → Tags should either show things that are clearly distinct but connected or clearly similar, not items “at different altitudes.” Ensure visual differentiation aligns with meaning. I noted the feedback is partly due to missing animation context, but Nicole’s point remains: the _why_ behind the tags and colors must be visible and meaningful. for assets, overall. *Additions Improvements* • *Integrate AI into the homepage narrative. -* Nicole suggested the ERP animation could include “AI-enabled workflows,” linking to Carta’s *AI narrative*. Even if it’s not clickable in v1, it should be planned for *Phase 2*. for copy, for assets • *Add social proof.* Nicole called out that the *“value of the platform”* section is missing *customer or press validation - we lost the logos and customer stories from the initial designs*. → Add a new *social proof section* (customer stories, wins, ~press mentions~). • *Include measurable platform benefits.* Nicole and team agreed on highlighting *connectivity wins*, “intelligence and automation,” as tangible outcomes of Carta’s platform. for copy/exercise with Kelly. *`About Us Page Feedback`* *Structure Flow* • *Reorder sections to clarify Carta’s story.* Amanda suggested starting the page with *“Who we are” → Impact → Timeline → Pillars*, instead of the current order (Mission → Pillars → Impact). The rationale: _press and new visitors_ need to understand *what Carta is* before caring about _why_ or _how_. ,not sure how you feel about it, but here are a couple of options: ◦ Weave in the pillars within the initial mission statement (that was the original brief) ◦ Remove pillars section all together • Nicole suggested adding a *short introductory paragraph* before the mission to ground visitors who don’t watch the film. *Content Clarity* (a bit repetitive from above, but important) • *Clarify “Tables in the cloud.” -* Nicole flagged this as ambiguous — should explicitly say *“Cap tables in the cloud.”* • *Add immediacy and context.* Amanda emphasized the need to “spoon-feed the basics” — who, what, why — as quickly as possible. → Add a clear Carta intro statement and impact stats early. • *Tone:* Nicole liked *externalizing the brand pillars*, seeing it as part of Carta’s transparency and openness — but said *language needs refinement* before going live. • *Design direction:* Nicole approved the updated *locations treatment* — said it feels “a lot more modern than the prior version.” • *Recording link*: < • *Passcode*: 1TBj#ESr"
1041,2025-11-06 21:49,"Great. Thanks Joan. I'll tweak copy in a few places where quick fixes are doable this afternoon, and offer some comments on the Figma comps as suggestions to the above."
1985,2025-11-06 22:39,"For the about us page - I would lean towards merging the pillars in with the mission statement. I think they help tell the full story of the _how_ and can help Carta stand out from competitors (outside of just the physical product). I think adding in an intro as a hero might be a good suggestion to ""spoon-feed"" the basics."
1041,2025-11-06 23:24,"Yes, I think that's right. Something more along the lines of a press boilerplate for the opening. A simpler, reduced version of: Carta is the ERP for private capital, connecting the entire ecosystem—from GPs and LPs to CEOs, CFOs, employees, and advisors. Trusted by 50,000 companies in 160 countries, our platform streamlines every ownership workflow, making it easier to understand, manage, and grow equity. With software and services built to scale, Carta empowers you to build, invest, and grow with confidence. Carta’s Fund Administration platform supports 8,500+ funds and SPVs, representing nearly $182B in assets under management, with tools designed to enhance the strategic impact of Fund CFOs. Recognized by Fortune, Forbes, Fast Company, Inc. and Great Places to Work, Carta is transforming how private capital operates. Then ""Brand Mission + Pillars"" as a combined section further down."
1985,2025-11-06 23:46,"Yes agreed. If we need to move the stats directly below the opener, we could explore further simplifying by using the stats to show, rather then tell, and then keep the hero/opener as simple as ""this is what carta does"". The brief mentions content around ""who we support"". So using something like ""from GPs and LPs to CEOs, CFOs, employees, and advisors"" could be the ticket there as well."
1041,2025-11-06 23:53,"For the social proof, do you know if we have any existing pull quotes to use ?"
1985,2025-11-06 23:55,For the homepage - anything existing we can use. For about us: I will check with to see if have usage for any others running around on the site - usually they are page specific. Anything within the < studies> is usually fair game but I can also verify with Siana if there is something specific we want to use that you think would be impactful.
1985,2025-11-07 17:35,"Hi all a quick update from today: *`Exec Review:`* I have setup the homepage < and the about us < on separate pages to link to for the review. You should be able to edit the copy on those directly. *`Homepage Feedback`* *Validation (Noted in < with screengrab*)* • Will most likely use 3 quotes • Explore a variant of the existing validation module with Magna look and feel — can we humanize this or make it feel more impactful? • Explore background color to help the validation stand out more on the page *`About Us Page Feedback`* *Updated structure (view < for example)* • Updates include: moving the stats and above the pillars _and_ swapping the order of the stats so it sits above the timeline. • Notes: you will need to explore this to see if visually it still works, or if we will need additional updates (ie is it too much black in one place) *`Dev:`* • to start aligning with next week on build requirements *`Web Strat:`* • *Quotes and logos:* kicked off approval process with Siana for both home and about us pages • *Resources / insights:* kicked off conversation with Peter"
2574,2025-11-10 15:47,Here's the latest web visuals for us to review today <
85,2025-11-10 16:56,Hi all a quick update from today - *there is no meeting tomorrow since it's a holiday in the US.* *`Exec Review:`* to consolidate copy and new designs into the exec review pages. THIS IS URGENT. will update on the exec presentation. *`Homepage Feedback`* *Overall* • Define system for scrolls/carousels so there is a way to go back and forth. *Validation* • Explore options for Customer Quotes with no photos. *`About Us Page Feedback`* • will review and provide feedback if needed. *`Dev:`* • and started discussing build requirements. • will start delivering elements of the design system so that ’s team can start building. *`Web Strat:`* • *Quotes and logos:* kicked off approval process with Siana for both home and about us pages • *Resources / insights:* kicked off conversation with Peter
2574,2025-11-10 17:48,Copy is updated in the designs. To confirm - the pages have been replaced so the links are currently broken. Copy and replace the links in your slide deck.
85,2025-11-10 18:14,"*Agenda for Wednesday:* • Final design feedback on HP and About Us • Review 's component list • Discuss animation behavior , can you attend this meeting?"
2574,2025-11-10 18:54,"- as discussed, I need to be shifting into delivery mode. If you can confirm the engineer start date for the build, I’ll target that date to have the first set of components ready for dev handoff. *Here’s how I suggest to approach handover from design to build:* • I’ll deliver one component at a time, working systematically through the backlog until all required components are complete. • To give visibility, we could set up tickets to manage this flow of work and priority, if you'd like. • The key goal is to keep engineers unblocked with a clear, continuous backlog of ready-to-build components. If there are any components you’d like prioritised first, , please flag them and we can adjust as we go. *A few important notes:* • Some components will have dependencies (e.g. building the homepage header will also require buttons, type styles, etc.). • Others will need to account for multiple layouts or variants - for example, text blocks that can switch between centred or left-aligned, or toggle certain elements on/off. • This is why it’s tricky to give exact timelines immediately - component interdependencies affect the sequence and effort. If you would like to help set up and manage a Jira board, that would be appreciated. *On responsiveness:* Components will be built with responsive behaviour, but all grids and breakpoints are still to be defined. - could you please confirm the current breakpoint sizes you’re working with? That would be helpful. On animations: These can absolutely be defined and prototyped, but I will do this VERY rough initially to allow Arif to prototype it. Please allow some time to polish later! We also discussed pagination/navigation for carousels, I will take this task alongside the component builds, along with some other finer details and smaller decisions."
1041,2025-11-10 18:59,Thanks Chris!
85,2025-11-10 19:04,sounds good! Thank you.
1040,2025-11-11 14:50,": Let's use < document> to handle details and delivery of all components and interactive elements. It has also been added to the `Key Documents` tab in this Slack channel. For each component/element, please share the details and guidelines in this document, so we have it for reference. I have added the breakpoints we will use to this doc. I have listed the components in order, but since there are inter-dependencies, feel free to update the order in which you will deliver. Please finalize and lock this by Thu, Nov 13. For development, we only have 2 weeks: Nov 17-21 and Nov 24-28. Since we have you until Nov 21, let's do three milestone deliverables for the designs (end of day your time): 1. Fri, Nov 14 2. Tue, Nov 18 3. Fri, Nov 21 cc:"
2574,2025-11-11 15:50,Thanks Arif
2574,2025-11-11 18:14,"here's a rough example of motion for the 'All together section' so you can test build. Essentially parallax layers, with the most difficult bit being to connect the nodes (It breaks halfway through the Figma prototype). This is rough as Figma can't really prototype motion. So let's refine later. <"
2574,2025-11-12 14:28,"Hi all, I declined the catch up later, mainly because my family has been hit with a sickness bug and I'm unwell. I took this morning off but now I'm back online. I haven't made any design edits to the visuals so there's nothing to review there. There are some outstanding tasks including Pagination/navigation on carousels and styling of the testimonial blocks and stats. However I will take care of these details as I focus on each component build. There is a super rough, and janky motion prototype above to aid Arif to test build. Take a look. Click the screen to start the motion, it's not prototyped to work on scroll, but would be scrolling on the screen in reality. I'm working through my design system tasks now. Firstly setting up basic components (Buttons, Tags etc) but I need to set up some variables (Tokens) for sizing and typography. And add new typography styles for our increased sizing, and introduction of a third typeface. Our review tomorrow would be a better place to review the DS parts."
85,2025-11-12 14:39,Thank you Chris and i hope you all feel better soon ;)
1306,2025-11-12 14:40,Prototype is great! it feels like they come together for a moment then seperate again. End state would ideally be locked in one line?
1041,2025-11-12 16:26,Yep feel better Chris
85,2025-11-12 16:31,*Agenda for Thursday:* • Final design feedback on HP Testimonials • Review list of components and align on changes from tif's doc *Agenda for Friday:* • Review milestone 1 components
2574,2025-11-12 17:32,"You can lock to one line, but I think they it carry the movement through and start to separate slightly again as they scroll of the screen. The intention is they are all in al line in the centre of your screen."
1985,2025-11-12 19:10,can you confirm that we are still on track for asset delivery to legal for Monday? We plan to drop the copy to them on that day - but would love to also drop in storyboards for the animations at that time as well if we have them available. Thanks.
1985,2025-11-12 19:12,"confirming: • *Home resources:* confirmed with both Peter and . I have added to the copy doc. • *Validation:* In progress with Siana. I have asked for delivery by next Tuesday. These will not need legal approval as she will confirm usage and contracts but logos will need sizing (CC ) • *About Us Review:* Scheduled for tomorrow, Nov 13th with Amanda"
1349,2025-11-12 19:24,Everything should be good with the disclaimer that copy may still be in flux with PMM. is working on that with them but we should be 90% there for next week I have a chat with Ethan later today to talk about the animations
1985,2025-11-12 19:42,I have setup a legal review tab < to keep everything in one file. There are sections for the storyboards on there. For the copy note - are referring to page copy or the copy in the animations? I have dropped in a few of the components on the legal review page. This will be for static assets only (minus the stock images). Will you be able to add the final(ish) assets by Monday EOD?
1349,2025-11-12 21:11,Current in progress figmas below • HP < • HP < _Both are still in progress and the mid-page animation is getting pulled to another animator to build off of so just adding those disclaimers_
1985,2025-11-12 21:14,can someone add the storyboards that include copy to the legal review < for Monday - or will the copy on those still be in progress? I don't think we need legal sign off on the moving shapes but they will want to see the actual words / tags that are on the animations.
1985,2025-11-12 21:53,it might be worth pulling Taylor into one of the check ins to figure out how we want to do legal review for the animations as it sounds like there might be some complications with how they are building vs getting legal review (ie no storyboards). I don't know enough on the creative side to own how this gets legal approval.
1041,2025-11-13 00:57,hey thanks for the inputting the copy into the copy doc! I just looked through and made slight tweaks.
1985,2025-11-13 03:01,is the animation / video on the about us page still planning to have audio? can you confirm if legal typically likes to review the script? We can send assets to legal separately from copy but want to account for time for any updates that may be needed and make sure we are still on track with the up coming holiday weekend.
85,2025-11-13 16:39,"*Updated Agenda for tomorrow, Agenda for Friday, 14th:* • Aligning on process for legal review of assets and animations ( will join the meeting) • Review milestone 1 components"
1349,2025-11-13 18:49,"Sorry for the delay here! If there is voiceover, yes then legal reviews the script. I don't believe we'll have updated tags until next week"
1041,2025-11-13 20:03,Here's the < script> for the brand film. There could be changes but hopefully only minor.
1349,2025-11-13 23:21,Gathering list of assets to start to organize for legal *`Homepage`* • *Hero animation* (no sound) ◦ < version> -- _this will continue to be updated and tags still need to be done once Josh is back_ • *Middle of page animation* (no sound) ◦ < direction> and < storyboard> -- _this will be iterated off of as it's being handed to a new animator_ • *< • *< home page>* *`About us`* • *'Brand film' 90 sec video* w/ voiceover: ◦ < ◦ < Script> • *< • *< about us page>* ***Disclaimer for legal:* these are still in progress and changes will be happening over the coming weeks
1985,2025-11-13 23:26,can we please add timeline review to this. I have some concerns over deliverables / legal timing etc and want to reduce back and forth with legal as its typically inefficient for everyone.
1985,2025-11-13 23:28,"lets discuss the process / timeline for this tomorrow. For the timeline we have: • *Legal review for everything:* Nov 17-21 • *Hand over to web:* Nov 24 • *Content freeze:* (this time will be used to QA the build): Dec 1-5 With the thanksgiving break, we have about 12 working days until we need to be launch ready so I want to make sure that if we are still making changes over the next few weeks that this isn't going to impact the deliverable date to web."
1349,2025-11-13 23:29,"Sounds good, chat tomorrow"
1985,2025-11-13 23:41,thank you. Do we feel comfortable sending this to legal on Monday? I typically don't handle the creative reviews for these types of assets - so not sure what the typical process is. Happy for Josh to handle that one when he is back as well.
1041,2025-11-13 23:48,"Maybe it's cleaner for Taylor to traffic anything that is film/creative asset related, and you anything core web?"
1349,2025-11-14 00:04,Yes but lets have one thread in marketing legal -- Jordan do we know if is our reviewer?
1985,2025-11-14 00:05,it might be a few people to review as it’s not strictly FA.
1985,2025-11-14 00:19,I’ll ping Sam and check
1985,2025-11-14 00:28,Sam for FA / Chris Wheeler for corps and llc. I gave her a heads up that there will likely be some last minute changes.
2574,2025-11-14 12:08,"No, that's not the latest. They are on the exec review pages here. *< home page>* < about us page>"
2574,2025-11-14 12:15,"It would be very helpful if someone can take the task of picking the images for these pages I've asked dave if he has any suggestions, but I think selecting some images and having legal review them first - then updating designs would be preferred. I really do need *all* my remaining time now on components/production tasks, and need to avoid content/small design updates."
1349,2025-11-14 16:00,Thanks - I've edited the message to include the latest so we don't have any confusion
