u,t,m
102,2026-03-11 04:10,"Great catch, I was going to update investment dashboard currency wholesale. I need to avoid the financial kpi columns"
1007,2026-03-11 06:44,"TY Meghan, great call out! here's a draft of a spec covering our plan for EQT. This is my understanding of the plan so far, and very much open to feedback. A couple of things worth calling out: • The investment dashboard has the GL as the source of truth, and FA customers can specify a currency for their investments. If we decide to include the investment dashboard in the scope for this hack, we need to be careful not to impact FA clients with a GL that specifies investment currencies. I am attaching here a video describing how GL and SOI currencies work. • There are multiple methodologies with sub tabs under the value-company page inside valuations. All tabs need to be in scope, with the exception of comparable data. Comparable data comes from our integration with CapIQ and it is intended to be USD. Happy to go over all the pages impacted during a call if that sounds helpful."
102,2026-03-11 07:33,Thanks ! Will look in the morning
102,2026-03-11 07:34,First draft PR up to just address investment dashboard currency. Note that this is NOT TESTED as I need to set up / learn how to test. <
80,2026-03-11 17:34,"Thank you and , ramping up today on the issue and will follow up with questions here"
206,2026-03-11 20:43,"— for Valuations and Waterfall pages, please make sure to have review PRs / help with test"
503,2026-03-11 20:46,cc: on all select Investor pages for intl' currency. It may be best to co-ordinate with and over this.
102,2026-03-11 20:47,"• Assume single non-usd currency • Behind feature flag so we're not impacting every investor • Don't touch GL company, which stores investment currency data in SOI"
1007,2026-03-11 20:59,"here is a TL;DR on what is happening: EQT is one of the largest PE firms in the world (€270 billion AUM). They decided to trial Carta's product with a few portcos and are planning to decide in the next few weeks if they want to purchase our product. A big piece of feedback they have is that investor view pages show USD symbols even when the core portco has a different currency setup. Next demo is Thursday 03/19 and we need to have currency symbols fixed for EQT by then. Conversions or math changes are out of scope. Given the tight timeline, and are working on a hack solution that will be isolated to EQT's account behind a FF. They will include code owners from middle office eng teams to review the work. In Q2, before we are ready to fully support non-USD investments across valuations and investor pages for all customers, the val-eng will scope a detailed plan and include ’s team in the process."
1292,2026-03-11 21:02,Thank Pati for this..
1292,2026-03-11 21:04,"Ray/Victor - please loop me in on this, I can pull in folks as needed.. Regarding the expectation - do we want this change to be production ready or are we good to have a demoable change in lower/sandbox env ?"
1007,2026-03-11 21:09,"This needs to be production ready but isolated to EQT's trial account. After the demo, EQT team will login and test the valuations product, for example. So the currency symbols for their two non-USD companies need to be correct."
96,2026-03-11 21:26,said differently - we'll feature flag it
1292,2026-03-11 21:28,"Yes, If users are going to use it / play with it .. then it needs to be production ready feature.."
80,2026-03-11 21:40,this is meant to be lightweight on changes for the demo as far as i understand and not really definitive solution or currency conversion just yet thank you! i'll reach out if needed and keep the decision group small for now I'll share the plan as soon as we have one
102,2026-03-11 22:55,"updated PR, added feature flag `MULTI_CURRENCY_INVESTMENT`, let's use that one for further work on this project."
80,2026-03-11 23:22,"okay, ill create in prod so it starts getting populated on test and local envs too"
80,2026-03-12 01:14,Backend changes to propagate Currency across tabs: <
102,2026-03-12 17:46,"how does LLC NG company details pages work in FA? As far as I can tell, it's embedding the llc-core app. It includes a subset of the views in LLC Core. Where do these tabs live in llc-core? Specifically I'm wondering about the Holdings tab. So if we want to introduce a non-usd setting for LLC NG companies, we have to change the LLC NG code. Is that right?"
1292,2026-03-12 18:22,I believe the FE is in FEP .. can confirm
1292,2026-03-12 18:23,The backend starts with CW and collects data from both FA and LLC before passing it on..
1032,2026-03-12 18:24,FE for LLC holdings tab is here: <
1032,2026-03-12 18:37,"That component pulls data from LLC's Holdings V3 API, and passes the data on to a common `Holdings` component. Cell renderers are configured in < which is where currency logic is rendered via the < function. This one should accept a `type` attribute and change the renderer from `FormattedNumber` to `Currency` with a `type` prop."
102,2026-03-12 19:28,"Thx! Great, looks like we only have to change the frontend, which makes this project easier."
102,2026-03-12 19:30,Is the WF component the same for Core and LLC NG companies? I only see 1 file in here:
102,2026-03-12 19:32,"Does LLC NG have currency info stored in the cap table? If not, where's the easiest place to add a currency setting for the company? I was thinking about doing this in a hacky way and adding a currency setting in FA for the investment company. But if currency is already there like on Core, we can just pull it."
1032,2026-03-12 19:35,"Like this, right?"
1032,2026-03-12 19:35,I have a change to pull the default currency from the LLC account and have it percolate into the currency fields of the holdings tab
102,2026-03-12 19:35,"Yea exactly, we just need to cover the views resued in FA, not every single LLC NG view"
102,2026-03-12 19:36,All this will go under a feature flag so we won't disrupt LLC NG side
102,2026-03-12 19:38,cc is doing the same thing for Core companies - pull company-level currency setting and exposing it to investment detail tabs
102,2026-03-12 19:39,"This is his plan, he should have a PR soon. <"
80,2026-03-12 19:43,"thank you , first step is serving the currency so started that on core: <"
102,2026-03-12 19:44,"can we help you land that change? We also need that in cap table, WF and distribution tabs for LLC NG companies."
1032,2026-03-12 19:46,"I'm almost done with the change on the Holdings tab, but I'd need help with the other ones. We just pull those components from LLC's UI into the Portfolio page."
80,2026-03-12 19:49,Updates after our sync and half a day of explorations: *[Core Investment Details]* • Currency data flow investigation • Backend Serving _currency_ • Frontend Main tabs: • Frontend Valuation nested Tabs: *[LLC Investment Details]* • Currency data flow investigation • Backend Serving _currency_ • Frontend (FEP?) *[Investments Ledger]* • Currency data flow investigation
80,2026-03-12 19:49,Backend PR for Currency on Investment Details: <
102,2026-03-12 19:54,I can help while Victor focuses on Core companies
1032,2026-03-12 19:55,"Re: feature-flagging, does this mean that with the flag off we should still show LLC Holdings in USD even if the account is configured with a different currency?"
102,2026-03-12 19:56,do you have a min to chat about this?
102,2026-03-12 20:17,"FYI Hernan will put his changes up. I'll try to replicate it for the LLC cap table tab. It's in llc-ui, not FEP."
80,2026-03-12 20:20,thank you! similar solution? persist currency per corporation and serve it on the API making it available?
80,2026-03-12 20:20,that'd be a huge win
102,2026-03-12 20:27,"yea, apparently there is a currency setting for LLC NG too, at the account level, it's just not used for anything"
102,2026-03-12 20:28,"Also requirement is to only change display in investor experience, not LLC NG"
80,2026-03-12 20:30,good news!!!!
1032,2026-03-12 20:40,Here's the PR for LLC Holdings if you need to pull any code from it. The `useGetAccountCurrency` hook can be reused for the Cap table and Waterfall tabs to include as a prop in the llc components <
102,2026-03-12 20:53,what's this used for if FA is using llc-ui for cap table tab? <
1032,2026-03-12 21:16,"That's the wrapper of LLC UI’s FARS component. FA doesn't pull it directly from LLC UI. Instead, it pulls up the LLCPortfolio from peUxPortfolio via FARS, which renders LLCCapTable, which pulls in the Cap Table component from LLC UI via FARS."
1032,2026-03-12 21:26,"Would you like me to work on the pe-ux side of things to add the `defaultCurrency` prop, while you add it to the llc-ui components?"
102,2026-03-12 21:37,"sure if you have time, I'll just focus on llc-ui"
1032,2026-03-12 21:38,I can include it in this PR
1032,2026-03-12 23:14,"I just tried this change in test, but it's not going to work by orchestrating LLC's API The issue is that any API that fetches account details is restricted to the llc admin, and the investor doesn't have that permission. I'll need to handle this in the init API in CW so I'll have to spend some more time on it."
102,2026-03-12 23:15,"Interesting, I'd think if investor can see the cap table, they can see account details."
80,2026-03-12 23:17,feel free to update the LLC from your work with Hernan
102,2026-03-12 23:18,Ok let me know. I set up everything on my end and explored the codebase. Ready to do work on llc-ui.
102,2026-03-12 23:24,"Current status is Hernan ran into issues pulling account currency setting from LLC, as investor doesn't have permission. He is working on an alternative path. I got everything set up on llc-ui, ready to change the UI to show the currency."
1032,2026-03-12 23:58,Hmm. Even through CW I'm not able to read the account information.
1032,2026-03-12 23:59,"It makes sense, because the user ID passes through to LLC's API, but I'm not sure how else to get this value."
102,2026-03-13 00:01,"Can we ask around for advice? I was talking to Kevin Lee, he said to pull him in if we need help."
102,2026-03-13 00:02,Backup plan: we can still introduce a hacky temporary staff currency setting on the investor side
1032,2026-03-13 01:41,"I opted for adding the default currency to one of the llc-core APIs. This alternative still requires adding the `defaultCurrency` props to the LLC UI components, so you can go ahead and make the llc-ui changes as we discussed."
102,2026-03-13 01:50,Thanks! Will do
102,2026-03-13 01:51,We have an even hackier backup plan: just remove all currency symbols. But let’s see if we can make it work first
102,2026-03-13 07:32,"< Hernan can you show me how to test this? I was trying to test it in llc-core / llc-ui, but I don't believe these changes show up there."
1032,2026-03-13 14:09,"I see, after enabling `LLC_15200_ENABLE_INTERNATIONAL_CURRENCY_DISPLAY` on my box, it looks good on Cap Table, but I still see Waterfall showing $. Link < I'll go ahead and use the same feature flag on the portfolio side so the Holdings page stays in sync. Otherwise, Holdings could show GBP and the other 2 tabs would stay in $ when the flag is off."
1032,2026-03-13 14:46,"One thing to note, is that I went to the Cap Table on the LLC entity, and GBP also shows there. Is that the intended behavior? <"
102,2026-03-13 15:18,"I found that flag, it’s been there, already enabled on demo env. How to tell if it’s enabled in prod?"
102,2026-03-13 15:19,"I only changed cap table tab, will do other tabs next"
102,2026-03-13 15:20,My guess is LLC team did a partial i18n job but never finished it.
1032,2026-03-13 15:59,Yeah that's my assumption as well
1032,2026-03-13 16:00,It's disabled in production
1032,2026-03-13 16:00,And it can be enabled per account ID
102,2026-03-13 16:44,I found: <
102,2026-03-13 16:53,let's use the `LLC_15200_ENABLE_INTERNATIONAL_CURRENCY_DISPLAY` flag and enable in prod for EQT accounts cc
102,2026-03-13 17:24,"Research: summary: it changes currency display pretty comprehensively, but not 100%."
102,2026-03-13 17:39,"did you say you see GBP for Siempreverde on your test box? I see the company setting is set to GBP, `LLC_15200_ENABLE_INTERNATIONAL_CURRENCY_DISPLAY` is on, but I don't see the currency in the investor experience:"
1032,2026-03-13 17:40,Do you see the override for llc in DevTools? (bottom right)
102,2026-03-13 17:40,Yea this is what I see
1032,2026-03-13 17:40,Add these as well
1032,2026-03-13 17:41,"Sorry, the link devtools generates sometimes doesn't auto-apply the overrides"
102,2026-03-13 18:09,"nevermind I fixed it, it works! Moving on to other tabs next"
102,2026-03-13 18:27,"have you started on the WF tab? Do we have to update it separately for Core and LLC companies, or is it reused?"
80,2026-03-13 18:29,"i have, yes. should have a testable box / pr today! I would expect them to be different but worths checking"
102,2026-03-13 18:33,Ok I'm going to look at distributions tab then
80,2026-03-13 19:00,and we'll check WF later on?
102,2026-03-13 19:22,I'm tracing the code now
102,2026-03-13 19:46,Looks like the UI is reused but we may have to work on passing the the right currency in.
102,2026-03-13 19:57,"We can skip LLC NG distribution tab, as it's gated by interest sharing, which won't happen for EQT. So for LLC NG work, the only remaining part is WF tab. I'll wait for 's work."
102,2026-03-13 19:58,anything I can help with on the Core tabs? We're done on LLC NG tabs.
80,2026-03-13 19:59,"Sounds good, ty. Do you mind confirming if the tabs are the same? It should be quick and unblock us from parallelizing"
102,2026-03-13 20:01,Which tab? WF? see here <
80,2026-03-13 20:28,"ah, thank you! i'll review that today"
80,2026-03-13 20:29,"we're on a good pace for tabs, i should have them all by today. There's the Ledger and Val tabs next. do you have a preference?"
80,2026-03-13 21:19,I'm about to re-test most of tabs -- there's still some work left but also spending time double-checking and verifying manually. Do you wanna sync for us to show the progress we have and talk next steps or do you have a clear path?
102,2026-03-13 22:15,did we lose our sync meeting today? I'm free now to chat
1007,2026-03-13 22:34,"Hi , I thought you and Victor were connecting separately. I'm also free to sync now."
80,2026-03-13 22:37,"same here, available for the next 20 to chat!"
102,2026-03-13 23:07,I did this anyway just to be complete: Add multi-currency support for Distributions tab PR is up here: <
102,2026-03-13 23:24,All changes for LLC NG companies are here: < Plus work on `llc-ui`: • Multi-currency support for LLC NG companies in FA Investor Experience: < ( I don't know how to add my PRs to your Jira ticket) cc
