u,t,m
923,2025-08-21 13:17,"Hey returning to this to grab your thoughts on all the above items. Things we need to action/clarify: 1. The GP II a. We have a product on the EL that says GP Formations. Are we expecting to form any new GP entity for them or have we used the formations product as a placeholder for the GP II onboarding? b. If we are forming a GP, 2 things to consider: i. What's the agreed entity type we will form and what scope are we using? ii. They have a GP II LLP already existing which acts as GP for fund II, although Abbi told us differently on our call (we are sending an email to her to clarify ) 2. The opportunities a. As fund II is RR and not a raising fund, this should be CW now, unless aligned differently with Abbi b. If we are going to form the GP as pointed above, the GP admin piece must be moved to a diff opp to be CW after it goes live cc:"
1496,2025-08-21 13:45,Hi I have sent the email requesting approval from the client on the LP review as well as queried the Supernode Gobal II GP LLP entity
1496,2025-08-22 15:49,"Hi all, we have started to make some progress on Supernode. We have currently added: LPs for Fund II Investments for Fund II Contributions ITD 2024 for Fund II Queried LPA for Fund I so we can begin uploading soon Thanks!"
1548,2025-08-26 14:32,Did we hear back on the Supernode GP II here and ? Id be surprised if they were looking to use the same one as for fund I.
923,2025-08-26 14:36,"Thanks we haven't heard back, but are you able to please assist on any of the topics I raised above? We are still unsure on what was discussed with Abbi for this GP. If GP II already exists, why we are charging them GP formations?"
1548,2025-08-26 14:51,at no point did Abbi tell us that there was a GP in existence already- similar to us not being told that the fund was live. can also verify this. The expectation was that we would form this entity. I thought that the meeting you added for thursday was to discuss the above
923,2025-08-26 14:53,"Thanks , yes, the meeting is to discuss this, but addressing it here beforehand would assist. We have a call with the client tomorrow where I will try to clarify and then the thu meeting to discuss next steps. At a first glance I would say we should CW to fund II opp as it is existing (100% confirmed) and amend the EL to remove the GP formations price given the entity already exists, but we can explore with her tomorrow"
1548,2025-08-26 15:07,sounds good- thanks
923,2025-08-27 08:50,"I have a conflict with 4Bio this morning and cannot join the 10 am call with supernode. Tareq is off today and cannot cover. I sent Abbi an email asking if she could accommodate the meeting at 10:30 and she said she is free, can you please move the meeting. Also it would be good if you could give onboarding the ownership of this sync moving forward. Thanks"
923,2025-08-27 08:54,"sorry for the short notice but just following up on this, thanks!"
923,2025-08-27 08:59,"Hi I created a new meeting, whenever you are available please delete the current one, thanks"
1548,2025-08-27 09:02,thanks lets keep 10.30am moving forward
1548,2025-08-27 09:14,can you add to this invite as well please? Thanks in advance
1548,2025-08-27 10:31,hi we had the call with Abbi and it emerges that the GP for fund II has already been set up. I will now need to remove the product. Will i also need to reissue a new EL for signature as well?
406,2025-08-27 12:26,probably - or you might be able to issue an Addendum removing the GP formation (which would probably be better) please confirm with Victoria / DealDesk.
1548,2025-08-27 12:27,thanks tom- once this is done we can CW the opportunity
923,2025-08-27 15:57,"Thanks and ! Just one side note is that the GP formation product, given its nature of being charged upfront, is part of the opportunity that was already CW and the client already received an invoice with the GP formations fee. The opp that is currently open just host the fund II that was understood as raising on scoping but is actually RR"
1548,2025-08-27 16:32,all we will need to do on that is get finance to cancel that invoice/refund if they have already paid (which i doubt). while await dealdesks response... I will get fund 2 CW
923,2025-08-29 13:25,Hey what's the status on this? and the team ideally would need it finalized today so the credit on the invoice can happen on the same period the invoice was issued. Thanks!
1548,2025-08-29 13:25,waiting for dealdesk to approve this and then I can mark it as CW
1452,2025-09-09 16:01,"Hi do you have any update, the client wont pay until the separate invoices are issued"
1496,2025-09-10 10:05,"Hi, Just got off a call with Abbi: • Abbi will be on holiday from Friday the 19th Sept and won't return until 6th October. She suggested maybe having a call on Monday and Wednesday next week for any updates needed to complete before she goes on leave • She also wants to do a first drawdown for Q4 on 1st October. As she will be on leave during this time, therefore, she wanted a *demo* of how to do a drawdown on Carta and how this will look prior to her leave so she is prepared • Abbi was asking if Carta will send an intro/invite email to Mike's accountant when the drawdown happens. She wanted to know what email it will be sent from and the email template so she can inform the accountant • Regarding the bank, she was asking what the process will be for transferring the bank funds from their current bank (Northern Trust) to Alpha - They have almost completed setting up with Alpha and just need to return a few questions • They also do not have any GLs for the GP entities, she explained that these entities are just placeholders as legal entities and that all fees go to Supernode Ltd. Moving forward, shall I request for the bank statements for the GP entities and any recordings of their transaction history that they may have and invoices Please can you assist and I will return to her on email answering some of the questions she raised. Thanks!"
1496,2025-09-10 10:09,Will she be able to make a drawdown for Q4 even though we will not receive and upload Q3 information until after 1st Oct
923,2025-09-10 10:16,"Great, thanks for having that call! On the Capital call, she is able to run it through Carta during onboarding yes, as long as we have: 1. Bank access to track payments 2. Payment Instructions 3. ITD Capital calls and payments The goal is to ensure we will have the proper prepaid/payable balance for our call and the correct ITD Called amounts, as well as the necessary bank access/details to run the capital call for them"
1485,2025-09-10 10:16,"_Regarding the bank, she was asking what the process will be for transferring the bank funds from their current bank (Northern Trust) to Alpha - They have almost completed setting up with Alpha and just need to return a few questions_ ( ) – would this not be a standard wire transfer via Faster Payments (if Sterling) or SWIFT (if USD)?"
923,2025-09-10 10:21,"• Abbi will be on holiday from Friday the 19th Sept and won't return until 6th October. She suggested maybe having a call on Monday and Wednesday next week for any updates needed to complete before she goes on leave ◦ `Sure thing, we can have the call whenever, feel free to pick any available time I have to offer to her` • She also wants to do a first drawdown for Q4 on 1st October. As she will be on leave during this time, therefore, she wanted a *demo* of how to do a drawdown on Carta and how this will look prior to her leave so she is prepared ◦ `Sure we can do on the next meeting` • Abbi was asking if Carta will send an intro/invite email to Mike's accountant when the drawdown happens. She wanted to know what email it will be sent from and the email template so she can inform the accountant ◦ `We can add their accountants as secondary contact under Mike's account with capital call permissions to receive the notice. We can also prepare a template she can use to give them a heads up` • Regarding the bank, she was asking what the process will be for transferring the bank funds from their current bank (Northern Trust) to Alpha - They have almost completed setting up with Alpha and just need to return a few questions ◦ `This is with Apex, who currently owns their bank accounts. What I see in these cases is that they will do a Wire from the current bank account moving all available balance to the new one with Alpha, but they need to align with Apex` • They also do not have any GLs for the GP entities, she explained that these entities are just placeholders as legal entities and that all fees go to Supernode Ltd. Moving forward, shall I request for the bank statements for the GP entities and any recordings of their transaction history that they may have and invoices ◦ `For GP II it would make sense to be a blank entity, but GP I holds many others so I'm not sure this is true. We indeed need to check if they have bank accounts for these and if yes to share the latest statements`"
1496,2025-09-10 17:51,"The response I received from Abbi < about the GL is odd ""A GL ledger does exit for Supernode Global Ltd but we don’t want Carta managing SNG Ltd. Neither of the GP entities has a bank account (not yet anyway)… shall we discuss how best to deal with this on Monday in person?"". Can discuss with her on Monday"
923,2025-09-11 08:49,"Thanks tareq. yes Supernode Global Ltd is added on our engagement letter with GP administration services included for a 3k GBP annual fee. If they want to remove it, there is another change on the contract that is required. FYI . As we are currently doing a lot of GP changes on the current engagement that are still to be completed"
923,2025-09-15 11:11,""" it feels that we are moving from a 1970s car to a very modern one"". This was the feedback we received from Abbi, the Supernode representative, which is currently migrating from Apex to Carta, after demoing our in-app capital call function. This will indeed be a good client to give their speech on any market material we are creating to get more clients comfortable on migrating to Carta! Also shout out to for the amazing work on progressing with this migration! cc:"
1485,2025-09-15 11:13,Great work and team!
1485,2025-09-15 11:15,It’d be great if we can get a case study with them at some point as a public-facing client testimonial ( ).
406,2025-09-15 12:26,Great sound bite!
411,2025-09-15 12:28,Thanks for sharing this!! Good work team
923,2025-09-17 10:12,"Hi just checking how are we going with updating the engagement letter? Based on our call with them today, we have another change we will need to do: they don't want Carta to keep the books and to admin for their GP I, Supernoder Global Ltd, only for the GP II which is the LLP. We currently have 3k ARR for GP I that needs to be churned cc:"
923,2025-09-17 10:23,"Hi team and team just a feedback about AlphaFX: I see we are referring Alpha for some clients now, but the process of opening bank accounts with them has been very slow with a lot of requirements and the lift on our side and client side has been big to make things move. We currently have 3 clients opening bank accounts with them and none have successfully opened yet, some we are having back and forth for document collection over a month, so just wanted to raise it here FYI"
404,2025-09-17 10:24,will feed back today
404,2025-09-17 10:25,Which clients specifically ?
1485,2025-09-17 10:25,Thanks . No view on choice of banking partner.
1485,2025-09-17 10:25,"Appreciate the insight here and indeed, we aren’t as close post-Sales so helpful for us to get visibility on whether partners are actually delivering versus just a Sales pitch."
1485,2025-09-17 10:26,"I suppose there’s also an additional dimension as well – if post-opening, it continues to be painful, that’s another part that needs to be factored in."
923,2025-09-17 10:26,"Supernode, Como Capital and 4Bio"
1485,2025-09-17 10:26,"Funds with a 10-year lifecycle can afford to wait, but certainly not on the SPVs side. But if the pain continues post-onboarding, that will be ten years of pain which we should avoid."
923,2025-09-17 10:30,"Yeah agreed. Mostly the pain is in their compliance requirements. We can have a conversation with them to be more aligned on that on what is required and what we can offer. The feel now is that they are constantly requesting for additional information, reports and certificates that is overcomplicating a lot the process if compared with others business partners we have. cc:"
1485,2025-09-17 10:33,"There are some good headline items which may push *AlphaFX* ahead of others (e.g. They use *Citibank* as the underlying cash correspondent and as the underlying credit institution custodying the E-Money, whereas *Equals Money* uses *Barclays*, and also it has a better interface than, say, a *3S Money*). Perhaps two point: • 1) Is the onboarding process not lighter as *Carta* can issue an AML comfort letter; • 2) Is the burden on *Carta* or the client? My understanding is that the client is the one opening the account. • 3) In terms of de-emphasising particular EMIs, in the case of for example, the GP was the one who mentioned that he used *AlphaFX* for banking his venture capital fund and therefore he wanted to keep the relationship, and therefore the question is whether it is a hard prohibition (e.g. Contrary to our pitch of “_open architecture_”) versus de-emphasising it (e.g. ’s not actively performing introductions). • 4) Finally, if we want to de-emphasise *AlphaFX*, who would the BD team steer prospective clients towards."
923,2025-09-17 10:40,"Thanks , on 2) the burden is on the client but they always end up requesting the documents from us"
1548,2025-09-17 11:08,Alpha are the best firm to work with in this space for banking by a mile
1485,2025-09-17 11:50,"– does it make sense for our Compliance function to align with theirs, including and especially topic #1?"
1485,2025-09-17 11:50,"– agreed, clients actively select *AlphaFX* as they have the institutional-grade pedigree."
404,2025-09-17 11:54,"for your meeting with Alpha fyi, might want to raise there have been some delays with bank account openings"
1169,2025-09-17 15:01,We are also exploring a formal integration with Alpha which will speed up their bank opening times.
1548,2025-09-17 15:05,Hopefully we get that in soon Hugo. They are keen to refer us some leads
923,2025-09-17 15:07,Yeah if we are looking to expand the partnership with them we def need to align with them a more efficient process for KYC to reduce back and forth and stress on all parties
1169,2025-09-17 15:08,"This will be a planned Q4 integration, just going through contracts atm."
1485,2025-09-18 15:11,"( ) – to give some “_market colour_” as to what clients want, , and myself were with a *Financial Conduct Authority*-authorised small-registered alternative investment fund manager who was using *AlphaFX* and mandates it."
1485,2025-09-18 15:11,"For the institutional-side of the alternative investment funds market, *AlphaFX* is the market standard."
1485,2025-09-18 15:12,"Not saying they’re the only option – open architecture should be the goal – but that we should not push to blacklist it (and instead, see how we can work with their Compliance team to smooth things over)."
923,2025-09-18 16:54,Thanks . Noted they are the best option! That said we need to have a sync with them on how to streamline the account opening process and make the collection of information more efficient on all sides
923,2025-09-26 11:39,"Hello , just checking how things are progressing with all EL updates in progress for Superdone. Let me know if I can support with anything, thanks!"
923,2025-10-01 09:37,"Hello hope you are doing well! As 01/10 arrived, our contract with Supernode for Fund administration for their 2 funds has started. While we are still onboarding, given that we are waiting them to provide Q3 information for us to catch up, they will need to start having assistance from our FA in order to pay expenses and call capital. That said, could you please let us know who would be involved with this client so we can arrange a quick internal sync this week and prepare the hand-off notes? Thank you!"
412,2025-10-01 09:40,myself and please
1496,2025-10-08 09:59,"Hi Just following up on the KYC for Supernode Global Ventures LP, which is currently marked as ""pending document verification."" Could you please advise when this is expected to be completed? This will enable the client to proceed with making a capital call. Thanks!"
923,2025-10-08 10:00,FYI as this is a UK fund on the EU queue but assigned to
875,2025-10-08 12:04,This was incorrectly routed to US so I filed a ticket to move it to the EU queue and informed the team!
406,2025-10-09 12:15,", is there any update on this? We're starting work and need to get this resolved. Thx cc:"
412,2025-10-09 12:16,"for context, it looks like items 3 and 9 should be removed"
923,2025-10-09 12:31,"It seems that invoices were sent considering the wrong products, right? So we need to credit those, adjust and re-issue"
1548,2025-10-09 12:33,Abbi hasn't replied will follow up
1496,2025-10-15 09:49,Hi I believe this KYC task has now been assigned to EU. Can you please have a look at Supernode's KYC for fund I as they want to call capital this week ideally. Thanks! cc:
1548,2025-10-15 18:20,GP formation has been confirmed by Abbi now. Waitig on her to confirm Gp admin and then this is all sorted
923,2025-10-16 09:51,"Hi and team, this client needs to call capital today and the KYC task for the fund still open. i hope this is pretty much straightforward as a UK fund, but can we please prioritize reviewing it this morning? thank you!"
1496,2025-10-16 11:34,"Hi . Quick update, Abbi has requested to make a capital call today - still awaiting for wire instructions before it is processed"
923,2025-10-22 08:46,can someone please check the review for Supernode Global Ventures LP? We are under risk of have a capital call issued without this been approved as we cannot hold their capital call anymore.
1556,2025-10-22 08:47,supernode was approved on October 15th
1556,2025-10-22 08:48,there is no other Supernode in our queue
923,2025-10-22 08:51,Thanks this is what we are discussing on this thread! There is still one fund (they have a total of 4 entities) on the queue. it was assigned to Alyssa wrongly but she transferred to the EU queue a long ago
923,2025-10-22 08:51,new entities KYC will be on the New VC funds tab
923,2025-10-22 09:15,Thank you so much! FYI
1496,2025-10-23 10:22,"Hi I was reviewing the term for Supernode Global Ventures LP (Fund I) within the < and noticed the term duration is to continue indefinitely and doesn't state a length of term in the dissolution either. Please can you provide your input on how to address this moving forward as I believe it will impact other areas such as management fees, waterfall, distributions etc. cc."
1496,2025-10-23 14:50,Hi we have now been granted Alpha bank access for Supernode. I have added the account and connected to the fund payment details. The password for the login has been saved to 1Password in the EUFA Implementations vault
412,2025-10-28 12:29,has there been any update on this?
1548,2025-10-28 12:54,dealdesk yet to approve the seond amendment opp will follow up again
923,2025-10-29 11:16,"Hi team, just to provide an update on Supernode after today's call: • Capital calls were released for their funds in Carta! • Apex is going to share Q3 reports shortly so we can wrap up onboarding • We will have a meeting with Abbi next week to fully demo Carta platform and all functionalities to her as she is now active using it • They are planning to start a subsequent closing shortly and are interested to use Closings tool, although they have a single LP to add now. I've scheduled a meeting with Abbi and us this Friday to do a quick demo of closings and how she can use this. In the meantime, on our post-meeting email with them, please share < article to start guiding them on the tool. Thank you!"
1496,2025-10-29 15:59,"Hi just wanted to follow up to see if you had the chance to review this, thanks!"
412,2025-10-29 16:20,"all good, no major implications"
1236,2025-11-05 14:11,"Hi Edward is OOO, can we just confirm that apart from removing line 3 and 9 there are no other changes on the above EL?"
923,2025-11-05 14:16,"Hi no changes on the EL apart from these, we were just removing the GP formations and the admin service for supernode global ltd so just removing lines 3 and 9"
923,2025-11-05 14:16,The invoices require more adjustments tho as the first ones were generated consolidated to the contracted entity but we need to invoice the funds separately
1236,2025-11-05 14:23,"I think this has been sorted as there are 3 accounts here - Supernode Global Ventures LP, Supenode Global II LP and Supernode Global Ventures GP, as per client request"
1548,2025-11-07 10:42,second amendment opp has been CW now team! thanks
923,2025-11-25 11:54,"FYI that we have a closings query from Abbi < which tagged you but I just covered with the client in our weekly call today and guided on next steps. I sent a summary email to them clarifying, so no action on our side for now. Thanks!"
1053,2025-12-02 15:27,"Hi - hope you’re well. Our tracker shows the Confirmation Statement for *Supernode Global II GP LLP* is due on 19 Dec 2025. Because this onboarding fell between Vauban Carta contracts, can you confirm who’s taking ownership of the filing? • Will the client handle the CS themselves? or • Do they expect us to file it? They haven’t paid COSEC fees (this predates the Carta contract), and the LLP was incorporated at a different address. *If they'd like us to file, we’ll need the Companies House authentication code (sent by post to the registered office) to complete this.* Please let us know once you have an answer and/or if you have any questions. Thank you!"
1496,2025-12-02 17:39,"Hi , thanks for raising this! I will have to reach out to the client and get confirmation on how they would like to move forward with this"
1496,2025-12-03 09:56,"Hi Is Authentication code sent by post to our office or the client's registered office? Their current registered office is Fora, 42 Berner Street which is correct and up to date Additionally, if we are doing the filing, are COSEC fees typically included in the EL?"
1053,2025-12-03 10:07,"The Authentication code should be sent to the address shown in Companies House which is the one you mentioned. It means they received this information there or, if they request for a new one in CH website, it will be sent to this address again. COSEC fees are included in recent ELs but this entity came before the COSEC fees were released so it's really up to the client how they want to proceed. We are technically responsible for the Confirmation Statements although I cannot locate this in their < - please correct me if I'm wrong"
1496,2025-12-03 10:10,"In that case, if the client decides to do the CH filing for the CS with us, would it be done without any fees charged since it predates the release of the COSEC fees?"
1053,2025-12-03 10:26,I would say yes this time - let me know if otherwise. Thank you
1496,2025-12-03 12:16,"Hi received a response < from Supernode, Abbi will do it herself"
