u,t,m
342,2025-01-10 19:38,Thanks for clarifying! If I remember correctly I don’t think valuation reports for custom LLCs are watermarked. Let me confirm in sandbox
591,2025-01-10 19:40,"If you download that expired report that is uploaded for Carbone Fine Food, it is watermarked with 'Draft Confidential'"
342,2025-01-10 19:41,"Gotcha, let me check with the team - one sec"
591,2025-01-10 19:41,Thank you!!
342,2025-01-10 20:13,"Hi Chris, thanks for your patience! I now have an answer for you! The report “acceptance” process for custom LLC is a manual process. Our analyst sent a < notification email to Carbone Fine Food on 10/3/2024>. The email included a link to “accept” the report and once the customer clicks the link we replace the report with the final one (i.e. without watermarks). My guess is Carbone Fine Food either didn’t receive the message (likely ended up in spam folder?) or hasn’t clicked the link in the email to “approve” their 09/30/2023 valuation report."
301,2025-01-10 20:13,Good afternoon team! I have a law firm user requesting assistance with the case 2187092 sent today. I have informed that we will follow up as soon as possible. They would like to follow up with the client today.
342,2025-01-10 20:23,Thanks for flagging Humberto! Will reach out to this law firm right now
345,2025-01-10 20:41,I have a client that has a gap in his 409a and cannot submit a 3921 because of it. He was getting an error through Carta saying that all the grants weren't covered when doing the valuation. He was asking if it would be better if he just did a Board determined FMV so that he can submit the 3921.
342,2025-01-10 20:44,"yes, typically that’s how our clients bridge gaps"
209,2025-01-10 20:44,But we should not be advising that's what they should do.
345,2025-01-10 20:45,Thank you!
591,2025-01-10 21:08,"Okay got it, thank you for looking into this"
591,2025-01-10 21:09,Assuming our analyst sends an email to the same email address that is attached to the individual that requested the valuation?
342,2025-01-10 21:10,You’re absolutely right - to the designated valuations PoC
342,2025-01-10 21:14,"Hi do you happen to know if this person receives emails from us? I reached out to him to confirm that he wants us to delete the 409a Request Form that’s in progress, but I haven’t heard back"
342,2025-01-10 21:55,Nvmd just got a response from Shane so all good!
301,2025-01-10 21:59,Sorry! Got a few call in the meantime. Glad to know that they responded. Thank you for the help!
295,2025-01-13 16:21,"Hey team, quick question. A company I'm working with (Dandy, link: < submitted a valuation request over the weekend, and long story short--they're trying to launch a transaction that will rely on this valuation soon. Do you know who I would reach out to to get this valuation prioritized?"
225,2025-01-13 16:28,this seems to be assigned to you? Looks like you are already in good shape for the first delivery. Maybe we should sync with them to make sure we understand how the report will be used
347,2025-01-13 16:30,"The analysis is pretty much done, they also submitted a SF case this morning. It sounds like they are doing a tender offer so touching base before we deliver would be good. I’ll reach out and Cc you ?"
225,2025-01-13 16:32,you can give them my calendly and I can add you when they schedule:<
295,2025-01-13 16:35,"do you mind adding me also? As long as it's allowed, of course"
295,2025-01-13 16:35,Thank you both for your help!
1008,2025-01-13 16:43,"Hey team, a company reached out asking if we provide Monte Carlo Simulations. They mentioned they use it as a reference for the warrants. Does our Warrant valuation use Monte Carlo simulations by any chance? Is it something we can help them with? Thanks a lot!"
225,2025-01-13 16:44,yep! always allowed to hang with a homie on Zoom
1207,2025-01-13 16:48,"Hey team! Can someone help me auditing the history on this? I have a < where the ""FMV at Time of Exercise"" column will come up as blank in the Exercised and Settled Report. I understand this is usually because there wasn't an FMV filed to cover the period of the exercise outlined but wanted to make sure. Additionally, is there a way to enter the values for future reports? (_report in thread_) Thanks in advance!"
230,2025-01-13 16:49,Hey we will sometimes perform Monte Carlo simulations as a part of preferred warrant valuations if it is deemed necessary. Does this company have preferred warrant valuations in their subscription?
342,2025-01-13 17:12,"Hi there Matheus - just confirmed that the exercises whose FMVs at the time of exercise are missing in your report were added retrospectively (please see below) so you remember correctly. I think the values in “FMV at time of exercise” column is recorded as the exercises occur, and in case FMVs are updated on the later date these values are populated in the “FMV on Exercise Date as of Today” column. If I remember correctly retrospectively updating “FMV at time of exercise” column in the Exercise report requires tampering with exercise records is not possible. Please feel free to confirm with the Product/Eng team that owns the report."
1203,2025-01-13 18:56,"Hey team, < company> reached out to us regarding releasing some option grants, but their issue date will be on the day after the expiration of their valuation. The valuation date is January 9, 2024 and the expiration on January 8, 2025. Their main question is if it is possible to modify the expiration date to January, 9 in order to have the options released. I know we have the ability to do this modification but would like to confirm whether we should or not do the modification and if this would have any impact the client should be aware of. Thank you so much!"
1207,2025-01-13 19:08,Thank you so much
225,2025-01-13 19:28,I am wondering if changing the valuation date of the 409A by one day may be the easiest solution? I'm not 100% sure so let's see if other people agree
1104,2025-01-13 20:02,"Hey team – < Capital> has RSUs granted in the first week of January, but they don’t have any prior 409A reports or a common stock par value. Since I can’t dismiss a required health check, it is preventing me from proceeding with their account activation. Is it okay to use a placeholder FMV to move forward for now? And if so, how to ensure this does not affect their valuation later on if they ask for a 409A? Thanks!"
626,2025-01-13 20:23,"Hey team. A client asked what happens if they receive a 409A valuation they feel is either too high or too low, specifically, if there’s room for discussion. She mentioned hearing from other founders that the FMV provided by Carta didn’t align with their expectations or reflect what they believed was appropriate for their company. I mentioned that she could always reach out to the valuations team to understand the methodology or the numbers, but she wanted to know if there’s any possibility of adjusting it if she disagrees with the valuation."
338,2025-01-13 20:26,"Yep, they can always schedule a meeting to discuss the draft 409a report and make slight adjustments if necessary. To schedule a meeting, open your company's Carta account and navigate to Compliance Tax, select Manage Valuations and scroll to the bottom. On the righthand side in the area that reads ""Still have questions?"" there is an icon that reads ""Contact our valuation team"" this will link you to a place where you can schedule a consultation with a member of the valuations team."
626,2025-01-13 22:51,Do you know long it's taking to complete the 409A report? The company has 21 stakeholders
338,2025-01-13 22:51,It takes about an hour for them to fill out the report and it takes us 1-2 weeks to send them a draft report.
626,2025-01-14 18:42,Hey team. < Cares Inc>. just reached out saying that they submitted their 409A request last week and need it as soon as possible. Do we have an estimated timeline for when they might get the report?
1008,2025-01-14 20:34,"Hi , I appreciate your attention here. They do not. Should I loop in the company's account executive so that they can discuss adding it to their sub, or would it be better to transfer the case to the Valuations team first? It seems to me that she would like to discuss the methods before subscribing to the new tool. Thanks again!"
230,2025-01-14 20:35,Yes- I would loop in the company's AE. The Company's AE can loop my team in to discuss if necessary.
1008,2025-01-14 20:38,Perfect! Will do.
367,2025-01-15 00:12,We should have a draft out tomorrow or Thursday! I'll ask my team to prioritize
613,2025-01-15 00:37,"Hi Team, we received a request from a customer whose account is churned, and I wanted to confirm if it’s standard practice for us to support audit-related questions from an offboarded client. • Account: < Below is a screenshot of their request for reference. Thank you!"
209,2025-01-15 00:43,Hi ! Is there an attachment with the questions? I think historically we've answered these. Cc
613,2025-01-15 01:04,"Hi ! Yes, here are the attachements:"
225,2025-01-15 03:28,let me know if you need help:) we do answer these since it was part of the 409A service they paid for
626,2025-01-15 13:42,"Thank you! I just received an email from them and they're very frustrated. They said ""Hi just got an update and it’s ridiculous / said 5-7 days. The platform said 1-2 days on Thursday. We expected it on Monday. We have a financing event first thing next week. Can you get this done asap?"""
626,2025-01-15 13:45,I'll let them know they shouldreceive a draft today or tomorrow
613,2025-01-15 14:00,"Thank you, team! Can I loop someone from the team in the email thread?"
1098,2025-01-15 14:42,Hi team - Has anyone had the chance to take a look at this one?
225,2025-01-15 14:44,Feel free to add <mailto:audit@carta.com|audit@carta.com>
350,2025-01-15 17:03,I can take it once it's sent to that email ^
209,2025-01-15 17:10,does the company's legal have a perspective on this?
211,2025-01-15 17:15,"They would have had to have some kind of tax basis value set in order to issue the RSUs, generally at founding this will be a 'board determined' value that the Company determines internally. The Company's legal and officers would have to sign off and provide that board determined value, but that is probably what we need in this case"
209,2025-01-15 17:17,hi ! any update on if they'd like a referral?
367,2025-01-15 17:21,We currently have a draft mostly complete but there are some assumptions based on what they provided
367,2025-01-15 17:27,They've been sent a report
332,2025-01-15 17:34,Hi team a client wants to discuss the 409A LLC process at Carta how do they schedule a call 02191813
613,2025-01-15 17:35,"Just added the <mailto:audit@carta.com|audit@carta.com>! Thank you, team!!"
342,2025-01-15 17:39,"Hi Devin, just booked a meeting for the team to look at this together"
626,2025-01-15 17:45,"Thank you. They've reached out once again saying ""The valuation seems quite high compared to what’s market at this stage. How do we have an adjustment discussion before we accept? NewCo literally started and hasn’t closed any financing yet."" Is there anyone I can connect him with to discuss this?"
224,2025-01-15 17:47,no answer!
626,2025-01-15 19:37,"Hey team. Tarus Therapeutics is currently onboarding as an LLC and plans to convert soon, maybe within the next month, but he's not sure. They want to proceed with the 409A valuation as quickly as possible, however the CEO asked if another 409A valuation will be required post-conversion, as they would prefer to avoid that. The cap table won't suffer changes post-conversion, as there will still be only one stakeholder (the same that currently owns 100% of the membership interests in the LLC). Can you please assist with what I should answer?"
367,2025-01-15 20:44,Is there a salesforce case? If so transfer it to valuations central comms or email <mailto:409a@carta.com|409a@carta.com>
601,2025-01-16 16:09,"Hey team! QQ, if someone buys Scale and needs an HMRC *NOT* a 409a, is that still included?"
359,2025-01-16 16:20,"To confirm the LLC only has one member/owner and will not be issuing any units/PIUs from the LLC prior to conversion? If so, I don’t think they would need a 409A until they convert or until they plan to issue equity to any other shareholders. So I think one 409A post-conversion would suffice here."
359,2025-01-16 16:21,"Also worth mentioning that we would not charge any extra to update the 409A post conversion if they did want to opt for two different 409As, one prior to conversion and one post conversion."
339,2025-01-16 16:49,for visibility
352,2025-01-16 17:06,"HMRC is not included in any Carta US subscriptions because from a tech perspective the platform doesn’t support HMRC Val requests. Sounds like they could be a good prospect for Carta Europe instead, as there wouldn’t be a reason to use US if you need HMRC vals instead of 409A"
626,2025-01-16 17:07,"Yes, the LLC has a single shareholder who owns 100% of the units, and he mentioned this will remain the case post-conversion. He said that he doesn’t want to do another 409A valuation after the conversion. However, he would like to complete the 409A as soon as possible. I explained that he could opt for another 409A valuation post-conversion if needed, as it’s included in the subscription, but he said he prefers to avoid doing it twice."
601,2025-01-16 17:10,The companies that need HMRC have also always needed 409a
359,2025-01-16 17:20,"I think we should try to push back here and recommend that he waits until after conversion before engaging us for a 409A valuation. If he is not planning on issuing any other membership units, PIUs, or options to other individuals prior to conversion, then in theory there is no real reason why he needs a 409A valuation now."
352,2025-01-16 17:48,But this one doesn’t?
601,2025-01-16 17:51,Scratch the question we don’t need either
693,2025-01-16 19:38,"hi team, just wanted to relay the feedback that my < had: Carta's team made the 409a valuation really easy. I was impressed as I have worked with two other companies and it was never as seamless. THANK YOU!"
352,2025-01-16 20:35,"ok cool, if it comes up again, happy to talk through it. My rec has been to add the ability to request HMRC's to the Carta US platform but its not a priority at the moment"
601,2025-01-16 20:36,That would be nice!
601,2025-01-16 20:36,will do Jackson
929,2025-01-17 20:50,"Hey team! I need some help with < Wellness Corp.> , I just need to know when the last valuation was entered in the system. It seems that I don't have clearance to audit the object. Thank you!"
364,2025-01-17 23:50,Hey - I apologize for the delayed response. Non-Carta 409A Valuations will require an ESR to pull in audit information such as who and when the “Other” valuation was entered.
224,2025-01-21 14:33,"< account has PIUs> with performance vesting (on core) , and they want to include these in their valuation. However, when attempting to attach the performance vesting schedules while issuing PIUs, only time-based options appear. How can we suggest properly reflecting these?"
209,2025-01-21 18:25,hi ! if this is just for the valuation they can provide that context in the request form and we'll likely reach out to collect information on the likelyhood for the milestones being met to help calculate any impact in the 409a.
1135,2025-01-21 20:05,"hey team just wondering if this is an ongoing issue. This < (Spark Neuro) just had a 409A valuation to accept, and the report was showing the correct FMV info (0.50), but the platform was not. They accepted it and I corrected it on my side. Please let me know if I need to do something else. Thank you!"
972,2025-01-23 15:11,"Hi team, I’m monitoring ’s inbox as she is ooo and I noticed that *Jon Houghton (*<mailto:jon@holypost.com|jon@holypost.com>) sent an email to <mailto:val-operations@carta.com|val-operations@carta.com> on Jan. 21 requesting an update on the 409a status. As I don’t see an answer, just wanted to highlight this here. The account is “The Holy Post Company” and is already live Thanks"
1185,2025-01-23 16:10,"Hi Team - to confirm, we do not help with Token Valuations?"
209,2025-01-23 16:12,We can but they need to be scooped individually. If a prospect is interested can you schedule a call with so we can learn more about the token?
1185,2025-01-23 16:12,Perfect - thanks so much
1752,2025-01-23 16:16,Hi ! If you already have a sales call scheduled I'm happy to hop on and scope it out!
1185,2025-01-23 16:18,"Hi - great, I will DM you directly."
1209,2025-01-23 19:44,"Hey team! < admin> needs assistance with Warrant Valuations. The queue was busy, he requested a callback ASAP. I sent you guys the case through SFDC"
1241,2025-01-23 22:59,"Hey Team, Mathew Cobbett with Ambient Biosciences, Inc. is reaching out stating when they are going through the 409a workflow and trying to connect quickbooks, the system is not integrating, no error message, but it's just not updating to the point of integration. Any reason this may be happening? <"
342,2025-01-23 23:23,If connecting QBO within the request form doesn’t work he should navigate to Company Settings --> Financial Integration and click the “Connect” button located next to QBO there instead Try having him disconnect there then reconnect
1241,2025-01-23 23:25,"I will have them try this and see if it works, thank you!!"
342,2025-01-23 23:26,thanks for helping this customer Gabriel!
345,2025-01-24 17:40,A client had a change to the cap table on a report that has been delivered and is wondering if that can be updated or a new request form has to be submitted. She doesn't think it will change the valuation. Is this something we can do?
209,2025-01-24 17:54,did the client say what the changes are?
345,2025-01-24 17:55,About 250k shares of RSAs.
209,2025-01-24 17:55,and these were supposed to have been issued pre valuation date?
345,2025-01-24 17:57,"I just called her back to get more information. They weren't known as the valuation date and so I said to speak with her legal counsel, but we would just need a new request form instead of updating the previous report."
209,2025-01-24 17:59,great thinking to have them check with legal. they technically need a 409a for the tax basis for the RSA's at the date of issuance so they likely got the order of operations correct on this.
345,2025-01-24 18:00,Perfect thanks so much!
1905,2025-01-24 19:13,let me know if I’m missing anything.
1107,2025-01-27 13:54,Hey team. < Data Corporation> just reached out saying that they submitted their 409A request last week and need it as soon as possible. Do we have an estimated timeline for when they might get the report? Thank you!
209,2025-01-27 17:44,hey - can they fill out the request form? LSP 409A's currently have a 10 day SLA from when the request is made or the data is validated.
270,2025-01-27 17:45,I'll have them do that right now
270,2025-01-27 19:11,he has two follow up questions as he's filling out the form: Revenues - our audited financials per US GAAP disclose revenues net of refunds and discounts. Can you please confirm that we should utilize net revenues for purposes of the 409A? EBITDA / net income - should this be the full net income inclusive of stock based compensation?
346,2025-01-27 19:26,how to enter non carta 409a when there is a report in progress
346,2025-01-27 19:28,The article above is no longer correct. Step 2 no longer is there if a report is in progress.
364,2025-01-27 19:28,"With their written permission, you will need to temporarily decline the report in Val Station. Have the client enter their non-Carta 409a and then reinstate the draft"
346,2025-01-27 19:29,ok thank you.
209,2025-01-27 19:45,"- can we assign this to someone on float, have them create a case and send responses?"
342,2025-01-27 19:58,Hi would you please share a link to the SF case?
210,2025-01-27 19:59,this is a PSB case - can you create a case and reach out when you get a moment?
351,2025-01-27 20:28,Hey who's the contact from Quin I should reach out to?
694,2025-01-27 20:29,Hey thanks - < <mailto:edbaetge@gmail.com|edbaetge@gmail.com>
351,2025-01-27 20:29,Perfect thank you
209,2025-01-27 21:12,rev: yes use the same for US GAAP Full net income
270,2025-01-27 21:19,thank you sir
591,2025-01-27 22:15,Hi Can we resend the email to Sam at Carbone (<mailto:sam@carbonefinefood.com|sam@carbonefinefood.com>)
591,2025-01-27 22:15,He just wrote me again and is asking for the final version of their 409A Val report
591,2025-01-27 23:47,"actually, it sounds like Eric was the one that requested it if you could resend this email to Eric (<mailto:eric@carbonefinefood.com|eric@carbonefinefood.com>)"
591,2025-01-27 23:47,CC I think you may have handled this 409A
342,2025-01-27 23:53,Hey Chris sorry I’ve been training someone on UJET right now. I’ve sent eric an email again - can you let him know? I’m afraid the first email from us ended up in their spam folder
270,2025-01-28 16:46,one more quick question: they're still filling out the form but just raised their series C funding. should he continue to fill out or does he have to change something?
209,2025-01-28 16:48,they haven't issued them out eh? is this a time crunch to get this done?
270,2025-01-28 16:48,it is it seems like....
209,2025-01-28 16:49,"this could be LSP, would you be alright with a pro forma for the Series C?"
386,2025-01-28 17:26,"we can pro forma their Series C shares, but they need to provide pro-forma cap table with those included in the request form"
270,2025-01-28 17:56,"Got this back from the client ""Below is what our cap table looks like. Clearly the Series C was the last time we raised funds, but the form is pre-populating the Series B-1, which has $0 raised. What do we need to do to fix this?"""
386,2025-01-28 18:01,Ok it looks like the shares are issued and this is some weird thing in the request form. They should just force past this. And submit the form
626,2025-01-28 18:15,"Hey team. < Electronics Inc>. has just submitted their 409A request, and they’re in a hurry. They’ve asked for an estimate on when they can expect to receive the report. Do you have an estimated timeline?"
338,2025-01-28 18:18,Just took a look at their request and it's looking to be roughly 5 business days.
1008,2025-01-28 18:23,Hey team! < company> went live a couple of days ago and wanted to better understand who entered their FMVs into Carta. Could you please help me audit it? Thank you so much! (Case number is 2210782 if you need to break the glass)
290,2025-01-28 18:27,For visibility.
209,2025-01-28 18:28,hi ! can you use the 409A ledger audit request workflow to tag our advisor team to help?
1008,2025-01-28 18:29,"I am so sorry, I was not familiar with the flow! doing it now, thanks a lot!"
364,2025-01-28 18:34,An ESR will need to be created to identify the date/ time the Board determined values were entered. Carta based 409A Valuations have an audit history through Django.
1295,2025-01-28 18:55,Those were all added by carta staff: ```< < < < <
1203,2025-01-28 21:18,"Hey team, We have the paralegal with < Labs, Inc> reaching out to us regarding canceling their valuation request, they decided to go with a different provider. I got their email approving the cancelation. Could you please assist with this process? Thank you so so much!"
611,2025-01-29 19:23,"Hi Team - and I have been working to get < their 409A valuation after onboarding. John looped in the alias via email, but we have not heard back anything. Would you happen to have any updates here as the customer is threatening to churn again. Thank you! cc:"
230,2025-01-29 19:37,"Hey Swen, we do have an active thread with them now which is going back and forth with the client on. Re: their quoted initial outreach on December 10th, it looks like you looped in <mailto:409a-questions@carta.com|409a-questions@carta.com> which is not a monitored email, so our team did not receive a case in SFDC. Can you point us towards where you found that email so we can make sure all internal documentation is updated to prevent this in the future? it looks like this is a benchmarking request- any chance you can get your team on it ASAP?"
611,2025-01-29 19:39,that alias was my fault! I have now either just resorted to slack channel or putting in the correct 409A alias
230,2025-01-29 19:41,do you know if that alias is listed anywhere in documentation for your team? If not- all good. Just want to make sure there isn’t any documentation pointing y’all in the wrong direction.
611,2025-01-29 19:56,I initially just typed in 409A into search and included that one - this is not in any documentation!
230,2025-01-29 19:57,Thanks for the clarification!
627,2025-01-29 19:58,"Hey ! Client can expect their val within 5 business days of request (so that would be by EOD Monday). If this is an emergency/threaten to churn situation, I can have someone send it out today - just lmk your thoughts."
230,2025-01-29 19:59,Stryker had already followed up with that ETA and the client is pushing back pretty aggressively - citing the lack of response from when the incorrect email was used back in December.
611,2025-01-29 19:59,Yeah was going to say they are a bit touchy at the moment.
611,2025-01-29 20:00,If we could send it out today that would be great. Responsibility on me for including the wrong alias!
627,2025-01-29 20:00,Oh I see sorry - yeah I’ll get an analyst to send it out asap. Thanks for the callout
611,2025-01-29 20:01,No apologies at all! Apologies on my end for not clicking the implementation box in the first place If we send out today we should be completely solved on this front. Thank you all!
1203,2025-01-29 20:53,"Hey team, can you assist me with this request? Thank you so much!"
1045,2025-01-29 20:54,"Hi team, engineering was asked this but this seems like a question for the financial folks instead of the engineers <"
305,2025-01-30 00:50,"Hi Team, I ran across an account (< Farms>) that has gotten a couple valuations from Carta but it's not in their subscription. I'm wondering if this is an isolated incident or if this could be happening for other companies. Also wondering how I can stop them from receiving valuations going forward."
209,2025-01-30 01:00,"hey, did they migrate to the LLC platform?"
305,2025-01-30 01:04,"Yes, they did at the end of 2023 without 409a in the contract"
209,2025-01-30 01:18,"hmmmm we'll have to check, i see there was a project in 2024 but it looks like it wasn't completed, unless you see it other wise (i dont have access to the LLC platform)"
