u,t,m
1038,2025-11-19 20:02,There is one Allvue account that required a Google authenticator code. How do we handle that? Interested about both the manual and any programmatic solution (if we have one).
2014,2025-11-20 08:42,"Tihs is new to me, i believe the code already supports both otpauth:// and base32, so the Google auth secret just needs to be added to the 1Password item (either as QR code URI (otpauth:// or base32) and the code will automatically retrieve and generate OTP."
2014,2025-11-20 12:52,any update on which account was it?
1038,2025-11-20 13:22,Altareturn - Tiger Infrastructure
1917,2025-11-20 13:58,I didn't have any issue logging into this website using the MFA configured in 1Password. Please let me know if I missed somehting
1917,2025-11-20 13:58,The account in in the SamCERA vault and seems to be configured correctly
1038,2025-11-20 14:54,"OK, got it. I'll try and debug the code, perhaps it is accessing an incorrect selector or similar"
2014,2025-11-21 10:01,< - Application Details Tree - Argo CD>
2014,2025-11-21 10:04,< - Application Details Tree - Argo CD> pods with the mentioned bedrock error can be viewed here (amers)
1038,2025-11-21 11:14,Tiger Infra fixed by updating the config - it was set to MFA=False
2014,2025-11-24 08:50,"seems like the fix Phillip implemented with reading TOKEN and API_SECRET_CLIENT helped with the issue of AWS bedrock access, as as i can see the < UAT> is working, although we are hitting a rate limit for 1Password, suggesting that the way we are accessing vaults needs to be optimized. I will be on this today and looking into how EMEA UAT could be fixed in the same manner"
1038,2025-11-24 09:01,I created a fix for the rate limit issue late on Friday (thanks to Claude Code). I’ll raise a PR now.
2014,2025-11-24 09:01,"oh ok i was just looking at it now, thanks for the update"
1038,2025-11-24 10:51,Is this the blog post your referenced? <
1038,2025-11-24 11:59,Do you know what the MFA configuration is for Radial Equity Partners (altareturn)?
2184,2025-11-24 13:14,"Hey , yes, it is a 1-time code sent via email: <mailto:8545396903@accelextech.com|8545396903@accelextech.com>"
1038,2025-11-24 13:30,Thanks. The call to 1password in iRPA retrieves a service account of <mailto:vm.hedgeserv@accelextech.com|vm.hedgeserv@accelextech.com> Do we need to update that?
2184,2025-11-24 13:32,"No need to update, because <mailto:8545396903@accelextech.com|8545396903@accelextech.com> is an alias for <mailto:vm.hedgeserv@accelextech.com|vm.hedgeserv@accelextech.com>, so same mailbox."
2014,2025-11-25 16:29,< - Application Details Tree - Argo CD> uat amers is working now
2014,2025-11-25 16:29,< - Application Details Tree - Argo CD> prod has been created
2014,2025-11-25 16:33,Thanks will start looking into any issues that pop up and begin adressing them
1965,2025-11-26 10:03,will you be joining us?
2014,2025-11-26 10:07,"I'm available for a 1x1 to report, basically: Prod is up and running on k8s as well as UAT, the bedrock issue has been handled, and I've added a couple of accounts to EMEA UAT since all the accounts were assigned to AMERS UAT just so we have an even split. Will dedicate myself to catching any errors that may pop up, and if all goes well we can tell Jovan that he can shut down the old lambda prod and just have it run on k8s tommorow."
1917,2025-11-26 10:16,"Thanks Miroslav, sorry got pulled into another issue this morning"
2014,2025-11-26 10:21,No problem
2012,2025-11-26 12:10,So we are actually live guys? That’s awesome!
2012,2025-11-26 12:10,I hope it’s really true this time!
2014,2025-11-26 13:38,"The rumors are correct; prod is live, I'm just checking for bugs today"
2014,2025-11-26 15:08,There seem to be an issue with the duplicate account in prod with the same name. Also Hahn Company have been posing an issue i suggest a rename to Hahn and Company. The character causes the SDK to reject it as invalid syntax.
1917,2025-11-28 10:01,Hey looks like I won't be able to join
1917,2025-11-28 10:01,"Sorry, stuck on another call"
2014,2025-11-28 10:01,"Its fine im working on minor fixes today, we can skip todays call"
1917,2025-11-28 10:02,do you mind posting the link to the Excel tracker you're using to QA eFront and AllVue?
1917,2025-11-28 10:02,Keen to monitor if we're missing documents
2184,2025-11-28 10:37,Here's the link to the tracker (now in google drive)
1965,2025-12-01 10:25,"Hi, for the exposing the source documents functionality, I don't see the grpc service, pending PRs nor any JIRAs for this. I'll find out from Zak when he's back this afternoon, but for the moment, nothing is there."
1965,2025-12-03 10:08,sorry. Have to drop off for the release.
2012,2025-12-04 10:18,"Sorry guys, need to jump"
2184,2025-12-04 10:36,"Hey, here are two pictures depicting the document names in the portal Vs. in the webapp. (Documents uploaded automatically via iRPA): You can see the 6-digits added at the end. It is helpful because it it happens that sometimes the portals post documents under the same name even though they have different contents. I raised this to say that even if two files have the same file name in the portal, they would still be successfully uploaded, since their names wouldn't match due to the extra digits added at the end."
2014,2025-12-04 11:28,"Code was checking AWS_EXECUTION_ENV environment variable (which isn't set in K8s), causing files to be saved to /root/DocumentAcquisitionTest/ on container disk only, I've changed environment detection from AWS_EXECUTION_ENV → ENV (which IS set in K8s)"
2014,2025-12-04 11:36,"these digits are portals own document id, ensuring every file has a unique name even if portals post multiple documents with identical filenames."
2012,2025-12-04 12:50,Let’s hope this solves our issue!
2014,2025-12-04 14:00,Just got info from Yassine that the variable fix allowed the download of the problematic document from this morning. I’ll keep monitoring for any related issues
2012,2025-12-04 16:45,I am very excited about this!
2012,2025-12-04 16:45,Please let it work
2014,2025-12-05 10:10,< - Portal Automation - Jira>
2184,2025-12-08 10:05,2025.12.18 Capital Call Notice.pdf
2014,2025-12-08 10:10,"Zak just told me that the implementation of the server is in review so as soon its done i'll check begin work on implementing the added grpc calls, allso I'll be looking at the current auth issue we are facing for 1 of our clients"
2014,2025-12-11 10:17,"Just a disclaimer since i forgot to mention it on the call, I will be on PTO tomorrow, and be back on Monday"
1917,2025-12-11 13:05,"np, have fun!"
1917,2025-12-12 09:56,let's pause this daily in Miroslav's absence
2014,2025-12-16 10:20,", and myself have agreed on having Monday and Friday as the status update days leaving the daily meeting form"
1965,2025-12-17 09:49,Raj is off ill today. We've move to Monday/Friday catchups anyway. The calendar is not up todate
2014,2025-12-18 10:00,"Good morning everyone, just to remind you that I'll be on a religious holiday tomorrow (Friday the 19th) like i said on Tuesday"
1917,2025-12-19 10:41,"set up a reminder “Time for our huddle!” in this channel at 10:30AM every Monday and Thursday, Greenwich Mean Time."
1038,2025-12-19 14:24,Do we have any statistics on the reliability of the iRPA jobs that are now running in production
2012,2025-12-19 15:12,This is the current tracker
2014,2025-12-22 09:33,Working on adding env vars with infra to k8s deployments for db integration using grpc calls.
2014,2025-12-22 09:34,Will start with altareturn and then once working i'll extend to efront
2014,2025-12-22 09:35,Looking at the tracker i'm unclear on the issue with Efront SamCERA STATE STREET being classified as an outlier portal if Yassine has time we could meet about it
1965,2025-12-22 10:06,"sorry, I have a meeting clash"
2014,2025-12-22 10:10,"No problem just got trough an account with Yassine I needed some explanation on Efront SamCERA STATE STREET, now everything is clear"
2014,2025-12-30 14:54,Any pointers for as to who can I write regarding the linking of a new github account to Carta
1917,2025-12-30 15:11,could you post this in the lp-portfolio-analytics-integration-helpdesk channel please?
2014,2025-12-30 15:13,I dont have permissions but i asked in < team github
1917,2026-01-12 17:33,"```select * from integration_hub.source_document where source not in ('SUNGARD','Email','INTRALINKS_VDR_PRO','CARTA') and download_date is not null order by 1 desc;``` Hey this yields no results. Did we download any documents today?"
2014,2026-01-12 17:38,there were no new documents today looking at the logs
2014,2026-01-12 17:40,we can check again tommorow at 9am
1917,2026-01-13 10:29,Still no new documents. We got 80 documents from FIS/SSC so it seems strange there's nothing from eFront/AllVue
2014,2026-01-13 10:32,"just talked to infra seems like db_integration_enabled wasn't set to true in the k8s pod so i created a pr and updated it, will see if this helps in the new run at 1 pm today"
1917,2026-01-14 09:29,still nothing this morning
1917,2026-01-14 09:30,Miroslav is there anything you can do to investigate? Do we need to wait until Zak is back?
2014,2026-01-14 09:38,looking at the code from my side i see no signs of a failure i can continue investigating but Zak being here would significantly help.
1965,2026-01-14 09:49,Is there anything do to help? what's wrong with the backend?
2014,2026-01-14 10:09,"I just asked Zak if these endpoints are correct ""GRPC_ENDPOINT"": ""acx-back-integration-hub:6567"", ""IAM_ENDPOINT"": ""< ""IAM_SERVICE_ACCOUNT_NAME"": ""acxIntegrationUploadDocument"""
2014,2026-01-14 10:09,i also need him to confirm IAM_SERVICE_ACCOUNT_SECRET
2014,2026-01-14 10:09,just to double check the connection to grpc
2014,2026-01-15 10:33,"Zak is out sick and I've been searching trough his repos this morning trying to find what IAM endpoint was setup for the GRPC integration with no luck, if anyone could point me to it just to double check it it would be appreciated."
1917,2026-01-15 11:06,are you able to help?
1965,2026-01-15 11:10,"yep, just sorting out the release and I'll take a look afterwards"
1965,2026-01-15 15:17,"all of that is ok, except: it's ""6567"" also for iam"
1965,2026-01-15 15:18,I don't have access to this. you'd need to check with infra
1917,2026-01-16 09:16,Colin I thought now all engineers were full stack. Do you know when everyone will have this kind of access so we're not reliant on infra?
2014,2026-01-16 09:19,I wrote to and created a ticket regarding the secret. This should be done today
1965,2026-01-16 09:49,that was the plan. we'll have to see what happens now given we have dedicated teams for things.
1965,2026-01-16 09:50,but I don't think we'll see this type of secrets self service anytime soon.
1965,2026-01-16 09:51,"we can make certain changes, but it still has to go via infra for it to be actioned."
2184,2026-01-16 10:32,"Hey , My colleague reported a duplicated document in Thrivent tenant, from eFront portal -- Arlington."
2014,2026-01-16 10:33,I'll look into it
2184,2026-01-16 10:34,Thank you!
2014,2026-01-16 11:43,"Vlada told me that we just need the service account and that we cannot use acxIntegrationUploadDocument, perhaps this is something Zak can provision. Service account needs permissions for integration hub grpc calls"
1965,2026-01-16 18:19,I'll take a look monday. have a good weekend
2014,2026-01-19 10:37,A new service account should be created I do not have the permissions to do so (suggested name acxPortalAutomationRpaClient). SService account needs access to Integration Hub gRPC operations: - FetchOrCreateTenantSettings - CheckExistingAndInsertSourceDocuments - UpdateSourceDocumentStatus Register service account in acx-back-iam (now named lppa-back-iam as I have been told by infra): - Portal automation will call IAM endpoint (acx-back-iam:6567) to get JWT token - Then use that token to call Integration Hub (acx-back-integration-hub:6567) - IAM needs to recognize this service account and issue tokens for it. Once created i need the service account secret value so infra can add to AWS secrets manager
2012,2026-01-23 10:33,"Hey guys, do we have any progress on this topic this week? , can you share how we're getting on? Is iRPA functional? Are our issues with DB integration solved?"
2014,2026-01-23 10:39,"Hey Boris, we had good progress this week on the DB integration setup as I've worked with Cedric to create a new service account created for portal automation and an iam service updated to recognize the new service account. Infra merged with correct gRPC and IAM endpoints configured. I'm just now waiting to confirm IAM service is in AWS secrets manager, once confirmed portal automation will be able to authenticate with IAM and connect to Integration Hub"
2012,2026-01-23 18:04,Thank you for the update - what's your estimate on when you think we should be able to get this working ? (For next week)
2014,2026-01-26 09:44,"Should be operational early Tuesday Just confirmed with Vlada that the service account secret exists in all environments - now verifying all environment variables are correctly configured in production. Once that's confirmed, we can test authentication flow and validate the integration is working end-to-end."
2014,2026-01-29 09:30,"Infra still hasn't added k8s secrets, i just pinged them again. They seem overbooked"
1917,2026-01-29 09:33,"a bit last minute but I've put in a meeting in your calendar for 11am, just to onboard Miroslav onto your agentic approach. Happy to cancel this meeting if you think it's unnecessary. Maybe you have some code Miroslav can look at instead?"
1917,2026-01-29 09:36,oh I see you already have a meeting with him at 10
1917,2026-01-29 09:36,I'll cancel mine
1038,2026-01-29 09:55,Can you join us at 10am?
2014,2026-02-02 13:28,"portal automation waas down on the 1pm run today, infra told me that they made some changes to the docker secrets as i pushed a new version, they told me that they will get it back up and running by the 5pm run"
2014,2026-02-05 10:29,"Just met with Zak this morning, he pointed to me that instead of acxPortalAutomationCronJobServiceAccount, lppaPortalAutomationCronJobServiceAccount should be used, i just pushed the PR, i believe this will solve the 401 error regarding the JWT token issue we had going forward."
2014,2026-02-05 10:30,In the meantime I'll continue exploring ideas for migration to the agentic approach
2014,2026-02-06 10:37,The estimated number of documents saved in the past 7 days for efront and allvue. The sum comes out to 257.
2014,2026-02-09 10:40,"As promised on friday the current plan on setting up the new agentic approach to iRPA for portal DYNAMO is estimated to be in 2-3 weeks depending on the inclusion of the db_integration feature to it, over the weekend I've been working on setting up local running before getting the process on k8s pods for better testing and observability."
1917,2026-02-09 17:37,Thanks Miroslav!
1917,2026-02-20 10:22,"Miroslav is working on K8s deployment, should be able to trial this in a production setting week of March 2nd (week after next)."
2014,2026-02-23 09:32,"Hi all, I'll be going to a check up at the local clinic and be unavailable for todays catchup. Currently working on deployment to UAT and running against pilot portal (Dynamo AON). Once validated will begin deployment to prod k8s."
2012,2026-02-23 17:09,"Do you think we can get a demo of this thing on Thursday, ?"
2014,2026-02-24 09:35,"I can demo the new process running against dynamo AON locally, sure"
1917,2026-02-27 10:41,quick update: We should have something deployed by end of next week (Friday 6th March). Slight delay is due to issues with Playwright MCP which is still in beta and unreliable. Miroslav will investigate other browser orchestration tools we can use instead.
2012,2026-02-27 13:00,"Thanks for the update, what are the alternatives you guys are considering?"
2014,2026-02-27 13:41,"chrome-devtools-mcp, puppeteer,Notte looking into them"
2014,2026-03-03 10:49,"Which aws account has the 1Password secret token value, i seem to have lost ListSecreets privilages to all my aws account, as well as other significant aws privilages"
1917,2026-03-03 15:00,ah yeah you're not the only one
2014,2026-03-04 09:21,submitted this issue as a ticket so that i can resume the development
2012,2026-03-05 08:33,", are you still blocked?"
2014,2026-03-05 08:34,"< Calvin provided the key late yesterday, so i will be trying it out now"
2014,2026-03-05 09:10,Seems like I'll be needing a carta 1Password account created in order to access these <
1917,2026-03-05 10:25,We've addressed this ^
2014,2026-03-06 14:28,patch to the 1password migration pushed to prod for the irpa
1917,2026-03-09 10:37,is our iRPA back online post gmail migration?
2014,2026-03-09 10:39,< waiting on this to be done by infra to finish up the gmail migration
2014,2026-03-09 10:39,On my side it is complete just want to dot the i's
2014,2026-03-09 10:40,Vlada pm'd me that it is complete
2014,2026-03-09 10:41,Will check on the 1pm run to make sure since i don't have access for the k8s secrets
1917,2026-03-09 16:04,how did it go?
2014,2026-03-10 09:29,Irpa is running and saving files again with the gmail api access
2014,2026-03-10 14:08,Any insight into which of these accounts has bedrock:InvokeModel role? carta-bedrock doesnt have it for me? was any of the roles changed recently?
2014,2026-03-10 14:15,Vlada tells me that he cannnot see the roles on this account
2014,2026-03-11 09:21,"Do we have any info on who can get this info to me, its slowing the push to uat to a halt"
1917,2026-03-11 11:01,it's definitely carta bedrock
1917,2026-03-11 11:02,I don't think it's accessible via the console
2014,2026-03-12 08:38,I see no progress on this ticket
1917,2026-03-12 09:54,did you end up posting in the channel? Has your access to bedrock been restored?
2014,2026-03-12 09:57,Nothing yet. Just to note I will be away tomorrow on PTO
1917,2026-03-12 10:02,Can you please ping ?
1917,2026-03-12 10:36,Keep us posted! please could you help Miroslav? He has lost his bedrock access. Bit urgent as he's going on leave and we need to restore this access for a demo
2014,2026-03-12 10:36,We just talked
2014,2026-03-12 10:36,Lilian suggested a fix that im trying out right now
1913,2026-03-12 10:39,"FYI: • `carta-bedrock` is used by Claude Code and other automations • `acx-dev` should be used when developing, the permissions are slightly different and the models that can be accessed are different. ◦ we have the same set of models available in upper environments"
1917,2026-03-12 11:11,Thanks Lilian!
2014,2026-03-12 11:12,yes i've mananged to connect thank you
2014,2026-03-12 11:12,only issues I am facing now is that the agents are feeling slughish
1917,2026-03-12 11:13,Has it ever not felt sluggish? Whenever I do any automated testing via playwright/claude code it takes ages to complete any workflow
2014,2026-03-12 12:03,"yes, i'd probably only use this in instances where there is no api"
