u,t,m
625,2025-01-02 20:21,Thank you! I will propose some time slots to the client.
1097,2025-01-02 20:26,< for reference.
1097,2025-01-02 20:26,would you be able to review this when you have a chance?
92,2025-01-02 20:39,- are you able to confirm that we are comfortable having EqiutyBee on the corporations platform? cc:
247,2025-01-02 21:15,for visabiity we have been engaged in a $1M FA/SPV opp for a few months as wel.
963,2025-01-02 21:19,Thanks for looping me in. I do think we should have some concerns with them on the Corp platform. Can someone provide more context on the API piece?
247,2025-01-02 21:24,announced earlier last year. Equitybee can connect their Carta account to their Equitybee profile.<
92,2025-01-02 22:43,Hi - we require re-onboarding for a change in entity from LLC to corporation
92,2025-01-02 22:43,Hi - please share the control agreement in this thread
625,2025-01-02 22:54,Can you do it tomorrow at 9am ET or 10am ET?
92,2025-01-02 23:01,That's pretty early for me on the west coast - are there any later times that work?
92,2025-01-02 23:01,if not I can make the 10am ET work
625,2025-01-02 23:11,Let me check
963,2025-01-02 23:43,"I can support this but candidly I see lots of conflict here. I'd like to be cautious here as they are technically competitive, even if not directly in the Cap Table space."
1191,2025-01-03 00:52,Hi. Any follow up on this?
1368,2025-01-03 07:05,"Thank you very much for this summary ! Addressing each item: 1. It looks as though this reference has been corrected in the master document suite. could you please verify with Product or Delivery, whichever is more appropriate, that this typo has been resolved in product to avoid any future issues? For this particular client, we can advise that this is a typo and should refer to rule 4, which can be updated by their law firm. 2. is correct, as set out in the Option Notice of Grant, the purpose of the ""Liquidity Event"" is to give the board discretion to allow for exercise in the instances set out within the defined term, as opposed to providing discretion for option holders to exercise options. However, as suggested by , if we allow customisation of the documents, the law firm can amend the wording as they see fit. Can I confirm that we do allow client to customise the share plan documentation? 3. I've queried this with Lennon Legal, copying you in . We'll await Gretchen's response"
413,2025-01-03 09:25,"Thanks both, 1. can you confirm? Assume that is the case now. 2. As far as I'm aware anyone can do anything with the documentation, we just do what we do - standardised plan, limited customisation (good/bad leaver clauses, vesting schedule). Now this is productised though I'm not sure how this process would work. 3. Thanks!"
1442,2025-01-03 11:23,"re. #1, the Share plan rules document we provided product with was already corrected, so this typo will not show in any future Share plans downloaded from the flow"
1199,2025-01-03 11:59,"Thanks for the approval, Daniel! Mari, do I need to share this with our engineering team for them to add the company?"
1097,2025-01-03 12:45,"yes, I don’t think we’ve ever been through the process of removing a domain from the Denylist (to my knowledge), so let’s work through it together. <!subteam^S04337SKZAL|@delivery-tech-leads> we need help removing Equitybee’s domain from the < Domains list>. Could you help triage and prioritize this request? This is blocking us from kicking-off a re-onboarding cc FYI - let’s work on documenting this removal process on the existing < Card> and add a reference to the channel for better visibility. FYI this is an Enterprise account that will be routed to the team once the < is CW."
89,2025-01-03 13:37,"Team, do we already have a ticket? If not, I can create one. this will likely fall onto IAM."
164,2025-01-03 13:56,Yes on it just a moment.
1097,2025-01-03 14:05,"No ticket yet, thank you and"
1492,2025-01-03 14:30,"Hi team, any guidance for this case? Let me know how I should proceed."
164,2025-01-03 17:27,"Team, update < the PR will be done today but we would need to wait until Monday’s release to production"
92,2025-01-03 18:27,"Thanks for confirming - the response initially provided above should be used: ""We no longer provide services to that company. Please connect with them for directly for further information."""
93,2025-01-03 19:16,"Team, we should still retain the denylist for other reasons - these folks should be added as one-offs."
93,2025-01-03 19:17,"The API connection is not a carte blanche to their other activities (and was implemented to stem some bad behavior on EquityBee side, so would like to monitor that they aren't backsliding, i.e. other companies and individual portfolios should not be able to add equitybee email domains as admins)."
93,2025-01-03 19:17,Tagging in for visibility here
93,2025-01-03 19:18,"Helena, the instructions on the card require the company administrators to approve. Have you reached out to them with requests for them to approve?"
164,2025-01-03 19:18,"Hmm, I'm not sure we have this type of permission, because the domain is blocked that overrides individual access. I will check with the team if it is all or nothing and the possibilities and will be back here."
93,2025-01-03 19:20,and can you take a look?
93,2025-01-03 19:21,what features/plan are they buying?
1171,2025-01-03 19:22,"Catching up here - if we feel like they're a competitor and they've been a bad actor, why are we making an exception? CC: sorry if im missing something here."
625,2025-01-03 19:25,"Hi team! The company has been assigned to me, and the Carta link shows a < account>. I should wait for your greenlight before reaching out to the client, correct?"
963,2025-01-03 19:26,Thanks and . That was my initial reaction as well. The issue here is that they just went through a recent sales cycle on the Corp side and this was not factored into the discussion. We could still revert and refund.
1171,2025-01-03 19:29,do we remember why they were designated as competitors / how they misused our platform?
93,2025-01-03 19:32,"Natasha, will connect with you directly on this."
164,2025-01-03 19:33,"Update, confirmed: it’s all or nothing based on the competitor domain that we block"
164,2025-01-03 19:35,"I've paused the request to unblock in the meantime, and will wait for your confirmation ok?"
93,2025-01-03 19:38,"Thank you, Iza! Will connect with Daniela and Natasha and have them drive here after that."
1492,2025-01-03 19:49,"Hi! I was waiting for your approval to proceed. However, I noticed that the Stakeholder contact in the company is listed as a company editor, not with full access. Would that be an issue?"
93,2025-01-03 19:50,can you look into this one further with Helena? And see if there is an opportunity to add this scenario to the Guru card
1097,2025-01-03 19:55,"a new PK has been created PK (< which would be used for onboarding _if_ we decide to move forward with them as a customer. The existing live PK (< will need to be offboarded, but we’re not taking any steps until hearing back from / and . cc"
92,2025-01-03 19:57,Yes will do
247,2025-01-03 19:58,I was with Valter on this cap table deal and I have a lot of context. We were in a $1M FA/SPV deal cycle where Ali was involved and I was unaware we had issues. Let me know if anyone needs to connect but we sold them cap table and ASC 718. No valuation work included
963,2025-01-03 20:01,"thanks-I don't consider these things to be dependent on each other. Our concern is their status as a potential competitor. That was apparently not discussed or considered during the sales cycle. Any active FA deal was presumably not dependent on the cap table deal, correct?"
92,2025-01-03 20:08,- to confirm - this individual can't access the old account under the original name because they lost access due to 2FA?
92,2025-01-03 20:09,And did they indicate that they changed their name frorm Eric Gruber to Elise Daurio?
247,2025-01-03 20:12,"not at all, I was just aware of that deal and surfaced the cap table deal in that channel."
1492,2025-01-03 20:43,"Thank you ! This is not a 2FA case. The person has requested to recover their account. The email is <mailto:eric.gruber@unsupervised.com|eric.gruber@unsupervised.com>, and the profile name is Eric Gruber. They are requesting to change the email from <mailto:eric.gruber@unsupervised.com|eric.gruber@unsupervised.com> to <mailto:elise.daurio@gmail.com|elise.daurio@gmail.com>. The document and photo provided are under the name Elise Alexandra Daurio. I'm unsure whether this request is due to a gender transition or potential fraud. The ID provided is recent, and I am seeking guidance on whether I should confirm with the company if they acknowledge this person as the account holder or decline the request."
92,2025-01-03 21:22,"If they did not provide any additional context, you can instruct them: We are unable to make changes on an individual's Carta account. The account holder must log-in directly to their Carta account to make any changes or request changes to be made by the issuing company (<"
1492,2025-01-03 21:33,Got it! Thank you.
92,2025-01-03 21:37,- can you provide their Certificate of Incorporation here?
92,2025-01-03 21:43,Can you ask them if they have filed a Certificate of Designation with Delaware?
1107,2025-01-03 21:43,"Sure, I will."
1368,2025-01-04 03:08,"Hi Andrea, As you've pointed out, Vauban Nominees Limited (VNL) as the legal owner of the investment into the portco must be the main access to the account. Before opining on whether the lead can gain access as well can we please confirm: 1. How would the lead be granted access in addition to VNL? (e.g. is it structured so that VNL will be sent all signing requests and the lead will simply have read-only access to the account anf no ability to sign documents or make any elections?) 2. Is the access to the portco's Capdesk account solely for the purpose of accepting the convertible note? 3. Is there a paper certificate provided, or all digital?"
1488,2025-01-06 08:50,"Sounds good, I'll check on these points and get back to you on them."
301,2025-01-06 13:29,Hi team! Good morning! Any updates on this case?
938,2025-01-06 15:24,Anson is the GP and Craig Sumerel is the primary contact for the LP. CC:
1199,2025-01-06 15:48,"Good morning Team - Please let me know once a decision has been made. I haven’t heard back from the company yet regarding access to Carta, but I anticipate hearing from them soon now that the holidays are over and they need to transition away from Shareworks"
1097,2025-01-06 16:06,"please let us know. The Implementations intro email has also gone out already, but they haven’t reached out yet."
1155,2025-01-06 16:21,Adding for FA compliance procedures
963,2025-01-06 16:23,"Hey team, I think this is a business call. I’m comfortable moving forward here but it would be my strong preference, if at all possible, to leave them on the blocked list and add manually as needed."
1097,2025-01-06 16:26,"could we make that happen? I know you had said initially no, but given the circumstances, let’s revisit it with engineering, please."
164,2025-01-06 16:41,"They've confirmed , at the moment we don't have the capability of allowing specific addresses from a blocked domain. For that the team would need to build something, so we would need to understand the urgency and importance of starting this kind of work."
169,2025-01-06 16:43,"Is there a way we can add specific emails addresses to an allowlist on the monitoring side, so that it will at least raise a flag if a non-approved email gets added?"
164,2025-01-06 16:45,"Currently not possible, it is all or nothing, so any emails that have the domain would be flagged"
93,2025-01-06 16:49,Would add that sending the materials in such a way would potentially be an issue with Carta's own email and information security policies.
1199,2025-01-06 17:03,Could we allow it for now and build a solution that will allow us to add specific emails?
963,2025-01-06 17:09,"I would not assume that resources are available to build that at this time. My biggest concern here is that I believe this company should have been flagged as a competitor well before we got through a sales cycle. Similar to the sensitive industries channel/process, any possible conflict should go through an approval flow, and this one certainly did not. I am aware of the FA Opp that was happening in parallel, but that is unrelated to the concern with allowing a competitor, even if more adjacent that direct, to add admins with free reign while on our platform. I think it is dangerous to simply assume the best intentions here. All of that said, I don't see a way around allowing them on now, and it seems we have no technical ability to gate them/monitor who is added. We will need to find another way to monitor their activity, potentially."
1199,2025-01-06 17:24,"I completely understand the concerns here. While I’ve previously used the sensitive industries channel/process for other companies, I didn’t think twice about onboarding them as a customer given our partnership and the FA oppy. My apologies for not double checking. I’m committed to helping the team ensure we’re comfortable with them as a cap table customer. If we ultimately decide it’s not worth the risk, I completely understand"
963,2025-01-06 17:35,"To clarfiy- there is no partnership here. The API option here was deployed for other reasons, not as a signal of partnership. My ask is that any company that could possibly be considered as a competitor go through the process."
93,2025-01-06 17:38,Good learning for us that we do not consider API or other partnerships as a carte blanche and look if someone is actually competitive (because some of those partnerships can be very narrow/specific and not broad).
169,2025-01-06 17:41,It may be useful to start a list of competitors like we do with the sensitive industries so that reps can check against it during the prospecting phase.
1199,2025-01-06 17:41,thanks for clarifying and agreed
91,2025-01-06 17:43,"we have the list, we will work on setting up a clear process for these cases such as we do with the sensitive industries"
247,2025-01-06 17:44,"I agree, we should have that list reflected on the account level in SFDC."
92,2025-01-06 22:53,"- If the customer does not work with Brassica, then they can't consolidate their CF stakeholders as a single line item on their Carta cap table. We should be working directly with the company on this and not Republic directly."
92,2025-01-06 23:43,"- Below is a suggested response: Carta's product functionality calculates share numbers resulting from conversion ratio at the individual certificate level, and Carta does not support alternative conversion methodologies when using Carta's conversion tools."
622,2025-01-06 23:44,Thank you!
1435,2025-01-07 13:05,"Hi , how're the timelines to provide the content changes looking?"
1098,2025-01-07 13:56,"Thank you ! In this case, should we get a new contract (given the new number of SHs when we do not consider the crowdfunding)? cc"
92,2025-01-07 14:02,How many stakholders will it be?
1368,2025-01-07 14:24,"Hi , the content changes are progressing well. Legal Ops have produced the content changes across the various terms and statements and and I are in the process of reviewing. The Customer Agreement references the DPA and privacy statement, therefore we'll need to confirm any name update changes to those URLs and carry them over. Separately, the Customer Agreement specifies that notice is to be given to <mailto:support@capdesk.com|support@capdesk.com>. Is it intended that this mailbox will update to <mailto:support@cartaeurope.com|support@cartaeurope.com>?"
1368,2025-01-07 14:36,"Hi , we don't have template LP notifications to my knowledge. I would post this query on <#C03QTCL184F|> and inquire with the wider Delivery team whether there we have any useful templates from any previous notifications that may have been made. Can I confirm how we intend to send this notification? The notification will be given by the Manager and therefore should not be sent by a member of the Fund Admin team. The Formations structurer for Globivest should send the notification to ensure segregation of internal roles. Happy to review the draft notification before its sent"
1435,2025-01-07 15:33,"Thanks ! To your points: • Let's swap `/capdesk/` for `/carta-europe/` in the URLs. cc • Yes, the new e-mail for our support team is: <mailto:support@europe.carta.com|support@europe.carta.com>"
2077,2025-01-07 16:18,"Hello , thank you for reply. I will post that to that channel. To answer your questions, the idea was for either the client or the Manager to send it. Is there a preference out of these two?"
938,2025-01-07 16:47,"Hey , following up on this!"
1368,2025-01-07 16:47,"As the LPA states that the Manager has flexibility to decide the dates, the communication should come from the Manager, as opposed to the client who is the Operator. We can agree the wording with the client before its sent"
1199,2025-01-07 16:58,Hi Team - the client is looking for an intro to IM. Please let me know how to proceed
247,2025-01-07 17:02,"TY Valter, I see the thread. The client is looking to get started, can we make a decision on next steps so that we can set expectations for the client?"
625,2025-01-07 17:05,"Hi team, please let me know when it’s time to reach out to the client."
1368,2025-01-07 17:09,"Hi , for item 3, Gretchen has advised that this was something you and her discussed when preparing the EMI documents. Originally the suite of documents included an option agreement to be signed as a deed by the option holder, which granted the Company a power of attorney to sell the shares under Rule 14. However, as this structure would require witnessing, we advised that we would prefer to structure it as a simple agreement, despite companies therefore not having a power of attorney to sell the shares. Our rationale was that companies would be able to obtain the power of attorneys from their option holders at the time of exercise of the options. In that case, shall we simply advise the client of this and confirm that they will need to put in place a POA at the time of exercise? Have we included any notification of this to customers so that they are aware?"
93,2025-01-07 17:33,"Hi Maria, please ask them for more details on what they need? This is not enough to go on"
1097,2025-01-07 17:38,"He all, here’s a summary of the action items I have noted from this thread: • confirmed that once the equitybee domain is removed from our Deny List, there won’t be any system blockers. We’ll collaborate on setting up an alternative method to monitor their activity on Carta to identify and flag any potential misuse. • and I will work on developing a clearer process to identify competitors earlier in the discovery phase of the sales cycle. can we proceed with onboarding? Are there additional concerns you’d like to address?"
412,2025-01-07 17:51,thank you! I asked them and will get back
92,2025-01-07 18:23,Have they indicated that they dont' want to engage Brassica?
92,2025-01-07 18:28,I am okay with attaching these to the securities
301,2025-01-07 18:37,I believe Justin is on leave at the moment.
92,2025-01-07 18:38,These don't require Carta's signature so Safekeeping team can proceed to upload/lock
301,2025-01-07 19:06,Awesome! Thank you Chris!
1098,2025-01-07 19:13,Hi - Apologies for the delay. There are 217 CF holders. Plus the existing SHs it will count 221 SH
1098,2025-01-07 19:14,"As for your 2nd question, it seems Republic mentioned that."
92,2025-01-07 19:27,OK - I assume the company will want to engage Brassica in order to avoid having to pay for all of the CF stakeholders. / - are you able to connect with the customer on this? <
1443,2025-01-07 20:13,"Hi (cc ) For this particular customer, I haven't checked the exact full document set they got or when, but our latest < of Exercise> doc version (from before productization) includes POA authorization and is signed as a deed, which should fix the above issue. Notable context: i. The share plan offering is now productized, so queries regarding the documents _going forward_ should formally go via Diego (Product Support Liaison) and Product ii. For historical plan document sets delivered to clients, the document set actually delivered has evolved over time. All historical clients therefore haven't received the same set, and decisions from time to time changing the current actual master doc set hasn't warranted notifications to customers as such: They got the actual master doc as it looked at the time and it was up to them to determine whether the document set was fit for their purposes iii. You can set up any document set on Capdesk (combine plan, grant agreement templates and notice of exercise template freely, mix match signing flows as you see fit). So any limitations really only apply if client sticks to the vanilla offering iv. Back in the days, we (me, Mikkel, Gretchen) hoped to be able to allocate more resources to eventually developing a streamlined and modern EMI plan flow 2.0 without all the signing hassle; the desire to simplify granting docs come from this ancient ""product impulse"""
75,2025-01-07 20:52,to sync with on this case.
80,2025-01-07 21:00,"if i got this this, they're being stopped from adding their own admins because of the blocked domain, correct?"
80,2025-01-07 21:11,"i think the whole idea of raising this block was stopping them from being *added to other companies* my suggestion here is checking if the domain and company are the same, allow it to pass and raise a warning instead of blocking whenever they match"
80,2025-01-07 21:12,would that work as a more permanent solution?
164,2025-01-07 21:14,"Yes, we want the alert for this domain can we set this up?"
80,2025-01-07 21:16,"the PR removing them from the blocking list is currently being released meaning the issue should be stabilized soon, right?"
80,2025-01-07 21:17,i'll spend a couple of cycles later this week checking how hard it'd be to add this extra check and get them back on the list
164,2025-01-07 21:18,we still need final green light on removing them from blocked I believe.
963,2025-01-07 21:19,Ok on my end
625,2025-01-07 21:20,"I can grant them access to the platform and reach out to the client, correct?"
313,2025-01-07 21:39,"Hey team, I received the below response from the client: _Charles,_ _Thank you for reaching out. I'm trying to figure out if Carta is a service we can use or if it is just causing me more work and/or creating legal landmines. So far, I can only see it requiring me to do more work, not less, to maintain our stock records. And it is potentially putting us in a legal place we don't want to be or know we can be in. It's too bad the sales person was not a little more transparent about what was being offered..._ _My legal counsel is trying to reach out to someone at Carta to try and understand how Carta can offer the service outside of Delaware if you haven't researched it or you are able to give us any guidance. Do you have a contact person I can point him to?_ _Thank you,_ _Brenton Scott, PhD_ _President COO_ _Pulmotect, Inc._"
301,2025-01-07 21:45,"Please let me know once the process is complete, thanks."
1199,2025-01-07 22:52,can you please cc me and on your initial email? please let us know when you have the offboarding form completed. Adi will be the signatory
1569,2025-01-07 23:08,"Done Locking 38,907 common shares issued to Joshua D. Williams; Rodger D. May-278,889; Parsons Whittemore- 550,050 ; John Blizzard -251,666 ."
1569,2025-01-07 23:09,"please do stock split on CS-473; let me know when its done so we can locked 5,359 of the shares"
1368,2025-01-08 00:59,"Thank you , that's very helpful. Noted on 1-3, thank you. I'll request another demo of the Product now that it's live. We intend to reach out to law firms to revamp the product suite in the next few weeks. I'll schedule time next week with both Delivery and Product to discuss item 4 to discuss and leverage learnings from the original build and align on the instruction. for item 3, I would explain to the law firm that the product is structured whereby the companies would obtain the POA from their option holders at the time of exercise and share the Notice of Exercise document."
1097,2025-01-08 02:43,the equitybee domain is still blocked. We have to wait until it’s unblocked to add them to the platform. I also can’t add Adi to the old PK to send the offboarding form.
1199,2025-01-08 06:34,", thank you for letting us know. , I’m looping you in to help get things moving and ensure the company doesn’t feel we’re avoiding them. Hopefully, their emails won’t be blocked by tomorrow morning"
1488,2025-01-08 11:13,"Responses from capdesk: 1. Since VNL is a 'holding company' on Capdesk, you can add multiple users with different access levels. So in this case you would add the client's email as change their access to read-only 2. If the client is granted access they would be able to keep track of their holdings; 3. We do not provide paper certificates. The issuing company can upload a pdf to the share transaction or use the share certificate feature to issue an electronic certificate. I assume it is okay to add them as read only?"
1097,2025-01-08 13:40,"please stay in the loop. It’s important that you manage expectation setting with the client, as the delays we’re experiencing are not related to onboarding. cc"
1097,2025-01-08 13:41,please confirm when the equitybee domain will be unblocked
164,2025-01-08 13:42,"The team is on it, will be back with updates"
301,2025-01-08 14:31,"Good morning Jessel! Sorry, but when you mean stock split on CS-473, it is to transfer the security to the same holder so that it creates one with 5,359 that will be locked?"
1199,2025-01-08 15:35,"Yes, I’ll stay involved Once the domain is unblocked, I’ll follow up directly with Adi and work toward a resolution"
313,2025-01-08 16:15,Hey and the client informed me that their lawyer has a meeting tomorrow with someone from Carta to discuss this issue. They were not able to tell me who it is though and I'm not able to find anything otherwise that would indicate who their contact might be.
1569,2025-01-08 16:29,"yes. just transfer that amount,"
301,2025-01-08 17:29,Thank you! Waiting on their reply that the split is done.
169,2025-01-08 18:13,Do you know if someone on BD is meeting with a TX lawyer tomorrow?
1171,2025-01-08 18:14,I doubt it given everyone is at SKO
1171,2025-01-08 18:14,are either of yall?
1068,2025-01-08 18:23,No one on our team is connecting with them. perhaps we can reach out to some Texas friendlies (Rad or Montana) for a quick gut check if they’ve come across this before.
1170,2025-01-08 18:47,"no meeting on my end - will wait on to confirm, too. I'll ping Montana about this."
313,2025-01-08 18:52,Thanks everyone! BD team is awesome
247,2025-01-08 19:08,Just aligning that we will be able to add equitybee emails soon. Do we have a timeline here as the client wants to send their data for their kickoff call early next week?
164,2025-01-08 19:24,"Yes, the PR is waiting to be released, let me check on timing"
164,2025-01-08 19:28,it will be live with tomorrow's afternoon release
93,2025-01-08 20:13,"Carl, think we decline this as against our information security and privacy policies."
93,2025-01-08 20:13,"The GP is welcome to handle that communication to the LP themselves, but we've done what we are able here."
1097,2025-01-08 20:18,"can you please post here once it’s released tomorrow, thank you!"
1155,2025-01-08 21:55,"Thanks for reporting, Sally - I've looped into the < thread>. While this may or may not be an IDD, it may be a product/client escalation. It depends on whether the GP contacts had rights/permissions to view the information in the emails in question."
1155,2025-01-08 21:55,"If an IDD, we will need it to be reported through the IDD bot"
938,2025-01-08 23:16,"Sounds good, thank you!"
169,2025-01-09 00:30,They do not appear to be filed in my opinion either.
650,2025-01-09 01:53,No meeting on my end either
164,2025-01-09 16:50,Release is out! Let me know if you find any issues. Im still working with on monitoring
1097,2025-01-09 16:54,here is the < form> for PK: < Please send to Adi when you have a chance. you can kick-off the onboarding now on the new PK. Thanks cc
1368,2025-01-09 16:58,FYI re our ability to use OpenAI APIs
93,2025-01-09 17:09,"Alexander, are you already working with the Carta Data and Engineering team? They have internal enterprise OpenAI tooling."
92,2025-01-09 17:35,Hi - We will need to go through the process if they want to consolidate the crowdfunding holders as a single line item on their Carta cap table. Is that what they are looking for?
1199,2025-01-09 17:58,Thanks ! I'll follow up with Adi. just added Gal as a user on the new PK
313,2025-01-09 18:17,"Okay, I'll wait and see what he says in response to my last email. Thanks all!"
1098,2025-01-09 18:28,"Hi - Client got back to us today saying that ""Our transfer agent was Colonial Stock - what info do you need from them and I will work on getting it?"" - As I didn't see Colonial on the list of providers supported by Carta, I'd like to know what could be the best way to move forward in this case. Thank You!"
92,2025-01-09 19:44,"I would suggest a response along the lines of the following: Carta is only able to consolidate the holders from a company's crowdfunding raise if the company has a current engagement with a supported crowdfunding portal's transfer agent provider. The transfer agent provider for Republic is Brassica, and you can reach out to Yusuf from Republic (<mailto:yusuf@republic.co|yusuf@republic.co>) for more information. If you engage Brassica in order to consolidate your round, please provide your signed engagement letter with Brassica so we can move forward with the process."
1069,2025-01-09 20:44,Hi Natasa we got access to the API keys from the Carta US engineering team while validating whether this would be a feasible approach/solution already yes - this is more from a legal point of view and whether there are any blockers (for instance we anticipate our DPA could require an update?)
1098,2025-01-09 21:27,"Thank you, Chris! We're gonna reply to the customer and keep you posted! Appreciate your help!!"
1096,2025-01-09 21:32,"Thank you for your response, - yes, it does look like this is the case. I will double check with them and go through the approval process."
93,2025-01-09 22:21,Do you have an internal summary document of what the team would be doing this with tool? The description in this Slack message isn't enough to evaluate those downstream dependencies
169,2025-01-09 23:29,Looping in
1069,2025-01-10 11:36,"Hi Natasa, this is the overall < doc> explaining the full scope of the plan, but I've added a < specifically on this. I believe you should have access to the doc, otherwise let me know - and let me know if you need more information"
698,2025-01-10 13:52,"- yes, we will need to change it to ' Carta Europe 2025'"
301,2025-01-10 14:01,"Hello everyone! The company has split the certificate, the new one that should be locked for the partial amount of 5,359 shares for John Blizzard is CS-509. See bellow the new list sent by the company."
1569,2025-01-10 16:29,"done locking CS-509 with 5,359 shares."
290,2025-01-10 18:59,company: < Inc>.
1551,2025-01-13 10:12,Questions requiring guidance: • What tax software you used • Do you employ qualified tax professionals
1435,2025-01-13 13:22,"Hi , could you confirm if the changes have been shared with already?"
301,2025-01-13 13:29,"Good morning and ! I hope you had a great weekend! I have one extra certificate for this company to be locked, that's CS-486 for Rodger D. May. Please refer to the documentation attached."
1368,2025-01-13 13:34,"Hi Marc, no they haven't been. We're finalising the review. and I were in Vegas last week, so will our changes with fresh eyes this week"
1368,2025-01-13 13:34,"Note the 15th date for change, we're prioritising"
1435,2025-01-13 13:42,Thanks Victoria. Note that the web team has to allocate time to make this update as well. when would you need the content changes in order to have it released this Wednesday 15 Jan?
1569,2025-01-13 16:23,done locking CS-486
85,2025-01-13 17:10,"adding who is managing the project. This is really tight, I will let provide the date, but we might either have to push the launch date or prioritize key pages for launch and get the others updated soon after."
1435,2025-01-13 17:20,Thanks . To make sure we're on the same page on the change scope. This is what we need for 15 Jan *Content changes for:* • < Privacy Statement> • < Terms of Use> • < Customer Agreement> • < Document Generation Terms> • < Data Security Privacy> • < Email Policy> • < Billing> • < GDPR Compliance> • < Data Processing Agreement> *URL changes:* Change `/capdesk/` for `/carta-europe/` in the above urls
87,2025-01-13 17:23,This will likely be a fair amount of work and Wednesday is a very tight timeline. But I'll need to see the Google doc with the full list of changes to know for sure what we can/can't get done by Wednesday
87,2025-01-13 17:24,"There also may be additional references to ""Capdesk"" on < outside of those URLs you shared"
1435,2025-01-13 17:47,Thanks . is it possible to have the changes ready before Alex's EOD?
1368,2025-01-13 17:48,"happy for you to share for your EOD, I've made my comments I think we progress with the data privacy name changes and if Platform require further language changes we update at a later date"
301,2025-01-13 18:02,Thank you!
169,2025-01-13 18:37,IMO it's OK to disregard FMV healthcheck for RSUs.
93,2025-01-13 18:44,can you take a look?
1569,2025-01-13 19:08,related case: 02187320
1417,2025-01-13 19:53,"Hey , and discussed this with me and we are in alignment that email authorization is needed here (for traceability/audit purposes). If you get any pushback feel free to come back here."
92,2025-01-13 20:05,In the past I believe we have only allowed this in certain exceptions where the company was willing to reflect a manual exercise. am I remembering correctly?
461,2025-01-13 20:08,"You are correct , so in case we are to open an exception for this company in particular, following our previous exceptions we would only be able to forward the funds to the company AFTER the exercise was properly reflected in Carta. In the meantime the holder would need to keep the funds on the current balance of their Carta account without requesting a refund."
461,2025-01-13 20:10,"I understand the holder’s PTEP got expired since the request was sent, but it’s important to note that they did have time to send the extra $20 between the time they noticed the error and the expiration date, which was instructed by us in <#CG6PJ48RG|>, we let the company know that the fact that they had online transactions disabled wouldn’t block the exercise from completing in the platform."
93,2025-01-13 20:11,"Michael, it would depend very much on the contract size and it would have to be approved by our executive team, depending on the deal (as our pricing is really premised on the ability to actually use the logo/marketing permissions). So, how big is this deal?"
