u,t,m
53,2025-01-22 15:39,I never met with Martha previously and the past conversation with Kyle was good so not sure what is the potential issue that lead this.
938,2025-01-22 15:41,Our POCs are Kyle Kerns and Verlensia. Looks like Martha is their general counsel per the email. It also looks like FinTech Studios is a Carta company. Should we have known that the warrants automatically converted to series seed-2 shares?
837,2025-01-22 15:45,That would be my guess as well. Is there an inapp workflow for when a conversion takes place the client and review/approve so it updates on the SOI?
938,2025-01-22 15:46,Sandbox is showing that this was updated already. Booked on 1/14 to be exact.
52,2025-01-22 15:46,i have been on the account for a few years and have only spoken to Martha once. Kyle is the main point of contact and overall LOVES Carta. We have a call with Kyle later day. We can raise there as well.
49,2025-01-22 15:47,Superstar!
866,2025-01-22 17:20,Great job team!!
847,2025-01-22 18:36,"way to go , amazing feedback from Michelle!!"
52,2025-01-22 21:16,FYI from Kyle
2,2025-01-22 21:16,amazing thanks !
2,2025-01-22 22:11,"looks liek its related to this case < are we all set here? what can we do to get ahead of the client in these situations, do we have a cadence call in place?"
233,2025-01-22 22:40,"this client gets frustrated pretty easily. We had a call on 1/7 and he was ready to sign his new fund up for Carta. Then he went to pay his invoice on Friday and the payment portal was buggy and he got double charged and he's back to ""having little faith in Carta"". Darwin already booked into Logan's calendar for tomorrow to address the 1099 issue and I'm working with Finance to get the additional charge for his invoice refunded. I have not made the client aware of the transition from me to yet because I wanted to work through the billing issue first."
233,2025-01-22 22:41,Sorry and yes we do have quarterly cadence calls in place(last one being 1/7)
856,2025-01-22 22:45,I just tried calling the client cause he seemed like he wanted to talk today and went to his answering machine and I left a message
11,2025-01-23 15:13,Amazing job CC:
69,2025-01-23 18:53,"WOW this is great! FYI, Henry will be in NY and we are trying to meet with Skye while we are out there -- great job all!"
2,2025-01-23 19:34,Another one!!! Way to go !!!!
881,2025-01-23 19:40,lol i love this one!!
2,2025-01-23 23:40,!!! Way to go!!
2,2025-01-23 23:40,Keep up the great work !!!!
2,2025-01-24 14:59,nice ill consider this one closed out thanks for touching base with the client and clearing up the confusion with the legal counsel! <
52,2025-01-24 15:18,Awesome! Ty and nice work !!!! CC:
48,2025-01-24 15:27,thanks for resolving this and awesome work to and yourself with this client!
1428,2025-01-24 20:39,Way to go Tarash!! and rob!
537,2025-01-24 20:40,thanks Dan!
54,2025-01-24 22:31,hey team what’s the issue here
882,2025-01-24 22:32,"FYI the related thread is appears to be a normal interaction. we had a good cadence call on Weds and no recent errors, but their LPs did get tax confirmation emails when they asked us not to send those out and we had confirmed they would not receive them"
2190,2025-01-24 22:34,"I am unsure what this is in regards to, they have seemed very happy as of late and this request in particular was handled correctly and quickly."
54,2025-01-24 22:36,ty cc and for viz as exec sponsor.
243,2025-01-24 22:37,and didnt they just sign another fund?
243,2025-01-24 22:37,I havent talked to Five elms in a bit.. should we set up a call
54,2025-01-24 22:37,yea they’re a million dollar customer now
54,2025-01-24 22:38,sorry just shy of a million
825,2025-01-25 00:06,Going to send a thank you note swag from !
825,2025-01-25 00:09,Repeat positive feedback! Going to send a thank you note swag from !
825,2025-01-25 00:10,Going to send a thank you note swag from !
825,2025-01-25 00:11,Repeat positive feedback!! We sent him a thank you note swag from in December. Go !
825,2025-01-25 00:13,Going to send a thank you note swag from !
825,2025-01-25 00:15,going to send a thank you note swag from !
940,2025-01-25 05:27,"Vrushali, Kyler - if you schedule this can you please include me or"
243,2025-01-25 05:29,do you want to take the lead on reaching out to Patrick? can helped schedule
1141,2025-01-25 14:23,Happy to take the lead here and work to get a call set up
7,2025-01-25 14:29,How often do we work with < McClain>? I would presume he is not our main POC? Was there a reason we were working with him on this capital call? Is he our standard person for this?
243,2025-01-25 18:40,"i think he's pretty involved. I've met Patrick many times in the last few years. We've be working with Five Elms for a long time and they have seen the evolution of the platform. They are definitely hard to please. Thomas, their MD is the more vocal one on calls with me."
2190,2025-01-25 18:58,Pat is our main POC and we work with him on daily requests along with Kalie McCollaugh the director of finance
7,2025-01-25 19:52,Thanks chase. Appreciate it. My fault. I thought we mostly worked with Kalie.
882,2025-01-27 14:46,They have the #1 controller and all star team! Congrats
841,2025-01-27 14:47,great job team!!
2,2025-01-27 16:12,can you get some notes together on the interaction + client history leading to this score? seems like we havent interacted much with Grace and russell is our main contact
217,2025-01-27 16:39,"We’ll dive into this. One notable issue is that a couple of employees we don’t typically work with have recently inquired about onboarding items and ITD cleanup items that date back several years. There have been some frustrations about certain information either not being available in the app or missing entirely. While I’m confident we can address this long-term, there is some short term discomfort trying to sort out these items."
495,2025-01-27 18:59,Love it!!!
495,2025-01-27 20:45,Thanks Logan! Let me know if I can help!
2,2025-01-27 21:06,and way to go!!!!
2,2025-01-27 21:09,looks like we made quite the turnaround from feedback provided in Feb 2024 - be good to connect with the client to see what we can do to get them to referencable and see if they have any other feedback
856,2025-01-27 21:24,I was able the next day on our call resolve his issue with the 1099 question and hopefully this lifts his spirits about Carta as a whole but he is very volatile like Deidre mentioned.
884,2025-01-27 22:58,"Nice! I speak with Romi regularly, I could definitely ask him"
495,2025-01-28 00:24,Thanks Logan. Is he mean?
856,2025-01-28 01:28,No he's not mean but you can be best friends one day and then another day something comes up and now you're the worst. Never takes things personal but just blames Carta as whole. He feels cause he's a small fund that his voice isn't heard as much as the bigger funds but we try to make his voice heard in our cadence calls and seems to appreciate that.
882,2025-01-29 03:36,nice one Joshy!!!!
7,2025-01-29 15:49,Have we been able to schedule a call yet?
878,2025-01-29 16:21,I have sent a note over to Pat and am working on getting that initial call scheduled
2,2025-01-29 20:06,Way to go team!!! and !!!!
1402,2025-01-29 23:16,"Great job team!!!!! CC: ,"
32,2025-01-30 14:30,great job!!
882,2025-01-30 18:30,"nice work! you've been bringing in all 5/5 recently, i see you!"
878,2025-01-30 18:41,"Hi Team – Still working on scheduling a call with Pat. In our weekly team sync yesterday, no concerns were raised. Overall they seem pretty happy and feel supported as we head in audit/tax season."
14,2025-01-30 21:06,Great work Marker is usually a tough one
495,2025-01-30 22:43,Ok if he’s very abusive or unkind please tell me. I’ll take care of it.
495,2025-01-30 22:48,I can even keep up with how on fire this channel is!!!
866,2025-01-31 17:08,Way to go !! Cc
1000,2025-01-31 17:12,lets gooooo
41,2025-01-31 21:19,Amazing as always team! . Keep up the impeccable work! CC:
33,2025-01-31 23:54,I called the client regarding this email and discussed potential solutions for their limited partner. Tatijana was thankful for the call and we're working together to make sure their LP has everything they need.
825,2025-02-03 16:03,Going to send a thank you note from !
825,2025-02-03 16:05,Going to send a thank you note swag from !
825,2025-02-03 16:06,Repeat positive feedback!! We've already sent her a note swag from
825,2025-02-03 16:07,Going to send a thank you note swag from !
825,2025-02-03 16:10,going to send a thank you note swag from !
2,2025-02-03 16:25,Amazing work here !!!
2085,2025-02-03 16:33,Thank you !
847,2025-02-03 16:47,nice job Spencer!!
2,2025-02-03 21:23,Way to go way to make an impact so quickly here!!
825,2025-02-03 23:03,going to send a thank you note swag from !
825,2025-02-03 23:04,going to send a thank you note swag from !
2,2025-02-04 21:07,Oh wow! Great work here
495,2025-02-04 21:28,This channel continues to be on fire!!!
884,2025-02-05 00:56,Romi let me know he’s game to be a reference! Nice work team
780,2025-02-05 01:21,Good job !
2,2025-02-05 20:04,if we havent already this would be a good chance to set up a cadence call with this new client so that we can consolidate requests into a shareable agenda for them to cut back on back and forth?
37,2025-02-05 20:07,"I agree, will send over comms to set up a call to do introduction/cadence"
33,2025-02-05 20:21,Nice work !
2,2025-02-05 20:23,another one! way to make an imapct!!!!
7,2025-02-05 21:12,Red health csutomer in standard; $42K ARR; deal was just recently signed in October
2,2025-02-05 21:14,can we get a call together on this ASAP. for the capital call/offset piece
222,2025-02-05 21:16,can you include me as well? Capital call is probably related to < thread
1313,2025-02-05 21:23,"On the cashless piece, looks like the comment was specific to how capital should be called - if GP has a cashless contribution, LPs need to make up for it with a special contribution"
879,2025-02-05 21:56,when would you like to meet?
2,2025-02-05 22:00,Let’s meet early tomorrow please
10,2025-02-05 22:27,did someone speak with her? I just want to make sure she knows we are on it.
2,2025-02-05 22:39,Not yet can you reach out to her and let her know we are all over this and will touch base with her with a plan to improve the experience going forward
222,2025-02-05 22:57,want me to start up an account plan?
879,2025-02-05 23:08,Yes I’m writing an email now
19,2025-02-05 23:09,"can you include me please, I can help provide some context from her < escalation>"
2,2025-02-05 23:13,Yes please
19,2025-02-06 00:02,"team, if helpful started this doc to outline the timeline from the subclose ticket and clarify what the issue was from the subclose ticket side"
222,2025-02-06 00:02,"sounds good, I'll get this spun up tn"
19,2025-02-06 00:03,feel free to edit and add any other detail relevant. the cap call piece on ensuring the rebalance was included may need some help from FA/Cap activity
879,2025-02-06 00:12,"I’ve reviewed the capital call and proposed a fix via an email with her. I will take care of capital call, cashless offset and the GP commitment update."
879,2025-02-06 01:44,"hey team, just fyi, I had a call with Robby to explain/walk her through the whole capital call and cashless offset situation earlier. I’ve fixed the GP commitment, the GP capital call amount and management fees offset. We all agreed on the management fees payment amount now. Hassan just set up the wire request and hopefully it can go out the first thing in the morning. No further actions are needed regarding this matter."
415,2025-02-06 10:24,well done and love it when our clients praise our work.
240,2025-02-06 16:05,it appears that this 3 is directed towards the ITD trueups we are cleaning up on their prior admin books. All else good with Evelyn/Adjuvant team?
1000,2025-02-06 16:07,"yeah we hopped on a call with the auditors within the hour and heard out their questions, they were good with our approach, until yesterday when kabeer sent the email where they are changing their stance (which we discussed this morning)."
1000,2025-02-06 16:12,"a 3 is not surprising here given this has been a topic that we have revisited consistently for months with them - pain points stem from 1) lack of specific treatment in their LPA and adjuvant's lack of taking a concrete stance on interpretation when we present them with the options 2)messiness of prior admin 3) overall difficulty of working w their auditors - illustrated perfectly here - we sent an email back in december summarizing the true-up with no response, but then when they finally look at it they want to hop on a call immediately."
1000,2025-02-06 16:14,"and originally brought this up early 2024 during onboarding, they did not want to change, but it has been revisited end of 2024/early 2025."
240,2025-02-06 16:20,"agreed, thanks brooke"
2,2025-02-06 18:27,lets take a look at some of the recent conversations and meet asap - in the meantime can you reach out to client and let them know we are taking the feedback and will come back to her with some steps to get us back on the right track?
2572,2025-02-06 18:31,I don't recall any negative encounters with this client. Usually always a good meeting and I think Ryan also followed up with Stephanie recently via zoom call.
948,2025-02-06 18:33,"I will send an outreach and review recent comms, yeah I hopped on a call 1/23 and thought it went really well"
411,2025-02-06 21:46,Great job team!
14,2025-02-07 19:39,Amazing Job Cherry!
14,2025-02-07 19:39,Great job Toy!
14,2025-02-07 19:40,Amazing job Raine!
825,2025-02-07 20:34,going to send a thank you note swag from !
825,2025-02-07 20:37,going to send a thank you note swag from !
4,2025-02-07 20:38,Rafiq will like that
825,2025-02-07 20:40,going to send a thank you note swag from !
825,2025-02-07 20:49,Going to send a thank you note swag from ! Also fyi Kevin is a Carta alum
825,2025-02-07 20:50,going to send a thank you note swag from !
495,2025-02-08 18:15,These channel just continues to be
4,2025-02-10 13:53,Thank you!
4,2025-02-10 16:27,thanks ! new clients still in onboarding but a great group. Ben is the main GP i believe
4,2025-02-10 16:30,came over from Barrier crest where they weren't very happy
2,2025-02-10 18:42,Amazing feedback !!
2,2025-02-10 18:44,can we get together here and see what we can be doing to get this to a 5/5?
217,2025-02-10 18:55,great job!!!
846,2025-02-10 19:16,"Absolutely - Was a shame to see this one come in from Wes (< case>). 90% of our communication is with oCFO team from Strut who we have a good working relationship with. Recently had a call with their team (Strut Wesley) about two weeks ago, I imagine much of Wes's sentiment is here is from: 1. *Carta was not clearing the management company inter-company payables on a regular cadence*. We had not cleared the payable/receivables balance during 2024 - moving forward during 2025, we have agreed to move the approved amounts on a quarterly basis after FS are approved. This was big takeaway from call on how we can be doing better. 2. *Carta having to catchup the ITD management fee offset management fee savings for 2024 year end close*. Fee team was only reconciling monthly amounts, but not doing ITD catchup on offset (80/20) management fee savings for additional closes. This was second leg of the call with Strut/Wes, going over my calculation to catchup everything ITD. They were comfortable with figures by end of call audit should be fine, but I think they were disappointed we had to catch it up on Q4. Going forward, I'll put eyes on the Fund IV books before they are shipped so I can make sure we are tied out ITD on both of these buckets. We don't deal with Wes directly very often, but i think if we buttoned up the ^^ executed 2025 with those initiatives in mind, we would be doing much better in his eyes. Strut doesn't necessarily throw Carta under the bus, but I dont think they are afraid to blame errors on Carta's end. Just need to make sure we are tighter with 2025 so issues dont arise at all. Me are aligned after the January call for what we need to do in 2025 to improve health overall, but let me know if you wanted to sync on it quick . They are a decent sized relationship so definitely want to keep them happy"
1402,2025-02-11 13:55,"Great job and !! CC: ,"
882,2025-02-11 15:58,Nice one team!
2,2025-02-11 22:50,looks like a moss adams contact who I know aren’t super fond of Carta in general - what can we do to win them over?
846,2025-02-12 14:13,hey hey - spot on regarding Moss Adams. We actually talked about this guy yesterday - the Moss Adams team refuses to even sign onto the portal or use < They have been very difficult and have been expecting Carta to spoon feed everything to their team using their own proprietary portal which has been doing for them. But their attitude has certainly made the engagement a bit more contentious slowed down overall process since they wont self service anything - my plan was to steer client towards a preferred vendor for 2025 for a smoother experience overall. Client isnt exactly happy with them as well it seems
2,2025-02-12 14:20,that appears to be the case for many of the shared clients there cc
215,2025-02-12 14:21,can you please provide me with the name of the audit partner/team members who are not being collaborative?
859,2025-02-12 14:31,Michael Lu <mailto:michael.lu@mossadams.com|michael.lu@mossadams.com>
859,2025-02-12 14:31,Darshan S <mailto:darshan.s@mossadams.com|darshan.s@mossadams.com>
994,2025-02-12 14:43,- about to launch Fund IV!
215,2025-02-12 15:03,"Thanks team. I've sent a note to MA, but this contact is newer at the firm so may not have established their circle of influence yet. I'm hopeful that we will eventually get MA to a better spot through this person though"
52,2025-02-12 17:59,Nice work here !!! Keep crushing it!! CC:
2,2025-02-12 18:00,Way to go Aidan!!!
883,2025-02-12 18:02,Thanks team!!
48,2025-02-12 18:16,amazing job being proactive as well as responding quickly!
1213,2025-02-13 15:00,The goat!!
2,2025-02-13 17:55,Amazing work !!!!
1428,2025-02-13 18:02,Cahill nice
847,2025-02-13 19:18,great job !!
215,2025-02-14 21:20,MA partner will check in with Michael. Please let me know if there's any other pushback
846,2025-02-14 21:23,thanks ! we'll let you know if we see any improvement or change from our end
41,2025-02-18 22:48,Great accounting team indeed! CC:
846,2025-02-19 00:30,"Unfortunately Sofia has been a Carta detractor for a little while. received churn notice for 2025 reporting - notice via email, no set handoff date as of yet for new FA. Main driving churn issues were product/delivery model based, rather than service. Audit has been progressing well, client is still raising fund iv with Carta as well as other active SPV’s."
40,2025-02-19 00:34,Thanks . I’ve flagged the upcoming churn to . For added context Sofia shared that it was due to not trusting product data and that she does appreciate the FA team’s efforts.
49,2025-02-19 14:04,"have we jumped on a call to try and save yet, pitching the new Growth model? Or has this ship sailed? cc"
1138,2025-02-19 15:38,I think we should cut our losses on this one and focus on other relationships. Sofia has been threatening this for years and is very negative regarding any prior attempts to reset the relationship.
49,2025-02-19 16:02,Makes sense. Know she was painful when she was with Strut
40,2025-02-19 16:50,"I have a call scheduled with Sofia, including and on 2/28."
41,2025-02-20 21:33,Amazing team! Keep up the great work! CC:
415,2025-02-21 09:41,well done and always great to hear good feedback from clients.
411,2025-02-21 10:48,Great job !
415,2025-02-21 15:16,and this will go a long way to helping us win their upcoming 7 SPVs.
240,2025-02-21 17:45,Great job team!
866,2025-02-21 17:49,Amazing Job !!!
416,2025-02-21 20:08,Shout out to and for their continued efforts with Exceptional and Paolo! One of the first customers using int’l closings as well. Think they’re feeling a lot better now.
825,2025-02-22 02:14,going to send a thank you note swag from !
825,2025-02-22 02:17,going to send a thank you note swag from !
825,2025-02-22 02:21,"This is repeat positive feedback! emailed him in Dec but never got a response, going to send another thank you note"
825,2025-02-22 02:21,"This is repeat positive feedback! emailed him in Dec but never got a response, going to send another thank you note"
825,2025-02-22 02:23,going to send a thank you note swag from !
825,2025-02-22 02:27,going to send a thank you note swag from !
825,2025-02-22 02:29,going to send a thank you note swag from !
825,2025-02-22 02:31,This is repeat positive feedback! We sent Yiming a thank you note swag from in Jan
860,2025-02-24 17:33,there goes that man
14,2025-02-24 20:41,Amazing job !
1428,2025-02-24 20:46,way to go !!! rock star cc
28,2025-02-24 21:00,nice job !!
41,2025-02-25 03:37,"Amazing, thank you team! CC:"
2210,2025-02-25 13:07,way to go !!
218,2025-02-25 15:13,ya'll have come sooooo far on this client. what a testament to all of your hard work
537,2025-02-25 18:48,good work !
1428,2025-02-25 21:25,This was just including investor services - if you can take a look
218,2025-02-25 21:26,if you want to reach out on this. the thread is just a simple ask for two contacts to be removed from the portal. Trink responded within 14 minutes. maybe something to ask about while on site
233,2025-02-25 21:34,I can email Spencer to see if Danielle raised any frustrations on this process
1141,2025-02-25 21:35,I'd say hold for right now
233,2025-02-25 21:41,"on a side note , looking through that thread, Danielle provided their ""expected timeline for K-1s"" to the LP. Have you seen that?"
233,2025-02-25 21:44,also FYI the team already completed Danielle's request and went back to her confirming
54,2025-02-25 21:57,when we get to the bottom of this can we please post a summary ?
1403,2025-02-25 22:08,"Hey Team, I just checked the < and could not see any issues on our end as well. Support replied 27minutes later with the task completed. I also did a double check to make sure the contacts were properly removed, so not sure what happened. Would you like to get in touch with the client to understand their frustration or would you like Support to do so?"
233,2025-02-25 22:16,Thank you . I can take this away with to understand the frustration; no need for Support to reach out. Thank you though! And will do !
1141,2025-02-25 22:18,I think the service here was great. Danielle is historically very frustrated by these sorts of requests (I have some historic emails expressing similar frustration). IMO we pivot the conversation with Spencer live and show him how to self serve (one of the benefits of coming to Carta. FYI /
218,2025-02-25 23:33,yes it's fine that Danielle provided their K-1 timeline to an LP! not uncommon for them to ask
233,2025-02-25 23:38,sorry I mean have we seen the doc she provided? I'd be curious to know what timeline they are sharing with LPs
218,2025-02-25 23:50,oh! haha no i didn't see the attachment
233,2025-02-25 23:51,ok going to ask Spencer about that
233,2025-02-26 14:45,"All - I have a call scheduled with Spencer for this afternoon to have a candid conversation about the transition as a whole. I made him aware of the 1/5 CSAT from Danielle and he said he wasn't surprised or concerned by it, but I am going to work to get more details on her perception of the transition as well. I'll drop a summary here after the call."
7,2025-02-26 20:22,This is currently a referencable customer - we need to evaluate what happened here
33,2025-02-26 20:43,"Hey , I believe this score is more so a reflection of the cworld thread and not an accurate representation of Alejandro's overall view of Carta. It looks like based on the thread they have been trying to get their LP access to Carta since 12/31 and it seems that still has not been resolved. From a fund admin perspective and I have a pretty good relationship with Alejandro and overall he seems like a happy customer. Aside from the attached email thread, Alejandro has provided us with feedback surrounding inconsistencies with his onboarding experience but has also voiced that he has been happy with overall service we've been providing."
7,2025-02-26 20:47,I see. Do we think they are truly reference me though then based on your commentary on inconsistencies?
33,2025-02-26 20:59,"I don't have too much historical context on how it was determined that they are referenceable, or if we have ever used them for a reference in the past. If we have already used them for a reference I feel like we're probably fine to leave the status given we have not had a negative interaction with them recently. If they have not been used as a reference yet, then maybe we can do a pulse check on that the next time we touch base on that point before actually reaching out to do a reference call. cc. <!subteam^S0887KYSFL3|@standardams> fyi"
33,2025-02-26 21:00,any context on getting this case resolved. It looks like you may have reached out to the LP separately. Has there been any progress on this today?
1000,2025-02-26 21:11,"brett said aloud in our meeting today ""you guys are the best!"""
233,2025-02-26 21:40,"Hi Everyone. and I just finished speaking with Spencer. Overall, it went as expected. He said the 1/5 is Danielle’s general demeanor when working with vendors and that he is pushing internally to filter her interactions. That being said, I did also explain our routing methodology and that the response from different members of the Routing team is meant to be an acknowledgment of receiving the request and that it is being addressed; not that those are additional members of the ATX Carta team. Spencer said that clarification was helpful, that it was great to hear we have such a team and that he would relay this to Danielle. With respect to the overall transition, Spencer said he is generally satisfied and can tell that the team assigned is top tier. He mentioned that the implementation emails can be a bit overwhelming but that having the weekly calls has been helpful to talk through open items and next steps. He also expressed his appreciation for having a dedicated AM. We took that opportunity to make him aware that I would be transitioning off the account. He raised some concern about how Danielle would react to the change; Carson suggested notifying her of the change when the Carta team visits ATX next month. We ended the conversation with Spencer saying if there was ever a reason for concern, he’d be sure to let us know. < is the link to the call if anyone would like to listen. Password: cartarocks"
531,2025-02-26 21:51,Hey they want to use a country number not supported by Carta to receive text message on the 2FA. I've already reached out directly for the LP offering a meeting to talk about. Alejandro was looped in for full transparency. Note that this was already informed on the previous comms with the GP.
2,2025-02-26 22:57,Nice work way to go !!!
7,2025-02-26 23:09,to see a perspective on upmarket/complex onboarding
10,2025-02-27 00:05,"thanks for the response. This isn’t a justified reason for a 1 at all, but it does feel like an unnecessary step/email and showcases a manual workflow. I understand what we are trying to do with responses, but for this client it gives them something to pick on. I’ll take this away internally."
2084,2025-02-27 00:15,way to go team!!!!
834,2025-02-27 00:19,Nice! Great job team
41,2025-02-27 01:01,Keep it up team! Great job! CC:
54,2025-02-27 03:30,awesome job team! let's get that signature for the new fund now
1428,2025-02-27 15:11,what a legend
233,2025-02-27 15:27,"Hi All - wanted to raise another point with respect to this thread as two similiar requests came in from Spencer in the last 24 hours to update LP information. One request FA made the change and confirmed the other looped in Investor Services to assist. I think this is another point we should raise on our call this week - whether Spencer should be sending these LP update requests to only the ATX alias, directly to the IS@carta alias with ATX alias copied, or if he should be self-serving to make the changes."
837,2025-02-27 15:39,"Hi team, as previous AD Re referencebility - Sam had made an intro to a prospect back in Oct 2024 and agreed to be a reference moving forward. To Tom's point, they do appreciate all the work Carta does since I have been involved. Not sure if we should consider this a change in health overall."
218,2025-02-27 15:48,"Fair point. The situations are a bit different in that one was routed to us because it was an LP transfer of interest we needed to record and updating a contact was just a part of the request, so we just did it. The other case was strictly a contact update which is why it was just routed to investor services. The right approach IMO should be to show Spencer how to self-serve but in cases where he isn't sure how to update (or maybe isn't in front of his computer), to send them directly to investor services"
233,2025-02-27 16:09,that works for me. We can raise on our call on Monday to clarify process going forward
1141,2025-02-27 17:07,"Agreed with enabling him. This one ultimately shouldn't be a manual workflow and isn't once the client is live as Spencer will be able to self-service and update in-app. If memory serves, he won't have this ability until we've finally gone live"
1310,2025-02-27 17:29,"Hey team, during the onboarding process, the IM team has ownership of these updates. Since we are still working on the entities, this ensures that the information is centralized before the handoff and LP invites. After this phase, we will either involve the Investor Services team or the client can manage the updates. One additional note: Spencer currently has the capability to upload contacts if he chooses to. There are no blockers during onboarding, but we don't recommend it for the reasons mentioned above. These requests can be redirected to the alias and upon Go-Live, Spencer can self-serve or involve Investor Services if necessary."
233,2025-02-27 17:34,"Hey . Sorry! I should have thought of the onboarding implications of these changes given that we're getting sign off on the LP data at the moment. We can direct Spencer to send everything to the alias for now so the IM team is aware and when we go live and are walking through all the self-serve, we can be sure to touch on LP updates. Thanks for raising this and sorry for not realizing earlier the impact"
1042,2025-02-27 20:08,"Wonderful job, !!! CC:"
2210,2025-02-27 20:21,nice job !
45,2025-02-27 20:21,thank you for building a true Carta fan !
