u,t,m
706,2025-01-07 17:12,"Hey team, can I please get help with adding a team member's Slack handle and calendar link to their Staff user profile for Carta web? Can submit a ticket with the details but just wanted to confirm if Infosec is still the right place. and previously helped with this. Thank you!"
1360,2025-01-07 17:14,"Hey , happy to help. Feel free to DM me the details"
1111,2025-01-08 13:11,"Hey team! We have more and more cases where European Cartans need access to the main (US) instance of Looker and Metabase, e.g. to work with FA data or Salesforce data. With the upcoming GTM system migrations this will only increase. Is it possible to roll out the same process for Looker access for all the European Cartans as well as we have in the US, i.e. automatic view access to Looker and self-service via for explore and access groups."
620,2025-01-08 14:01,"Hello , Thank you for bring this up. do you mind assisting here. I know you've worked on something with Troy before."
769,2025-01-08 16:01,"Hi Team, created a some new django groups for us before he left, could you let me know (or show me how to find them myself) which objects in AuthZ these groups correspond to? Thanks! ``` 10-506 Private Markets: CSM Retention 70-103 Alternative Assets: Services, Support 70-280 Alternative Assets: Services, Implementations 70-506 Alternative Assets: CSM Retention 90-502 Global Captable: Upsell CSM 10-103 Private Markets: Services, Support 70-800 Alternative Assets: Engineering 70-900 Alternative Assets: Product```"
1624,2025-01-08 16:48,<!subteam^S05T4J2UM45|@on_call_iam> not sure on authZ aspect as Im the one that just assigned the permissions. would you happen to know?
1349,2025-01-08 16:53,Hey! let me take a look
1349,2025-01-08 17:07,"Ok, here are the < Groups X AuthZ Mapping> in carta-web. Django groups access are synced with Authz automatically. Let take `10-506 Private Markets: CSM Retention` as an example. It is represented by `private_markets_csm_retention`. In AuthZ we have the `carta_internal_role` entity, so the relations are mapped as `member` of `carta_internal_role:private_markets_csm_retention`. You can search in < for these tuples (see screenshots)"
836,2025-01-08 17:16,"Hello, I just sent in another request to have access to carta web permissions. I need access for the two options in the screen shot."
978,2025-01-08 17:31,hey ! at the moment Looker and Metabase are being assigned to ALL cartans who are onboarded (or at least should be). could i get few names of the individuals so i can check their assignment status for both apps?
1111,2025-01-08 17:34,We've run into issues with any Cartan assigned to a European cost center. Most recent case is . Other names to check where I assume we'd have the same problem: • <mailto:gabriel.emery@carta.com|gabriel.emery@carta.com> • <mailto:sindy.cam@carta.com|sindy.cam@carta.com> • <mailto:marc.ruaix@carta.com|marc.ruaix@carta.com> • <mailto:michael.ford@carta.com|michael.ford@carta.com>
978,2025-01-08 18:03,looks like all the people listed currently have both looker and metabase US instances assigned. do you know if they were having issues logging into the apps? it could also be that they need permissions for requesting access areas
769,2025-01-08 18:05,"Ah, < what> I was looking for. Thanks !"
244,2025-01-08 18:30,Peter Walker approved my Okta request. I don't see the tile even though it was approved and when I visit Tableau Cloud I'm seeing this error. <
1239,2025-01-08 18:35,"Hi Team ! I raised a request yesterday to get admin access to GetFeedback, but I was given non-admin access instead. Could someone help me get the correct admin access? <"
620,2025-01-08 18:41,"Hello , Okta does not manage roles for GetFeedback, permissions are handle from the application side. cc:"
836,2025-01-08 20:15,I was hoping to get an update on these request. I have some cases to work on but I need to have access in order to complete these cases. Thank you!
1239,2025-01-08 21:06,"I need access as a Carta admin user (similar to ), but instead, I was given access as an individual. Is that something you can change for me? <"
1840,2025-01-08 21:12,"please let us know if you can update Vara's access as this is blocking a critical UAT testing , appreciate your help on this ."
836,2025-01-08 21:13,still does not show Total comp on my end
1360,2025-01-08 21:14,the correct permissions were mirrored
1360,2025-01-08 21:14,is there another user profile i can mirror from?
836,2025-01-08 21:33,Pedro Grossi is another one
1840,2025-01-08 21:36,Adding for guidance
1287,2025-01-08 21:42,Can you grant vara an okta tile for <mailto:sfdcadmin@carta.com|sfdcadmin@carta.com> account for getfeedback
620,2025-01-08 21:45,"I can make those changes, but again i'm not the admin of this application. I will need approval from or ."
1840,2025-01-08 21:46,please approve this access update for we need it for VBN testing
779,2025-01-08 21:51,I'm pretty sure I approved it yesterday
620,2025-01-08 21:52,approve the access to the application. Not the change from him using his account to using <mailto:sfdcadmin@carta.com|sfdcadmin@carta.com> account. These are two different things.
1840,2025-01-08 21:55,please approve the update to admin access to Vara's account
779,2025-01-08 21:57,I don't see any notification for this approval
620,2025-01-08 21:58,You can approve the change via Slack here.
620,2025-01-08 21:59,I just need confirmation and then I will perform the changes manually.
779,2025-01-08 22:01,"Yes, approved"
620,2025-01-08 22:02,refresh you Okta homepage and click on the GetFeedback tile again. Please confirm afterwards
1239,2025-01-08 22:04,All set Thank you and
1840,2025-01-08 22:04,Thanks all
325,2025-01-08 22:37,is there anyway we can hop on a zoom to figure this out? This is pretty urgent as AJ is client facing and needs access.
1360,2025-01-08 22:38,ill send a link
1508,2025-01-08 22:53,"should be all set now, sorry for the delay"
836,2025-01-08 23:49,"its still not working, I restarted my laptop and logged in and out"
1508,2025-01-09 00:04,just to make sure: the corp in question has a CTC subscription? What’s the corp ID?
325,2025-01-09 00:11,Yes the company has total comp as part of their subscription. Myself and everyone else on the <!subteam^S02NFU43ZS8|@ctcsupport> can see the total comp section but AJ can't. *Corp ID: 43706*
1508,2025-01-09 00:25,"sorry, this is my bad. i misread the name on the okta request that i approved earlier. the okta request resource we need here is ""Carta Web CTC,"" not ""Carta Staff Add Permissions"""
1508,2025-01-09 00:29,"if you make another request for the CTC resource (see attached), i can grant first thing in the morning (or this evening if you see this)"
325,2025-01-09 00:47,"thank you! AJ did request ""Carta Web CTC"" because explained it needed to be submitted separately . If its not showing up in the system, something else might be wrong because I did see AJ submit the request"
1508,2025-01-09 00:49,"oh wow this is a ""very old"" (dec 18th) request, which is why i didn't see the message from the slack integration"
1508,2025-01-09 00:50,"ok, _now_ AJ should finally have access. sorry about the confusion/back forth here"
325,2025-01-09 00:52,No worries at all! Thanks for the help here! can you confirm first thing if you have access?
1508,2025-01-09 00:53,i'm in ET so should be able to help out if (for some magical reason) it's still not working (but i'm very confident it's working )
440,2025-01-09 02:12,"Hi there, i’ve a new team member who just joined the fund admin team, she has raised access for Carta Web, but still has not received it. Anyone can help with this please? Thank you!"
440,2025-01-09 02:13,you may mimic the access of <mailto:emily.lim@carta.com|emily.lim@carta.com>
1624,2025-01-09 05:14,"looks like your account hasnt been created yet, please click on the carta production okta tile so it will create your account and wait 2 hours or which instructions/guru card are you following to create staff account, it sounds like it may need to be updated, I sincerely apologize regarding this"
1430,2025-01-09 05:48,"Hi Vincent, thanks for assisting. I have clicked on the carta production okta tile however it showed me the below image. Could i trouble you to direct me to the instructions on creating the staff account?"
1624,2025-01-09 05:59,"ok perfect, give it about 1 hour and refresh your screen"
1624,2025-01-09 06:00,"for onboarding, was there any documentation you followed regarding staff account request? were trying to see what the docs are and see if it needs to be updated"
440,2025-01-09 06:02,"Thanks so much Vincent. We usually get our new fund admin joiners to request for access via okta, and then we wait. Our experience for the last few new joiners was this doesn’t seem to get approved till we reach out. I think you’ve helped us twice already Vincent :)"
1624,2025-01-09 06:04,"oh interesting, have them confirm first that they see that screen that sees, the bot normally takes about 1 or 2 hours to auto provision the access. if its still not there after 2 hours thats when you should reach out to us"
440,2025-01-09 06:06,Thanks Vincent! I’ll note this in our onboarding file as the steps to take for our next joiner!
1075,2025-01-09 09:49,This is what was showing up for me (in case that’s useful!)
244,2025-01-09 15:08,Thanks Kevin! I sent an invite for Monday to work on this.
1111,2025-01-09 16:03,"I just tested with Sindy and Gabriel - both see the right Okta tile indeed, but can't enable their user in . I assume this is then up with data-eng though instead of InfoSec, right?"
978,2025-01-09 16:27,That is correct. Best bet would be for assistance
1111,2025-01-09 16:30,Thanks - I'm in contact with the Data Eng team on this
2023,2025-01-09 20:07,"hi team, i’m back from maternity leave and getting access to everything again, i’m in Carta fine, but Adobe I was granted access, but my google authenticator says it is invalid - is there a way to reset this? cc"
1360,2025-01-09 20:11,Hi thanks for reaching out. Please see the guru card below <
577,2025-01-09 20:24,Hi team! Are you able to check Conveyor to see if an NDA was signed by LP Aksia? <mailto:colin.grubensky@aksia.com|colin.grubensky@aksia.com> or <mailto:Jack.Pappas@aksia.com|Jack.Pappas@aksia.com> are the emails I have.
620,2025-01-09 20:25,"Hello , Thank you for your inquiry. is it possible for you to take a look? Thanks!"
1624,2025-01-09 22:20,check out I don't see them in there so they may have not signed
1811,2025-01-09 22:25,I do not see them in Conveyor
1626,2025-01-10 17:52,"Hey team, is a new co-op and didn't get auto-added to the Developers vault in 1Password. Is that a cost center config issue in Okta, ?"
1624,2025-01-10 17:59,may you assist here
134,2025-01-10 18:02,"There's 2 items to Shawna's post - I just added Ryaan to the Developers vault. so that part is done looks like for the last part of the post, Kevin might have more insight. I did see this when I looked up adding Ryaan.... (in the admin console):"
978,2025-01-10 18:53,"hey , the reason that wasn't added to that vault is because the current rule is adding people with jobfamilygroup set to `Data`. Ryaan's jobfamilygroup is `Data Science`. if we need to add all individuals in Data Science to the vault, i can add that"
428,2025-01-13 23:39,"Hi team - My cap table client is asking about we AI we use. I shared the DPA suggested they review the documentation in Conveyor. Though it does not appear we address AI. Do we have answers to the following? 1. How is Carta using AI? 2. Do you have any information about Carta’s use of AI specifically that describes your use case, internal policies on AI usage, and any special legal terms relative to this? 3. Is Carta’s data being used to train Hex’s AI model or is this opted out? 4. Is customer data entered into any AI inputs? 5. Can a customer turn off AI features?"
952,2025-01-13 23:53,"Hi team, I'm getting an error pushing to github. Any ideas? It was working before. cc: ```<mailto:git@github.com|git@github.com>: Permission denied (publickey). fatal: Could not read from remote repository. Please make sure you have the correct access rights and the repository exists.```"
765,2025-01-14 21:17,"Hi Team, I'm trying to get access to certain areas on Looker. I was able to get access to the ""Unclassified"" and ""Corporations"" areas but am still waiting on access for ""Company Financials"", ""Venture Capital"", and ""Uncommon"". Could I get some help? Thanks!"
134,2025-01-14 21:22,"Hi did you request access for: ""Company Financials"", ""Venture Capital"", and ""Uncommon"". in Separate requests?"
765,2025-01-14 21:23,Hey ! Yes I believe so about a month ago and just did again a few minutes ago
765,2025-01-14 21:50,pinging you here in case you missed my earlier slack but it's no rush I don't need it right this moment
134,2025-01-14 22:01,when you go to and post access groups what is the result
765,2025-01-14 22:04,"Access areas for maurice.jakoby: COMMON, UNCLASSIFIED, CORPORATIONS"
134,2025-01-14 22:07,"please post in unfortunately helpdesk is not the admins for Looker. (I just replied with the most common fixes, or searches that you can do, as an end user). Let that team know you --- what you just posted, and indicate you can't access it in Looker, any screenshots regarding that, would be helpful"
765,2025-01-14 22:17,"perfect, thank you!"
118,2025-01-14 22:27,"Hey team! This < was already approved, but I’m still unable to archive/unarchive Carta accounts. Can someone take a look at that?"
620,2025-01-15 13:54,"Hello , Can you try again? If you are getting the same error. Would you happen to know whose permissions we can copy from? cc:"
620,2025-01-15 14:06,"Hello , Thank you for your inquiry. is this something you can look into?"
118,2025-01-15 14:11,Hey ! I’m still unable to archive/unarchive accounts. I would like to mirror ’s permissions.
1360,2025-01-15 14:37,please try now
118,2025-01-15 14:37,It’s working! Thanks !
1811,2025-01-15 18:46,"Carta’s AI/ML use is primarily for Carta’s offerings related to data extraction for documents submitted by clients to Carta (e.g. investment documents, governance documents, etc.). There is no current plan to use this technology in any sort of tool that would display extracted data externally (e.g., a chatbot). In addition, pursuant to Carta’s contracts with third-party vendors, no Carta data will be used to train any public generative AI models. Carta considers these usage rights to be priced into our product offering, and we do not currently have a way to segregate a specific client’s data from this type of use. Carta data is opted out for training Hex’s AI model I’m not sure if the customer can turn off the AI features. This might be a question to go to for. cc:"
696,2025-01-15 18:48,"re: 5, this would be in our product (unrelated to Hex)? might know"
428,2025-01-15 19:45,Thank all! Please let me know if get clarification on the last question.
273,2025-01-15 19:55,I think you need to allow list emails from snipe
134,2025-01-15 20:04,"Hi and Bruno, this has been brought up internally. (agreed)"
273,2025-01-15 20:12,k let me know when it's clear and I'll click the links in the message without getting reported that I'm clicking on a risky email
134,2025-01-15 20:13,when you have some time
1013,2025-01-15 20:25,"There isn’t a single centralized switch to turn off all ML capabilities, as AI/ML is broadly applicable and integrated across various features and workflows (e.g., Document AI, CTC, Val, Cash Rec) and will continue to expand where we see opportunities to solve problems effectively. We can’t really promise not to apply AI to specific areas, since our focus is on solving problems wherever ML makes sense. That said, we always ensure it’s done appropriately—following secure data storage and privacy requirements, and to 's point - having agreements with model providers to prevent them from using our data for their model improvements."
733,2025-01-15 20:30,Hey team! Hope you’re all well. I am returning from a leave period and I no longer have access to the Carta Web system. I have already put up an official request via Okta to get the permission to use the tool. Is there a way for you guys to expedite the process? Please let me know if there’s any information I can provide to assist! Thanks!
134,2025-01-15 20:34,"or , when you have a moment"
428,2025-01-15 20:35,Thanks for the responses. Am I able to share these with the client?
1013,2025-01-15 20:38,"I am confused if these questions are for our Hex usage specifically or for AI at Carta in general. If for AI usage in general, we should consult with legal on the specific language we can share here"
89,2025-01-15 20:40,"This is our approved response to AI questions from customers, so would use this: Carta’s AI/ML use is primarily for Carta’s offerings related to data extraction for documents submitted by clients to Carta (e.g. investment documents, governance documents, etc.). There is no current plan to use this technology in any sort of tool that would display extracted data externally (e.g., a chatbot). In addition, pursuant to Carta’s contracts with third-party vendors, no Carta data will be used to train any public generative AI models. Carta considers these usage rights to be priced into our product offering, and we do not currently have a way to segregate a specific client’s data from this type of use."
90,2025-01-15 20:40,"Michael, please put the comments in GDoc so the team can answer and revise."
978,2025-01-15 20:48,"hey , please give it few minutes and banner will be removed. i added the domain to exemption"
523,2025-01-15 21:07,I need to integrate a new took with Okta - here's the < Integration Questionnaire>. Let me know what else you need! cc
620,2025-01-15 21:13,"What HC3645 needs from us, do I send it over to <mailto:tyler@headcount365.com|tyler@headcount365.com>?"
523,2025-01-15 21:15,Yep that works
620,2025-01-15 21:20,is it possible to add me to the Slack channel with HC365?
1377,2025-01-15 21:24,Yes one moment
1377,2025-01-15 21:24,Just added
1575,2025-01-15 21:44,"Hi team! I’m having trouble logging into my carta account, just got back from mat leave so not sure if there was a change in process!!"
1011,2025-01-15 21:48,Hex is not allowed to use our data to train their model.
1011,2025-01-15 21:48,Are they asking about Hex inputs or AI inputs in general?
90,2025-01-15 21:49,The questions seem imprecise. Maybe we answer with a narrative that clarifies what we are answering? It's like they inverted the word order in Question 3...
1011,2025-01-15 21:53,"To the extent AI would use our customer data for inputs it would only be for a legitimate business interest and not used to train, improve, or enhance an LLM model."
1013,2025-01-15 21:57,"To the extent AI would use our customer data for inputs it would only be for a legitimate business interest and not used to train, improve, or enhance an LLM model. Proposing a small change: To the extent AI would use our customer data for inputs it would only be for a legitimate business interest and not used to train, improve, or enhance _any models of third-party vendors._"
1013,2025-01-15 21:58,We should still reserve the ability to train / improve our own internally built ML models
1013,2025-01-15 21:59,"But we don’t have to explicitly mention that, as it’s similar in nature to improving any piece of our internal software / product using data."
1011,2025-01-15 22:02,I think the language makes sense.
1310,2025-01-15 22:09,"I agree with your revision, too,"
1011,2025-01-15 22:11,Is this Hex specific or AI in general for the other questions?
428,2025-01-15 22:20,I have an open question to the client on this. Awaiting response. I’ll let you know once I hear back
620,2025-01-15 22:32,"Hello , successfully was able to get to HC365 through Okta. I went ahead and added the remaining users. Do we expect user's to request account to this application? If so, We will need to setup a workflow for this process."
1377,2025-01-15 22:35,Up to Ashely but I don’t think it’s necessary since only a few of us are in need of it. It’s not the type of tool that will see many new users
620,2025-01-15 22:44,Sounds good!
523,2025-01-15 22:51,Not necessary now - we can just manually add people. Do we need to add them through Okta and then the tool?
620,2025-01-15 22:56,"You will need to add them to Okta. So an approval process will be needed. According to Steven's response ""We auto provision users as they sign in, as the lowest level user. So you shouldn't have to do anything for new users"""
108,2025-01-15 23:06,"Hey team, are we able to get Yago access before the time he gets logged in tomorrow early morning?"
428,2025-01-16 01:09,They said “both”. Not sure thats really an answer that helps us. Any other clarifying questions that would help us respond?
40,2025-01-16 14:55,"Hi team. I'm not sure if this is the correct channel to post but I'm limited on access at the moment. I am moving over from the VC team to the PE team, but I will continue to have a large VC client and be supporting clients using our Fund Admin services. As of this morning, I am no longer able to access the VC and FA channels. Can someone please assist?"
1360,2025-01-16 15:05,Hi are you referring to Slack channels or functionality within Carta web?
40,2025-01-16 15:06,Slack channels. Sorry if this isnt the right place but I lost access to my usual helpdesk channel
1360,2025-01-16 15:07,tagging the IT team for assistance
1011,2025-01-16 15:22,"I responded to the questions in the Document, and provided the responses here for further question/comment. • How is Carta using AI? *Carta’s AI/ML use is primarily for Carta’s offerings related to data extraction for documents submitted by clients to Carta (e.g. investment documents, governance documents, etc.).* *There is no current plan to use this technology in any sort of tool that would display extracted data externally (e.g., a chatbot). In addition, pursuant to Carta’s contracts with third-party vendors, no Carta data will be used to train any public generative AI models.* *Carta considers these usage rights to be priced into our product offering, and we do not currently have a way to segregate a specific client’s data from this type of use.* • Do you have any information about Carta's use of AI specifically that describes your use case, internal policies on AI usage, and any special legal terms relative to this? *We do not have any formal documentation.* • Is Carta's data being used to train Hex's AI model or is this opted out? *No Carta data is not being used to train Hex’s AI model* • Is customer data entered into any AI inputs? *To the extent AI would use our customer data for inputs it would only be for a legitimate business interest and not used to train, improve, or enhance _any models of third-party vendors._* • Can a customer turn off AI features? *AI is used internally and integrated across various features and workflows. Customer data is not used to train any public generative AI models.*"
428,2025-01-16 17:00,Thank you ! Appreciate your help with this company’s request.
428,2025-01-16 17:00,"More broadly, I assume more AI related security questions will come up more in the future. Have we thought of including some of these type of responses in Conveyor?"
1575,2025-01-16 18:34,"I also noticed I no longer have looker access, box access, or FAX access!"
1575,2025-01-16 18:47,Do we no longer have Productiv?
90,2025-01-16 19:18,"We have but, as you see here, the questions themselves are very odd (and sometimes incomprehensible) thus far. Once they stabilize, sure."
1851,2025-01-16 19:51,"Hi team, as we roll out BoostUp _(new forecasting and sales pipeline management tool that we are implementing)_, we'd like to set up Okta SSO to quickly allow users to sign into the platform after they have created their account. Instructions from BoostUp here: < Could we aim to have this completed by early Feb please?"
1442,2025-01-16 19:54,"hey team, and needs django access to for the exercise reversal flow. There's a ticket opened (number 3706). You can mirror 's permission, plz"
620,2025-01-16 19:56,"Hello , Please fill out this < for us to get started."
1851,2025-01-16 19:56,"will do, thanks!"
1316,2025-01-16 20:12,"Hey friends, is it possible to retrieve S3 object access logs for a file with this url? < I'm trying to find out all access to it since it was created ~11/18/2024 This related to an IDD and is urgent"
620,2025-01-16 20:32,"Hello , Maybe this is something can review?"
978,2025-01-16 20:45,can you take a look on this one? im not sure which index is used for cloudtrail logs im booked at the moment
1316,2025-01-16 20:46,"FWIW, the first bit of the url has been the same since it was created: ```<"
620,2025-01-16 20:49,is this something you can review?
1360,2025-01-16 21:00,just completed
1626,2025-01-16 21:38,cc any idea if someone from SRE can help find this?
2024,2025-01-16 23:58,was able to pull this from Splunk on access to that particular file able to see 12 events between creation to todays date.
1316,2025-01-17 00:18,I'll dig in. Thank you!
962,2025-01-17 17:35,"Hi Team! I'm trying to edit a Looker dashboard that I used to have edit access to - I've already re-enabled my explore capabilities via , but looks like I still can't edit"
134,2025-01-17 18:14,"Hi mind posting that in , they can take a look at your account"
962,2025-01-17 18:25,they fixed it but TY!
134,2025-01-17 18:39,"Wow(that was fast), they referring to the data team?"
1055,2025-01-17 18:50,Help! I have received my invite to GitHub via email. I now need the tile added to my Okta. Thanks!
133,2025-01-17 18:52,Hi you can request access for tiles through Okta with the Blue request button near the top of your apps. It should look like this:
1055,2025-01-17 18:53,GitHub is not available through search
1055,2025-01-17 18:53,I think it's a special case (just like Figma)
133,2025-01-17 18:54,Sorry my bad!
1679,2025-01-17 22:34,"hi team, I'm trying to get access to Carta sandbox, wondering if I can get some assistance with this? the role i'm mirroring is the same as"
1624,2025-01-17 22:34,does it work in prod?
1679,2025-01-17 22:35,I don't think it does
1624,2025-01-17 22:39,"looks like you just clicked on the tile about 3 mins ago, give it about 2 hours for the bot to assign you a permission. check prod after 2 hours to see if you still get that screen. If the screen changes, it takes 48 hours for prod to replicate to sandbox"
1679,2025-01-17 22:41,thank you so much!!
962,2025-01-17 22:55,hahahah yes!
40,2025-01-17 23:07,hi team. I am no longer able to view my clients accounts in Carta. It's telling me I need to break the glass for every one. Can you please assist?
428,2025-01-17 23:12,"Thanks for the help on this! They’ve come back with one more question. Would you like me to add it to the sheet? _We’re glad to see that customer data will not be used to train any public AI models, but what about any private AI models you may have, or are there none?_"
979,2025-01-17 23:12,"Hi team, I'm looking to find a new plug-in or piece of software to replace loom. I've posted here. Is there a better place to get the conversation started and get an approval? <"
134,2025-01-17 23:19,"I'm thinking would be the likely starting point for you,"
979,2025-01-17 23:19,"Already posted in there. Curious about the traffic and level of attention in there, but if there's an SLA happy to move the conversation there."
134,2025-01-17 23:22,There are quite a few steps/depts before an app gets approved/denied
979,2025-01-17 23:22,"Got it, thanks will keep it there"
1009,2025-01-21 14:26,Hi team - do we have a specific policy or guidelines around using a platform other than zoom for client meetings? We sometimes have clients who strongly prefer google meet but I have not been able to find anything in guru that specifies a policy around what we use for video call. Thanks!
620,2025-01-21 14:27,"Hello , Not that I'm aware of, but like me add in case there is a policy."
40,2025-01-21 15:36,Hey would you be able to help me out with getting my client account access restored?
620,2025-01-21 15:43,"Hello , Thanks for you inquiry, unfortunately this is outside of my scope. I can tag some members who might be able to assist. have you guys come across a similar issue?"
40,2025-01-21 15:43,thank you !
1679,2025-01-21 16:04,hello I'm seeing this screen now when I try to go to prod from Okta. Can I please get some assistance with this?
1679,2025-01-21 16:04,This is what I see for sandbox
1811,2025-01-21 16:28,"- The standard has been Zoom. From our understanding with Zoom, there is less security concern."
1624,2025-01-21 18:27,"try now, refresh your screen on both sandbox and prod and press `t`"
1679,2025-01-21 18:48,"thanks so much! I think it's working...this is what i'm seeing for sandbox, is this right?"
1624,2025-01-21 19:07,yes! thats correct
1624,2025-01-21 19:08,<!subteam^S05T4J2UM45|@on_call_iam> can you see why the `marcos bot` didn't assign the permission to ?
935,2025-01-21 19:09,"I’ll bring it to the team, thanks for reporting"
1316,2025-01-21 19:24,Leaking data to logs?
1316,2025-01-21 19:25,"I was looking for something else when I stumbled upon this log entry for cds-prod that appears to have a full customer document in it as part of a SQL insert < I'm not sure who to bring this up with, so I thought I'd start here."
1596,2025-01-21 20:34,Hi team - could we please give <mailto:tes.ongy@carta.com|tes.ongy@carta.com> access to FA Express/FAX? Thanks!
428,2025-01-21 20:41,Can we please review this follow up question? Thanks!
978,2025-01-21 20:43,"thanks for reporting let me check with my team on this to figure out the parties that we need inputs from, and will get back to you"
1011,2025-01-21 20:45,do you know who might have an answer to this- is it ?
1624,2025-01-21 20:54,or do we have someone to look into this
90,2025-01-21 20:59,"Michael, this is a Core customer, right? What services do they buy?"
428,2025-01-21 21:06,"Yes, core cap table • Security Issuances • Reporting • 409A Valuations • Form 3921 • Board Consents"
90,2025-01-21 21:09,Thank you - do you have context for what Core customer's data is used to train any private Carta AI models?
