u,t,m
1346,2025-07-14 15:04,that's a fair point. Will do
1346,2025-07-14 15:39,FYI updating github teams for the the other pod: < carta-ci auto merged it already
1346,2025-07-14 17:46,"Gonna keep it in the same epic for now, tho the ticket is more suited for the Q1 2026 epic which is not created yet"
1244,2025-07-14 19:47,Updating contract of API to fetch witness signature request details: <
1346,2025-07-14 22:29,"Hi team, I updated the onboarding spreadsheets PR to have the newer date formats : <"
1244,2025-07-15 15:09,Hey team! Can I have some on this one? I’m inverting the dependency between `Approver` and `WitnessSignatureRequest` . The reasoning is in the PR description: <
1244,2025-07-15 15:10,"cc , would you mind to take a look at this one? You also proposed this when we were discussing the DB design but wanted to make sure you also agree with the reasons I gave there"
1345,2025-07-15 15:16,"PR to update the WitnessSignatureService to expose a method that links the WitnessSignatureRequests to use the Approver/ApprovalGroup rather than the document_id. Once this is in, I will start on deleting all the code that uses the document_id as the link: <"
1346,2025-07-15 15:21,`notify-review-teams` tag now maps to this channel properly. Just add our team onto your PR then use the tag and it'll look like this
110,2025-07-15 15:34,"Yeah, let me"
110,2025-07-15 15:39,"Nice, I like the indexing reason. Didn't think about it so it makes even more sense now."
1244,2025-07-16 18:47,/ this one just got merged… You’ll likely have to update the PRs you have in flight
1244,2025-07-16 22:29,Can I have one more on this one team?! <
1245,2025-07-17 17:26,< to add witness to approval group on OptionGrant Issuance
1244,2025-07-18 14:39,"Hey team! < PR> is assigning some of the code we created to our ownership. This will not only require our review for code changes but can be leveraged on datadog for specialized alerts, dashboards, etc. Are you aware of any other directories / subdirectories we should we can include to the list?"
1244,2025-07-18 14:40,cc <!subteam^S072EFBU8MQ|@intl-equity-plans-engineers>
1123,2025-07-18 14:44,"I think the only new thing from us would be issuables/asas, but it hasn't been merged yet"
1244,2025-07-18 14:45,Cool. I’ll let you know once this is merged so you can just add that to the list in your PR
1346,2025-07-18 14:54,"hm.. just thinking about the approvals ownership and whether the team now have the business and tech knowledge of it? I think by saying ownership, we are now going to be maintaining it, support future product features, and answer anyone's inquiries on the subject. I did notice the blurb on that line, but just making sure what our commitment levels should be by adding ownership"
1244,2025-07-18 14:54,< same> but for the frontend platform repo
1244,2025-07-18 14:55,", just removed that… can you take a look?"
1346,2025-07-18 14:56,"oh tyty. To be clear I'm not saying we shouldn't own it, just thinking about what expectations we have when we add code ownership"
1346,2025-07-18 14:57,Is the Intl PR tag new?
1244,2025-07-18 14:59,TBH I think it’s old and meant for a different team… but I’ve been using it. Not sure if I should though
1346,2025-07-18 15:02,"I'm cool with using it actually, especially because i think we have a higher proportion of PRs making changes in existing areas than net new and they might not be owned by us. Could be because of my current work specifically tho"
1346,2025-07-18 15:18,gonna ping this again at the op tools channel for their
1245,2025-07-21 12:57,Bumping this up for review
1345,2025-07-21 13:45,Looking for re-reviews on this: < - Update WitnessSignatureService to get witness signature request by security
1245,2025-07-21 20:44,< to update witness FF to utilize corp_ids
1247,2025-07-21 21:24,"Hi team, can I get reviews for PR on SECINT-674 Bulk Update Grant Expiration Dates And Last Date To Exercise < thanks!"
1346,2025-07-22 16:18,PR for Cohort 3 for import template updates: < Mostly focused on investor services importers
1346,2025-07-22 20:30,"Hey team, I got a PR to disable a flaky test <"
1345,2025-07-22 21:07,Refactored witness signature flows to fully replace document_id logic with security_id-based methods: <
1245,2025-07-24 19:04,< to update approval group on Witness creation and Witness Signing (utilizing events)
1245,2025-07-24 19:05,I have some mypy tests to fix but its ready to review
1245,2025-07-24 21:50,"[SECM-3269] - ESR to mark a ""stuck"" share class conversion as failed to unblock a company: <"
1244,2025-07-25 12:18,Added this to the PR but: do we already know how the record got stuck in this state?
1245,2025-07-25 12:27,"No, we tried to figure that out while we were on the bugs / ESR call. I'm considering it a fluke because once I ran the script on sandbox i was able to convert those two securities"
1244,2025-07-25 12:31,ok… let’s keep an eye out case it happens again
1244,2025-07-25 15:24,Hello team! Can I have some on this one? < Two points to highlight: • The PR is 900 lines long but majority of it is just tests; • ~Spoiler alert: There are raw SQL queries~ ~. I have a docstring there with proper context but pls let me know if you disagree with the approach~ abandoned the raw sql approach
1126,2025-07-28 11:24,Can I please get a review on < PR> that adds the backup equity plan model?
1346,2025-07-30 17:55,From the Investor Services PR earlier but now with more tests and importers: <
1345,2025-07-31 21:22,[SECINT-660] Optimization of is_witness_signature_required to no longer depend on WitnessSignatureService. There are further optimizations to be done that I have in a separate PR but just wanted to get this one in first as it would have the most direct impact by getting rid of the witness signature service dependency: <
1245,2025-08-01 12:35,< to create cron job to expire WitnessSignatureRequests
1345,2025-08-01 20:35,Just looking for one more review - <
1245,2025-08-04 13:44,< to update nudge view based on our latest eng designs.
1244,2025-08-05 12:59,Hello team! Can I have another on this one? <
1346,2025-08-05 22:27,"Hey Team, I split this PR up into 4 PRs hoping to get more traction with investor services team to review, tho a quick look by the team is also appreciated : Original but shortened to main changes +1 importer: < wave 2: < wave 3: < wave 4: <"
1247,2025-08-06 15:59,"Hi team, may I have one more review on this < Thanks!"
1244,2025-08-06 16:45,Hey ! Thanks a lot for this one! Big improvement over what we have rn. I made a few more suggestions but let me know if any of them is too confusing or if you disagree
1245,2025-08-06 20:11,"Hey team, can I get some eyes on these new event consumers? < Im going to build a box to make sure everything works as expected, getting inconsistent results locally"
1247,2025-08-06 20:37,Thank you for the helpful suggestion! I have address them. Would you mind taking another look when you have a moment? Thanks!
1245,2025-08-06 20:52,"Small < to remove using ""Witness"" twice in Approval Group"
1244,2025-08-07 14:17,Hey Abi! I suggested we kill the methods we’re not using anymore but looks good I see had a question about atomic transactions… was that discussed over slack?
2002,2025-08-07 14:27,"Hey , it wasn't discussed, but I wanted to get your opinion on it. My question is about the three separate database writes. I'm concerned that if the final write fails, the first two might not roll back, which could lead to data inconsistency. I could be mistaken about the writes happening in different transactions, or maybe a simple retry would be enough to fix it. Is this something we should be concerned about?"
1244,2025-08-07 14:37,"When we use nested `transaction.atomic()` blocks, the lower one just join the upper one. so if any failure happens everything is still rolled back. The only case where that doesn’t happen is if we handle the exception explicitly. Example: ```@transaction.atomic def outer_block(): model_a = MyModel.objects.create(...) try: with transaction_atomic(): model_b = MyModel.objects.create(...) model_c = MyModel.objects.create(...) except Exception: pass``` If I’m not mistaken, in this example if something bad happens when creating `model_c` , `model_b` would be reverted but `model_a` would still be created. But I can find the ref on the docs to share… 1 sec"
1244,2025-08-07 14:39,For completeness: ```@transaction.atomic def outer_block(): model_a = MyModel.objects.create(...) try: with transaction_atomic(): model_b = MyModel.objects.create(...) model_c = MyModel.objects.create(...) except Exception: pass model_d = MyModel.objects.create(...)``` if something bad happens when creating `model_d` then everything is rolled back.
1244,2025-08-07 14:40,Here is the doc ref: <
2002,2025-08-07 14:42,"Thanks, Leo! I just asked because `bulk_add_witnesses_to_approval_groups_and_create_requests` doesn't have an `@atomic` annotation itself, but maybe another function or layer that calls this method has it"
1244,2025-08-07 14:44,"Ah! Sorry. I see your point. We usually assume the entrypoint of the operation is handling atomicity (so service entrypoint, views, etc) but let me check how is this being handled in this case."
1244,2025-08-07 14:45,< It’s being applied in the service entrypoint
2002,2025-08-07 14:48,"Thanks so much! That occurred to me while I was reading some PRs to get more familiar with the project, and i wanted to check for future reference"
1244,2025-08-07 14:49,For sure! Always feel free to ask
1346,2025-08-07 16:17,i think the mypy error might be blocking
1244,2025-08-08 12:53,"Hello team! This one is preventing witness signature if the security is canceled, terminated, etc: <"
1244,2025-08-08 19:07,"Hey team, this is just a quality-of-life improvement. Our test suite is taking to long to run and this will cut in half the runtime of the most expensive test file: <"
1345,2025-08-08 20:09,"Some minor tweaks on the WitnessSignatureService 1) We don't need corporation_id or portfolio_id to retrieve security data if we're requiring the security_id, removing them simplifies the query a bit 2) Tried to move the explicit OptionGrant query logic over to one consistent place: <"
1244,2025-08-12 15:10,Hello team! Can I have some on this one? It adds a `issuer_id` filter to the endpoint responsible for returning requests by portfolio: <
2002,2025-08-12 19:15,Hello team! Could I get a review on this PR? It removes the `SECINT_330_FILLABLE_TEMPLATE_DOC_SET_FILTER_FIX` FF <
1346,2025-08-12 20:01,tweaks from QA feedback
2002,2025-08-12 20:33,Here's another small PR that removes the `SECINT_561_REGENERATION_BUG_FIX` FF <
1126,2025-08-13 13:05,Can I please get a review on <
1244,2025-08-13 19:35,Hey folks! Tiny one to show witness’ emails for staff users in the security modal: <
1244,2025-08-14 17:22,Hey folks! The refactor I mentioned earlier is ready for review: <
1346,2025-08-14 22:38,"Hey team, i have a PR for bulk update form of option grant agreements < This is modified from a previous script to handle the given input file better and a few other things"
1245,2025-08-14 22:44,WitnessSignature FF < I had laying around
1346,2025-08-14 23:03,got a box to test the functionality on: <
1247,2025-08-15 12:36,"Hi team, can I get reviews for the PR for [SECINT-718] Update the attach document staff tool to incorporate witness signature: < Thanks!"
1247,2025-08-15 12:42,Quick demo of attaching document with witness signature
1346,2025-08-15 19:49,Wondering if I can get some views for this script PR? We pushed the deadline to Monday (Tuesday in client's time) due to weekend + timezones and we want to at least show this on sandbox.carta.team. <
1346,2025-08-16 01:01,"Hey Team, follow-up to the above PR to remove some typehints <"
1346,2025-08-16 01:02,"Never have i thought that adding typehints to the autorun constants results in them not being read, therefore the job will skip the script entirely but says that it's successful"
1126,2025-08-18 12:29,"Hey team, can I please get a 2nd review on <"
1244,2025-08-20 15:57,Hello team! This is the PR replacing JWT with UUID: < Thanks for the help with tests and pr details
1126,2025-08-31 10:07,Can I please get another review on < PR>? Thanks
1126,2025-09-01 13:47,Can I please get another review on < PR>? Thanks
1244,2025-09-02 12:15,Good morning team! The doc for < spike> is ready for : <
1126,2025-09-02 14:12,I'll take a look first thing tomorrow morning!
1244,2025-09-02 16:03,A data model migration ready for review: <
1126,2025-09-03 04:54,"Looks great to me, very straightforward. Great job"
1245,2025-09-03 21:09,I think it makes sense and I agree with the approach
1244,2025-09-04 15:18,"Hello team! Can I have your on < It’s adding the `Secondary options signatory` to the settings page (for non-us companies). Also, I’m adding a service method to centralize the logic to show/hide jurisdiction-based features."
1247,2025-09-04 18:58,"It seems like this PR is set to merge into < instead of master, was this intentional?"
1244,2025-09-04 19:06,"Yup. it depends on those changes and, if I based on master, it would show diff from both prs… once I merge 820 I can point it to master"
1244,2025-09-05 14:43,Hey team! Moved to < PR> some code from my last PR that don’t need to be blocked by the DB column. Can I have some ?
1244,2025-09-05 14:43,cc / you have already looked at this in the other pr
2002,2025-09-05 14:48,"Thanks! It's going to help us a lot. However, claude noticed that the feature flag definition is missing"
1244,2025-09-05 14:49,ah good catch… addressing
1247,2025-09-05 14:54,looks good! Thank you for splitting out the FF helper
1244,2025-09-05 15:44,"Just merged this one. If you need to validate against this project’s FF or need to check if some feature needs to be enable for a given corp, pls update your branch."
1244,2025-09-05 21:19,Hey team! This one is unifying the code used by the views responsible for signing grants. Just so we have a single place to make our changes: <
1126,2025-09-09 10:23,bump please
1247,2025-09-10 17:11,"Thank you team for the comments! I have addressed them, and just bumping the PR"
1244,2025-09-11 13:26,Hello team! Simple FF removal: <
278,2025-09-11 13:26,Did you vibe code it
1244,2025-09-11 13:27,Hahaha best vibe coding application?!
278,2025-09-11 13:30,It was the topic of the vibe coding session. You can even create a `/remove-ff` command to do it
1244,2025-09-11 13:32,ah nice! I missed that session. Do you know if it was recorded?
2002,2025-09-11 13:37,This is from the session we had: <
1126,2025-09-11 13:43,"hey team, can I please get another review on <"
1245,2025-09-11 17:37,small PR to remove subscription requirement for fillable template: <
1245,2025-09-11 18:39,FF removal PR: <
1126,2025-09-12 04:57,Can I please get some reviews on: • < • <
1247,2025-09-12 13:08,"Bump, may I have eyes on the requested changes please, thanks! cc."
1126,2025-09-15 10:26,< - can I please get a review on this? it's already been approved but I had to re-open the PR due to so many merge conflicts
1126,2025-09-15 10:27,< - and this as well please!
1244,2025-09-15 14:58,Tiny one improving some language: <
1245,2025-09-16 14:17,PR to add secondary signer to approval group on option issuance: <
1244,2025-09-16 20:21,"Hey team, a quick fix for a bug I found while testing: <"
1126,2025-09-17 04:40,Can I please get one more review on <
2002,2025-09-18 12:37,"Hey team, a quick fix for a bug: <"
1247,2025-09-18 17:51,"Hi team, can I get reviews for the PRs for *[SECINT-825] Raise an error when the user selects one of the secondary signatory variables but have not yet provided one*, thanks! *carta-web:* < *carta-frontend-platform:* <"
1246,2025-09-18 20:15,Hey team can I get some reviews here: <
1126,2025-09-22 12:25,"had to recreate the < PR> which has been sitting there since last Wednesday, can someone please take a look? thank you"
1246,2025-09-22 16:36,I updated the PR with feature flag logic if you could take another look still waiting for CW staff access to make the ff in flipper
1245,2025-09-22 16:45,ah ok good to know. I can go into flipper and add your FF there.
1245,2025-09-22 16:46,"also, whenever you create a new FF, we try to create a ticket for removal. Can you do that as well? Similar to this, the description can be as simple as ""Remove SECINT_779_US_FILLABLE_TEMPLATES feature flag"""
1246,2025-09-22 16:47,"Yes I'll do that, thanks for adding the ff for me"
1245,2025-09-22 16:48,FF created in flipper
1246,2025-09-22 16:54,Made the < ticket>
1245,2025-09-23 15:00,do you mind checking this out?
1244,2025-09-23 18:02,"Hello team, can I have your on < one>? It turns adding the secondary signatory to the approval group synchronous"
1245,2025-09-24 15:36,PR to add composite fillable template variables (variables with extra meta data): <
1247,2025-09-24 15:55,"Hi team, can I get review for the *carta-web* PR for [SECINT-825] Raise an error when the user selects one of the secondary signatory variables but have not yet provided one, thanks! *carta-web:* < *carta-frontend-platform:* <"
1246,2025-09-25 18:22,"Hey team, can I get some on this PR <"
1126,2025-09-26 13:27,"Hey team, I just created my first PR in the protobuf registry repo - < It should be fairly straightforward, but if I missed anything, please let me know (cc )"
1246,2025-09-29 15:37,"Hey team, bumping this if you could take a look , I addressed your comments"
1245,2025-09-29 15:37,yup will check it out now. Thanks
1126,2025-09-30 10:37,"Can I please get a review on < (cc I would need a db one too anyway, if you have some time please )"
1244,2025-09-30 13:22,"hey ! Just so I better understand the plan for this: Is the FE going to have two different sizes for vars? one for `is_composite=False` and another if `is_composite=True`? If so, I’m wondering if would it be too much effort to return the height / width of the block. The idea being, as the format of that content is dictated by the BE, I thought the size of the block could/should also be defined by it (as one is related to the other). So if the formatting change we only need to change one place. Does it make sense?"
1244,2025-09-30 13:31,I believe this table isn’t as busy as options’ one was but I guess safer is better… haha Are you going to ping Muru and/or Brian to help you with that?
1245,2025-09-30 13:45,"Yes that is the plan, the size of the box would be dependent on if is_composite is True of False. Since we only have two potential sizes, I thought to speed things up we just go with this approach, and if we get to the point we have many sizes then we could enhance the endpoint to specify a size."
1244,2025-09-30 16:10,Hey! That’s fair. just wanted to make sure we were doing an intentional trade off decision: effort to have versatility vs tech debit that will delay us a bit as we have more variables. If we did then I’m onboard.
1126,2025-10-01 09:33,"actually, now that it's ready to be merged, I was thinking - looking at the data, indeed the option draft sets is muuuch smaller and much less accessed than option grants. it shouldn't pose any issues. considering that I'll need the SRE team to run the migrations for option grants anyway, in order to speed it up, should I just merge it?"
1247,2025-10-01 14:14,updated the < box>
1244,2025-10-01 16:06,"not sure if I get it. In addition to this migration do you also have another one for options that will require SRE? If not and this is the only one. Since you already have it ready for a after hours release, I’d ask what Muru or Brian think. If they are good with this being a regular migration I’d just update it to have the regular django migration (w/o raw sql)."
1246,2025-10-06 16:14,< here's the PR to update your FE work
1244,2025-10-07 16:18,"Sorry Abi… I didn’t notice we had brought this one to the sprint. I was planning on doing an analysis on the actual need of this one before moving forward. Discussing it with now I feel like we’re better off without this. My thought process: • It’s not clear to me why we have this for other options in the first place. It feels like at some point we didn’t know where the source of a bug was (causing options to be missing approvers) and used this step to fix it; • This operation will be somewhat expensive for little return, given most of the options in the app won’t need secondary signatory and we’ll loop through all of them (for a given corp), try to fetch fillable templates and analise the vars to understand if there’s something to fix or not; • There’s a chance that the final result is also surprising to customers as it’s not very intuitive that changing the signatory will fix such a data issue. So I’d suggest we kill this w/o merging. What do you think?"
1244,2025-10-07 17:01,Small one to adjust which regions will get the double signature stuff: <
2002,2025-10-07 17:26,"Hey team, can I get a review here please: < It's a really small pr that adds the emi/csop feature flag result to one of our endpoints to be used on the FE"
1245,2025-10-07 17:53,"For double signatures do we only care about the country of incorporation to determine the feature use? More specifically, this isn't a situation that if a employee is located in one of these regions the feature should be enabled?"
686,2025-10-07 17:56,"I'd say that the double-signature or witness requirements originate from company law, so the relevant factor is the company’s jurisdiction, not the location of the individual employees / option holders"
1247,2025-10-07 18:21,Thank you for clarifying Leo! Yes I think your thoughts make sense. I tested on my local and it seems like the users will very unlikely hit this edge case. I could close the ticket and PR
1244,2025-10-07 18:27,Thanks for checking Abi. Were you able to reproduce that condition without messing with the DB?
1247,2025-10-07 18:28,Nope I wasn't able to make it happen with normal UI operations
1126,2025-10-08 10:22,"hey team, can I please get some reviews on < it's the segmentation logic for EMI/CSOP grants. thanks a lot!"
1246,2025-10-08 19:50,Hey team can I get a review please < it's for refactoring composite variables to be more extensible
1246,2025-10-08 19:50,cc I believe you two had a conversation about this work
1245,2025-10-08 20:24,will check this out in a bit
1245,2025-10-08 20:24,well probably the morning unless I finish my reviews earlier tonight
1245,2025-10-09 15:02,small PR to update the size of signature hash / date: <
1126,2025-10-10 13:14,"Hey team, can I please get some reviews on <"
1246,2025-10-10 14:02,Hey team can I get a review here < adding an initialization api to fillable templates so the frontend can receive feature flags
1126,2025-10-13 11:34,"Hey team, can I please get some reviews on < Thanks!"
1247,2025-10-14 19:37,"Updated < box,> bump"
1126,2025-10-16 10:19,"hey guys, can I please get a review on < thanks"
1246,2025-10-20 13:59,Hey team can I get some reviews here please: < < It's for adding ESOP option types to the issue equity modal
1247,2025-10-21 18:52,"Hi team, short PR to pass country information to simple issuance flow (for ""SECINT-961 Remove stakeholder relationship copy for INTL corps"" and some other relevant FE tickets in epic < <"
1247,2025-10-21 18:54,Thanks for providing the information
2002,2025-10-21 20:27,"Hi team, can I get some revies here: < It’s a pretty short PR to adjust a few things on the modal"
1126,2025-10-22 10:53,Can I please get some reviews on < and < Thank you
1126,2025-10-22 13:34,"< - if you guys can take a look, thank you! (cc , , ) a simple rename so the name is a bit clearer"
1246,2025-10-22 17:49,I addressed your comments if you could take another look
1246,2025-10-22 18:37,"I also pushed SECINT-962 to this branch, it now has all the copy changes for INTL corps"
1247,2025-10-23 15:53,"Hi team, 1 line change to pass so_type data to simple issuance draft set < thanks!"
278,2025-10-23 16:13,Let it be known that I said so before Claude aha <
110,2025-10-23 16:49,And that I'm the last one _*AFTER*_ everybody else: <
1246,2025-10-23 16:51,"Bump on the frontend PR, backend one is merged"
2002,2025-10-23 17:47,"Hi team, can i please get some reviews on this PR: < I just renamed two emi_spreadsheet columns"
1245,2025-10-23 18:26,How are we added these new files? Are we using git LFS?
1245,2025-10-23 18:27,I cant remember if this is a requirement or not. Been a long time since I updated / added spreadsheets
2002,2025-10-23 18:35,"I believe we are not using LFS for this file. Looking at .gitattributes, LFS is only configured for: • eshares/onboarding/importer_template_v2*.xlsx • static/lib/eshares/example_importer_template_v2*.xlsx the draft importer spreadsheets in static/lib/eshares/draft_importer/ use regular git"
1245,2025-10-23 18:36,"alright cool, thanks for checking. I remember running into issues with this in the past, probably was for the importer template then"
2002,2025-10-23 18:40,Anytime! Thanks for pointing this out
1244,2025-10-24 16:48,Hey folks! A two liner to (explicitly) disable money movement for migrated corps (cc ) <
1126,2025-10-28 11:13,"hey guys, can I please get some reviews on <"
1247,2025-10-28 15:45,"Hi team, quick fix for a missing field in frontend tests for Secint-970: <"
1246,2025-10-29 13:57,"I made some more changes here, could you take another look please"
1247,2025-10-29 15:09,"Hi team, cam I please get reviews on PR for SECINT-958 Adapt static spreadsheets for Australian ESOP customers <"
2002,2025-10-30 14:44,"Bump I have your approvals on this PR, but I’ve changed the logic quite a bit. Mind giving it another look? I’ll ping Cody as well"
1246,2025-10-31 17:22,Hey team! Small PR to change the FF sent to simple issuance <
1126,2025-11-04 09:57,"Hey team, can I please get some reviews on <"
2002,2025-11-04 13:59,"Bump could you take another look at the PR? I updated it to reuse the frontend logic, so the spreadsheet builds dynamically based on the SO type"
2002,2025-11-04 20:32,"Hey team, could you please review this PR adding HMRC columns to the onboarding spreadsheets: <"
1247,2025-11-05 19:07,"Hi team, may I please get reviews for PRs for *[SECINT-952] Adapt UI spreadsheet for Australian ESOP customers*: • frontend: < • backend: <"
1246,2025-11-06 15:15,"Heads up I merged my frontend PR for esop simple issuance, might have some conflicts with the openapi specs"
1246,2025-11-06 16:46,Bump added updated the logic to show federal exemption field for US stakeholders and Australian option types
2002,2025-11-06 19:52,"Hey team, could I please get reviews on < I need another PR to be merged first, but the implementation is ready for review"
1126,2025-11-07 13:06,< - can I please get a review here? thanks
1245,2025-11-07 13:11,"sorry about that, I reviewed it the other day but didn't hit approve"
1247,2025-11-07 16:08,"Adding a backend PR to apply per-row currency validation (useful when draft set is ""any"" type) <"
1126,2025-11-10 11:40,"hey team, can I please get another review on <"
1244,2025-11-10 12:53,Small one creating a FF: <
1244,2025-11-10 13:14,Another tiny one for intl’ feature resolver: <
1244,2025-11-10 13:55,Fixing a flaky test causing the other two PRs to get stuck: <
1126,2025-11-10 13:57,< - I have the same flaky test blocking all releases fixed in my PR as well
1126,2025-11-10 13:57,but please let me know if you manage to merge yours first so I can revert mine and rebase master
1244,2025-11-10 13:58,haha sure. case your’s go first I just close this one
1244,2025-11-10 14:14,Just merged
1126,2025-11-10 14:14,"wohohooo I'll merge with master, thanks Leo"
1247,2025-11-10 15:00,"Merged the backend validation, bumping frontend <"
1126,2025-11-10 15:49,"hey team, can I please get another review on < (cc , , ) thank you!"
2002,2025-11-11 18:45,"Hi team, PRs to add the new ESS filling card: *BE:* < *FE:* <"
1246,2025-11-12 21:20,Hey team can I get some reviews here < it's an export script for CE UK valuations
1247,2025-11-12 21:21,started a new PR that merges into <
1244,2025-11-13 12:38,For some reason I couldn’t get this branch to pass an unrelated test Had to create a new one: < Would you folks mind to give it a review again?
1245,2025-11-13 16:28,small PR to enable US fillable templates to ~50% of the population <
2002,2025-11-13 18:56,"Hey team, can I get some reviews here < adding the ABN field to the company settings page"
1247,2025-11-13 20:05,"Hi team, can I get reviews on < [SECINT-987] Add support_reference_id and support_reference_type to AssetValue proto (UK Valuation), thanks!"
1246,2025-11-14 15:13,Hey team can I get a review here < hiding federal exemption dropdown for non-US/AUS stakeholders
1126,2025-11-14 15:31,< - can I please get a review here?
2002,2025-11-14 20:12,"Hey team, can I get a review here < locking currency field for Australian and UK SO types"
1126,2025-11-17 11:58,< - can I please get some reviews on this PR?
1126,2025-11-18 09:29,< - can I please get some reviews here?
1246,2025-11-18 14:35,Hey team can I get a review here < skeleton layout for UK valuations
1245,2025-11-18 17:38,small PR to remove dead code <
1246,2025-11-19 18:21,"Hey team, can I get a review here < initial implementation for recent valuations"
1245,2025-11-20 12:48,~PR to do gradual rollout for US fillable templates < (doing a different approach than Modular math)~ Will do an ESR
1244,2025-11-20 12:58,I think we only need to run this once via script… I think flipper takes care of everything once the bucketer is created
1245,2025-11-20 12:59,"oh ok. I'll do an ESR, thanks"
1244,2025-11-20 12:59,A few examples: <
1245,2025-11-20 13:24,Small PR to update code ownership on projects within `/issuers` directory owned by Securities team (Fillable Templates as an example) <
1245,2025-11-20 15:17,Script to enable gradual rollout for US fillable template <
1246,2025-11-20 17:28,I addressed your comments if you can take another look
1247,2025-11-20 19:44,"Hi team, can I get reviews on < super small change to add NON_CARTA Report Type"
1244,2025-11-20 19:57,Adding new permission action for int’l vals: <
1247,2025-11-20 21:17,"Hi team, can I get a review for the corresponding CW update to add NON_CARTA report type enum: < thank you!"
1246,2025-11-20 23:32,Hey team can I get some reviews here < import script for UK valuations
1126,2025-11-24 11:04,can I please get another review on < thanks!
1246,2025-11-24 13:31,"could you take a look please whenever you have some time, thanks!"
1126,2025-11-24 13:41,absolutely!
1126,2025-11-24 13:54,"< - and i have another one please, thank you"
249,2025-11-24 21:17,"I have a question regarding this PR you put up: < It appears that the importer runs into an < >because the exported data for the `companies` has the shape `""incentive_pool_available"": ""37424.0""` which throws an error because you can't cast that as `int()`. Is it okay if I change this to `Option[Decimal]` in < since it looks like you are < it into decimal for the option grant calculations anyway?> Just want to double check to ensure you didn't plan to use it anywhere else."
1126,2025-11-25 10:54,"absolutely, sounds good to me"
695,2025-11-25 13:29,"I ran into something similar before, to solve it I cast to Decimal first and then int. So something like `int(Decimal(value))`"
1126,2025-11-28 11:26,"hey team, can I please get some reviews on < and < thanks!"
249,2025-11-28 14:16,"Hi team, may I get some on these small PRs for Capdesk. They are to include acceptance data for option grants and convertibles to the corresponding migration script. • Option Grants: < • Convertibles: <"
1246,2025-12-02 20:28,"Hey team, tiny PR adding valuations to the full export script in capdesk <"
1245,2025-12-04 16:09,small ticket to add new feature flag and feature flag util: <
1245,2025-12-04 19:32,PR to skip flaky test <
2002,2025-12-05 13:45,bump! One more review
1245,2025-12-05 16:47,PR for adding backend service layer for manual UK valuations: <
