u,t,m
571,2025-01-29 01:05,"So this is weird, locally I didn't notice this error at first since it still compiled successfully:"
571,2025-01-29 01:09,"So a couple of maybe interesting lines from running yarn build locally, like: ```[ Module Federation Dev Server ] Error Unable to compile federated types, Error: Failed to generate type declaration.``` and ```Error in mf:generateTypes processAssets hook: Error: ENOENT: no such file or directory, open '/Users/greg.roche/src/llc-ui/apps/account/build/@mf-types.zip'``` but it still ends up compiling"
571,2025-01-29 01:10,Will continue to dig deeper tomorrow
568,2025-01-29 01:12,`tapable/lib/HookCodeFactory.js` from a quick google search implies an incompatible webpack plugin
568,2025-01-29 01:15,"odd… why is `koa` part of the lockfile? let's debug tomorrow edit: it's coming from `""@module-federation/dts-plugin@0.8.8""`"
1632,2025-01-29 16:02,"Having the same issue in compensation-frontend. Same error code. Error: Failed to generate type declaration. #TYPE-001 args: {""cmd"":""npx tsc --project /Users/ather.qureshi/Projects/compensation-frontend/node_modules/.federation/tsconfig.579b545feb4b55f74f0b011fc916b786.json""} < Also unable to build, can't resolve the paths of the exposes modules Honestly what I've been doing is comparing the webpack pipeline to carta-web and frontend-platform, and seeing differences."
568,2025-01-29 16:07,Greg and I will try to disable all the webpack plugins loaders. maybe this is what pushes us to use `dev-client-tools`
1632,2025-01-29 16:29,"Yeah I think that's best approach, there are a lot of diffs. Try disabling type generation in the MFPlugin. I don't think we need to generate types for the federated apps. ```dts: { generateTypes: false }```"
571,2025-01-29 19:08,"Thanks Ather! This seems to work locally, will push it up and see what happens in CI here shortly"
1632,2025-01-29 19:25,"this does disable the type feature in module federation, but I think this is how we do things right now, we don't interact with a module being exposed other than if we need to send distinct props."
1632,2025-01-29 19:28,"Just wanted to give a update! • We have updated webpack across all repos that use module federation • we are halfway through updating module federation to 2.0 - carta-web/frontend-platform are done, trying to get through fund-admin, ctc, llc-ui this week • Once we we do these two things, then we should be able to start upgrading individual remote modules • I will set up a meeting one we have an example of that^"
571,2025-01-29 19:41,"So CI is still failing even with that change, we're increasing the resource class to see if it's an out of memory issue"
1632,2025-01-29 21:17,"Let me know how it goes. I got CTC working! Going to go to fund-admin next, and then if you're still stuck I'll head to llc"
571,2025-01-29 21:44,Got it working! The issue was a plugin used by axios??? ¯\_(ツ)_/¯
571,2025-01-29 21:45,"For posterity, running the build locally logged this error: ```ERROR in ../../node_modules/axios/lib/utils.js 698:42-49 Module not found: Error: Can't resolve 'process/browser'```"
568,2025-01-29 21:45,the most annoying part is that i couldn't get a useful error message until running `yarn build --progress`
1632,2025-01-29 21:51,The fix for CTC was also odd: <
1632,2025-01-29 21:51,"I had to add entry: './src/index.tsx', and remove the .tsx from the exposes federated files"
571,2025-01-29 22:01,"I was also able to keep the generated types, seems to work even without dts: false"
571,2025-01-29 22:52,Deployed to prod! Everything looks good so far
1632,2025-01-30 21:07,Could I get some help reviewing this PR to use MF 2.0 in compensation? <
1632,2025-01-30 21:32,Thank you!
1632,2025-01-30 21:32,Can I get one stamp from your end
1632,2025-02-03 16:07,"Hey, I'm updating webpack in fund admin to use module federation 2.0, there's a test box in the PR and it's backwards compatible. Could I get a review from fund admin frontend platform? This is needed for the react upgrade <"
1632,2025-02-03 16:08,Could you take a look ! thanks
1632,2025-02-06 19:35,"Hey quick update! • MF 2 Upgrade is almost done! All Host Apps are now publishing assets compatible with MF2 • < is ready to update our fars component loader to use MF 2 to load assets remotely, hoping to merge by the end of this week, and upgrade the dependency across host apps. • I am upgrading all remote packages in frontend platform so their latest versions have the MF2 Assets"
1632,2025-02-11 21:24,"Hey, could I get some help testing this PR out. This updates our loaders to use MF 2 to lazily load modules. < Here's the testbox, running release regression right now on it: <"
568,2025-02-11 22:33,can you re-deploy with llc-services enabled? `LLC_CORE_ENABLED` and leave all fields blank cc
1632,2025-02-11 23:16,Redeploying! <
1632,2025-02-12 01:53,"Note that this is just the loader. I've already updated all host apps to use mf2 when publishing assets. You can still use a lower version of fep bootstrap and it will work fine. Backwards compatible. However, when we start doing react upgrades, y'all will need the new loader. So I'll be updating fep bootstrap everywhere"
1632,2025-02-13 22:27,Published the library update and added a retry plugin. < Running e2e tests
1632,2025-02-14 19:41,"Looks good^ Merging that next Monday. Could I get some help in updating fep-bootstrap in llc-ui, want to do something like this: < < Not urgent! just want to pivot now to upgrading an app to react 17"
1632,2025-02-18 16:36,"Hello • I've updated fep-bootstrap to use Module Federation 2.0's runtime functions to load our assets • I'm now updating fep-bootstrap in all our host apps, essentially changing how our FARSComponent's works underneath the hood • Note that we already upgraded host apps to also create MF2 assets at build time • There are some changes in how only a few modules are referenced, had to make some slight changes, and these are annotated in affected PRs Joint Testbox: < Regression Run: < Report: < Carta-web: < Need someone from IS: Fund-admin: < Need someone from Fund-admin frontend platform CTC: < Need someone CTC: LLC-UI, I've enabled llc-core on the test box, we can upgrade fep-bootstrap shortly."
1632,2025-02-19 17:24,"Carta-web and CTC are merged. Could I get a fund admin frontend platform engineer to do a quick review, and look around the text box. Regression test results are also there. This is essentially updating how fars components are being loaded under the hood. <"
1632,2025-02-20 17:28,"Hey, due to issues with loading some outdated assets in carta-web, I'm rollbacking the mf 2 loader update in fund-admin and carta-web <"
1632,2025-02-20 17:28,carta-web has already been rollbacked. Could I get a on the revert
568,2025-02-20 17:49,"do we know the root cause yet, or still investigating?"
1632,2025-02-20 17:54,"This was a preemptive rollback. The reason why apps were not loading in carta-web, was because some fep packages were not deployed to latest, and did not have the MF 2 assets with them. I don't believe fund-admin would have this problem since they have CD, but we are just being cautious"
1632,2025-02-27 16:38,"Hey, today at 2:15pm EST, we will be presenting this project at R&D Review, here are the slides: <"
1632,2025-02-27 16:40,"Also, next Monday, we are going to attempt to do the MF2 Loader update again, we will be doing testing with the QA team in the test environment. CTC was already upgraded. Hopefully this will release in tuesday's release. carta-web: < fund-admin: < llc-ui: <"
1632,2025-02-27 16:41,Do you know how to get the LLC-UI changes in my shared test box. I enabled llc-core. Is it something I need to do on the devtool itself?
568,2025-02-27 16:43,"No, but we have a different way of generating an LLC account. Just a minute"
1632,2025-02-27 16:44,Here's the box: <
571,2025-02-27 16:46,"I can create an account! For future reference, you can create an account using the ""t"" staff tool - llc section - create demo account - I typically use the evergreen preset"
571,2025-02-27 16:52,Here's the account: <
1632,2025-02-27 19:19,"React Upgrade Presentation at RD Review if you wanna check in: < *Google Workspace* *< Calendar - Easier Time Management, Appointments Scheduling>* Learn how Google Calendar helps you stay on top of your plans - at home, at work and everywhere in between."
509,2025-02-28 21:16,"Hey team, what's the expected timeline for _""Part 1:Update all Host and remote Apps to use Module Federation 2.0""_ as described < I'm on <#GDK2LKSCR|> and we're building indirect ownership, as part of that, we're looking to use this new library < Flow> that requires React 17."
1632,2025-02-28 21:19,"MF 2.0 should be out tuesday next week. However, React 17 working in adapter mode is proving to be difficult, I would say mid to end of march before we have a system in place to allow remote apps in carta-frontend-platform to start using react 17"
509,2025-02-28 21:22,"That sounds good, thanks for the estimation"
1632,2025-03-03 17:29,"Hey, for fund-admin, we are rereleasing fund-admin with MF 2.0. We did not find any < with QA>, PR is the same as last < <"
1021,2025-03-03 18:00,regression thread is awesome thanks for including. Im at an offsite so cant do regression but it looks good
1250,2025-03-03 18:08,"forgot 1 question in our mtg: will an FEP stakeholder also be present to watch/debug the regression test run in CW alongside and . if not assigned, can we please also have someone from the owning changes team be present"
1632,2025-03-03 18:10,"I'm here, and will be watching it."
1250,2025-03-03 18:10,awesome thank you Ather!
1632,2025-03-03 21:17,"This will go out a day after carta-web release, which should be tomorrow."
1632,2025-03-04 19:26,"Release looks normal today :hopefully, so going to try this today."
574,2025-03-05 15:06,"Hey team, were there changes to the test environment yesterday? Just checking because we started to see < test failures ~6:13pm> yesterday for a FARS component, and the < and failures are the same> as what we saw during the MF 2 rollout incident a couple weeks ago. FWIW we’re no longer seeing the issue, but wanted to flag. cc"
1632,2025-03-05 15:42,Does this page use an init api provider?
574,2025-03-05 15:52,I don't think it does
1632,2025-03-05 15:55,"Last night we updated shared test just to do a full regression suite on the changes. At 11pm, it reverted back to normal master which explains why it went back to working at 11pm EST. < ^ we have this test box, it has llc-core enabled: ie. these pods are running ```frn-3389-llc-core-5cfd7c7cd6-krqhc frn-3389-llc-core-db-0 frn-3389-llc-outbox-source-56768f6d57-xmzln frn-3389-llc-staff-api-77454fbbd8-kfs4t frn-3389-llc-staff-api-77454fbbd8-sfvkc frn-3389-llc-staff-frontend-644f578854-kh5bq frn-3389-llc-staff-frontend-644f578854-s76dj ``` Could we reproduce the error in here to debug. My hunch is that we have to merge this, the components need to get updated with latest fep bootstrap <"
1632,2025-03-05 15:58,"is the draft-issuance FARS Components loaded into carta-web? Could we test that the updated version from this PR works on this test box. We saw something similar last time, where we had to update remote components in frontend platform to their latest version (the one that had latest fep-boostrap when we update fep-bootstrap inside of carta-web."
574,2025-03-05 16:01,reproduced on this page: < clicking the `Add documents` should pop open a modal (FARS component)
1632,2025-03-05 16:09,Is there a way I can get the fars components from this PR to load there using the dev tools <
574,2025-03-05 16:11,you should be able to do it via devtools. I'm testing using your branch as well
1632,2025-03-05 16:11,I think I'm stuck behind BTG
1632,2025-03-05 16:15,"sorry I'm a bit lost in UI trying to get there Trying to follow steps in allure test, I was able to BTG."
574,2025-03-05 16:16,"but after your BTG, you should be able to access this url <"
1632,2025-03-05 16:17,"I can access thanks! Was about to set up zoom, but that link worked"
1632,2025-03-05 16:18,"actually let's still zoom, I think we can quickly find the type error or console error"
574,2025-03-05 16:18,"okay sound good, I actually wanted to ask about nesting FARS components as well"
568,2025-03-05 16:29,llc-ui release pipeline: <
1632,2025-03-05 16:30,Thanks for jumping on! So steps 1. Merge LLC-UI PR< 2. Double check now this page works with jairu's box (without carta-web MF changes): 3. Double check this page works with my box (with carta-web MF changes): app.frn-3389.test.carta.rocks
568,2025-03-05 16:34,revert PR @ < if anything goes wrong
574,2025-03-05 16:36,we should hold off deploying to higher envs until we test this right ?
568,2025-03-05 16:37,it's automated up to demo sandbox but i'm ok killing deploy early
1632,2025-03-05 16:38,Should be able run < tests towards the boxes quickly. Put like workers at least 4.
574,2025-03-05 16:38,"the tests will run as a part of our CI pipeline, so should be fine to skip heimdall run"
574,2025-03-05 16:39,it's automated up to demo sandbox but i'm ok killing deploy early sorry should have clarified deploying to prod
568,2025-03-05 16:41,"prod deployment is still on manual approval IIRC, but that it will eventually be fully automated"
568,2025-03-05 16:46,changes are in shared test. doing some quick manual checks. manual check looks good
1632,2025-03-05 16:56,"Nice, and how does it look here: <"
574,2025-03-05 16:59,"looks good in ^ test box, tested the modal and a few other pages"
1632,2025-03-05 17:01,"Thanks folks, your fars components have MF2 now."
568,2025-03-05 17:01,checking magni failure…
574,2025-03-05 17:03,Thanks for helping debug !
574,2025-03-05 17:04,I think the test failure is a flakey part of test <
574,2025-03-05 17:06,opening the documents modal is still covered in `tests.llc.test_draft_issuance.DraftInterestIssuanceTest#test_draft_interest_issuance` / `Creates MIU draft issuance without issuing`
1632,2025-03-06 20:00,"Hey, just giving a heads up. We are having trouble updating fund-admin and carta-web to use MF2 Loaders, this is pushing the timeline back trying to do this safely."
1632,2025-03-06 20:01,Still aiming for end of March.
1033,2025-03-07 01:31,"Hi folks. I spent some time with today to help create this architecture diagram that gives a better view into where the team is at. The diagram highlights that many host apps *also export and import remote modules between themselves*. The idea that frontend monorepo hosts all the remote apps, which are slotted into the host apps like carta-web / fund-admin is not entirely accurate. We have applications that are both host apps and also remote applications themselves. This has been adding complexity to testing since we are testing the connections between each remote app and host app under heterogeneous conditions (aka different permutations of V1 and V2 module loading). We have successfully migrated some of the smaller / less risky repositories with the intended webpack loader updates: CTC, LLC, and frontend-monorepo (the diagram has a green check around these repositories). We are troubleshooting the latest issue which is a cyclic dependency between Carta-Web and Fund-Admin in vc-money-movement. Once we reach a satisfactory conclusion, we will migrate Carta-Web and Fund-Admin. Let us know if you have questions."
568,2025-03-07 16:06,does that mean we (`llc-ui`) can remove the MF v1 configs from webpack? i think the current setup of dual-building MF v1 & v2 adds a good amount of compilation time
1632,2025-03-07 16:10,You mean just removing the exposed entries that do not have ./ In front? Yeah go for it.
568,2025-03-07 18:13,"heads up , we may need to bump module-federation to 0.8.11+ < fix(bridge-react): the bridge-react package was failing when used with React 16/17 due to missing react-dom/client module preferring v0.9.0+ because of a high-severity security patch for `koa` transitive dependency < • is getting flagged in `llc-ui` but not sure why it's marked as resolved in FEP monorepo cc"
1632,2025-03-07 18:16,"Thanks, might be the reason why this wasn't working: < We should be able to bump freely, it's minor and patch versions"
1632,2025-03-12 18:40,"• Just FYI, we going to try to update carta-web and fund-admin together soon. Requires a downtime release • There is a < plugin > that will let you see diagnostic information and how modules are loading into a certain page (should work on LLC, CTC, and Monorepo Apps that load other Apps) • You can also do overrides here to point towards local or other CDN mf-manifests, eventually replacing the need for dev tools (still use dev-tools for now)"
509,2025-03-14 15:32,"Hey Ather, just following up - are we still on track for end of March?"
1632,2025-03-14 15:42,"I'll know more next week, where we attempt to get MF2 in again, and bridge mode POC was blocked by this: <"
419,2025-03-14 16:53,"Hi Team, Is there a rollout plan for the upgrade? I am FA EM on call next week, and trying to get ahead of any large changes we pushing through the FA deploy pipeline."
1632,2025-03-14 16:59,"• We are planning to release the < update> to just carta-web next monday • These were the tests that failed in the release regression when we updated shared test last Tuesday: < • We verified the broken VC Money movement < is passing> in a namespace deploy test box with just carta-web updated after a fix • Can't reproduce any errors on pages that have the cyclic dependency locally or on the < box> ie. slack < • Will merge sunday night, and have revert ready after reviewing results from regression tests that run 6AM EST monday. (We are in a DM with QA and Infra folks)"
1632,2025-03-14 17:03,FA we are planning to update after this goes successful.
419,2025-03-14 17:10,Got it. Tysm! When is FA scheduled? FA senior engineers and leadership is at an offsite week of 3/24.
1632,2025-03-14 17:16,"FA is smaller update, we are hoping to do after monday's carta-web release if all goes to plan. We tested carta-web with fund-admin together thoroughly. <"
568,2025-03-14 17:35,(We are in a DM with QA and Infra folks) should we have a deployment channel + announce in ?
1632,2025-03-14 17:36,Going to go in
1632,2025-03-14 17:37,Will post after regression suite looks good.
1035,2025-03-15 15:12,did the regression suite run last night?
1035,2025-03-15 15:13,"In case you are not aware, there’s a github actions compromise that just got surfaced late last night. And we had to revoke/rotate all keys GitHub actions has access to. There are high chances of some cicd workflows broken on Monday"
1035,2025-03-15 15:14,Let us please wait to have full confidence that cicd/test flows are fully recovered before we merge the CW change into master
1035,2025-03-15 15:15,FYI. This security issue is possibly goingto be disruptive to cicd and releases on Monday. We are working through remediation over the weekend
1632,2025-03-16 23:02,"Oops, I merged it. I was aiming for sunday night. Ie. right now. so it would run tonight and I can look at results monday 6am, and revert if need be OR post announcement and proceed."
1632,2025-03-16 23:04,< -- Revert. I'll get reviews monday asap.
1632,2025-03-17 15:34,"posed in DM as well, but I'm watching for any failures, and manually checking as well. I have manually dmed folks for revert approvals."
1035,2025-03-17 20:16,Thanks Ather. Are both CW and FA MF upgrade PRs now deployed in prod?
1632,2025-03-17 20:18,"Yes, they are both in."
1035,2025-03-17 22:43,Have we seen any issues since the deploys?
1632,2025-03-17 22:58,"No, release regression ran this morning in test and was green, I went through all the tests. Release went through. Waited an hour till 3pm. Then updated fund admin, their regression tests passed, no issues, and then it was in FA at 4pm EST. I merged in a change to add retries soon after it will be next release, we saw some errors (handful of them) when loading assets, but this is normal and happened in MF1 too. Retries should cover all bases."
1632,2025-03-17 22:59,"< Here's that thread, and PR is merged."
1035,2025-03-17 23:04,Amazing. thank you.
504,2025-03-18 13:46,Looks like it's all quiet since yesterday release! You did it
568,2025-03-18 15:10,merging in 2 minutes this cleanup of v1 MF bundles in llc-ui <
568,2025-03-18 17:02,did you deploy changes to weekly sandbox?
568,2025-03-18 17:03,asking because < will revert MF v1 deletion in llc-ui
1632,2025-03-18 17:03,That environment is only updated once a week right?
568,2025-03-18 17:06,"i think so, but wondering why yesterday's sandbox FE deployment didn't pick up changes after deploying to S3 revert < merged"
1632,2025-03-18 17:10,I think weekly sandbox is still at MF1
568,2025-03-18 17:11,does weekly-sandbox pin the FE to a specific commit?
1632,2025-03-18 17:12,"Yeah it doesn't have MF2, and MF1 still needs the old exposes config (without the ""./""))"
1632,2025-03-18 17:18,"I don't think so. Nothing on dev tools, and it's pulling MANIFEST.js, which points toward whatever version is latest. Sales boxes + fund admin pin to specific versions."
568,2025-03-18 17:19,"odd… regular sandbox is fine, as is production"
568,2025-03-18 17:19,will try again next week
1632,2025-03-18 17:21,We will do the same thing
524,2025-03-19 01:55,Amazing! Awesome work done here
1632,2025-03-20 20:42,"Hey, so trying to load a react 17 app into react 16 works now with bridge, BUT as soon as I try to load an ink component into the app, I get errors. Wanted to build a minimum example to reproduce this. Could you take a look at this? < < I tried updating styled components but still get an error"
509,2025-03-21 15:55,"Looks like the MF2 went smoothly , are we on the 3rd phase where each remote app can upgrade to React 17 and have it be bridged into 16?"
1632,2025-03-21 15:57,"No, there are libraries that are breaking when updating to 17 like ink."
509,2025-03-21 16:02,"Sounds good, do you have a rough estimate? I want to level set expectations for the project we're working on."
1632,2025-03-21 16:42,Is it possible to use another library? I don't know what the effort is getting ink to be backwards compatible with 17 and 16. Too many unknowns here
509,2025-03-27 17:06,"_Is it possible to use another library?_ We looked at a few other options prior to choosing this one. Tomorrow I'm going to spike < earlier version> of the library that supports React 16. If that doesn't work, we can reinvestigate alternative libraries. _I don't know what the effort is getting ink to be backwards compatible with 17 and 16. Too many unknowns here_ I see. Were there any new findings or progress this week related to this?"
1632,2025-03-28 15:50,We were able to load ink if it's updated to react 17. Apps may need to have to bring in their own version of ink when loading. Doing some more testing
1632,2025-04-01 16:25,"*A quick status update on this project* 1. Module Federation is out on most repositories, some are being updated right now (carta-login) 2. I've removed entries that use MF1 syntax for < and < yesterday a. ie. making sure entries start with ""./"" 3. We have local carta-web working with flipper on react 17 and host + other FARS apps with React 16 a. However, our test box is breaking when trying to load flipper and we are debugging why b. PRs: < and < c. We are trying to get this working ASAP"
1632,2025-04-03 20:20,"We successfully got flipper to load with react 17.0.2 into carta-web, while other FARS apps and the host was using React 16.11.0 < • S/O to for pairing with me the last two days, both of us were deep into in MF 2 release changes and source code to figure this out • We still have to clean up the code here (for fep-bootstrap) + extensive testing but remote apps should be able to just enable bridge, upgrade react and use it in their app (we will have an example) • Likely will run into more issues a long the way, but this POC shows that this stuff works and we didn't waste our time updating webpack and MF"
568,2025-04-03 21:22,what was the issue/solution?
1632,2025-04-03 21:31,"Multiple issues, MF 2.0 is pretty cutting edge at the moment so even within minor version changes, functionality is changing and docs aren't great. 1. Carlton introduced a fix to make bridge work with our react version, that was in this < so we had to update to that version for MF as well 2. There were other changes in that release, namely this < that changes the default settings for the webpack plugin, had to find the < settings> to do what what we were doing on 0.8* 3. our import of react-bridge was loading a cjs module, the line fixed < 4. We were using the runtime plugin to dynamically load modules in fep-bootstrap (implicitly it was ""connecting"" to the federation runtime that webpack build plugin was making), somewhere in 0.8 - 0.11, that stopped working, this < was made that let's us access the mf runtime that webpack makes at build time I would suggest pinning your minor version at least!"
568,2025-04-03 21:50,that is indeed a lot of changes! i'm always annoyed that semver `0.x` means every version is potentially breaking. It's such a cop out
568,2025-04-03 21:54,", it sounds like Ather & Carlton has found a path for react-17. Either of you available to try it out in `llc-ui`? for context, Ather: Patrick & Ian are looking into `react-flow` for visualizing ownership graphs, but the latest version needs React >= 17: < If your solution works for LLC, then we can avoid pinning to an older version"
