u,t,m
930,2025-01-30 20:56,", if a company enables SSO on their account, can users still be added manually for the people page? If so, then the gap I mentioned _could_ exist for the customer."
101,2025-01-31 21:48,once SSO is enabled then new users must also be SSO. so the gap can't widen
273,2025-02-11 17:46,"Hi team, I hope you're doing well. I have an admin that asked the following question and I would like to ask if you have a suggested response I can send? ""I am reaching out to inquire about how to access Carta's API for the purpose of pulling reports. Specifically, the ""Equity Plan Granted"" report. I would appreciate it if you could provide me with the necessary documentation or instructions on how to get started. We already searched on the documentation (< but couldn't set up the credentials to test the connection"""
93,2025-02-11 17:51,"Rudy, can you share more details about who, precisely, is asking and what customer they are associated with?"
273,2025-02-11 18:04,"Yes, the admin's name is Gustavo Pantiga with email <mailto:gustavo.pantiga@unico.io|gustavo.pantiga@unico.io> asking for Enterprise company < Technologies Ltd>"
89,2025-02-11 18:07,"Hi team, < ticket> was raised on behalf of Equitybee. This is likely caused by the fact that the grant’s base award type remains ISO in security platform, even after a disqualification. In the API reports we record ISO disqualification date. Is this something that goes through here too? Would Equitybee be able to use the API to record exercises correctly in this case, considering these grants are now NSOs for what matters?"
273,2025-02-11 21:08,Is there anything else I can provide ?
93,2025-02-11 21:12,"Will tag in for the overall answer, just wanted to contextualize it"
928,2025-02-11 21:31,i think we grant access and see if they can self-serve
933,2025-02-11 21:35,I don’t think we can get them that report though?
928,2025-02-11 21:36,there may be a workaround depending on the contents
933,2025-02-11 21:37,"I guess if by Equity Plan Granted they just want a list of all securities, they can get that from the api"
273,2025-02-11 22:50,Thank you all. In this case is there a response you suggest or some guidance I can provide?
114,2025-02-12 01:52,Hi could you please loop me into your thread with the customer? I can share details regarding the data available and access to our test environment if they are interested in proceeding.
273,2025-02-12 14:34,Will do . Thank you!
40,2025-02-19 19:37,"Hi team, are there any plans to integrate with Gusto for payroll? AIX is very interested if this is something we can accommodate. Thanks!"
102,2025-02-19 20:44,Why do they need HRIS integration?
107,2025-02-19 20:51,Random but it looks like their website is blocked by our security policy:
40,2025-02-19 21:07,"Hi , for them to see details from payroll to their management company verses it coming through a a bulk transaction. cc: if I'm missing anything."
873,2025-02-19 21:07,"we have a doc on this, let me grab"
873,2025-02-19 21:30,how journals work - <
873,2025-02-19 21:31,going to rewrite this but some stub pieces of sww here; < Tl;dr the largest expense for management companies is staff
934,2025-02-19 21:54,"Yeah in a nutshell there are 2 cash transactions to Gusto that are ""Net Pay"" and ""Taxes"" which on the bulk of management companies we just book to ""Payroll"" and ""Payroll Taxes"". However that's not really accurate. Employee contributions to their health insurance and 401k should technically be in that ""Payroll"" bucket. Only the Employer cost of health insurance and 401k matching etc should be in Employee benefits/401k expense at the management company level. And the employee tax withholdings should be included in Payroll as well. The ""Payroll tax"" account should only be the employer's portion of the taxes. So we basically lose a bunch of the actual payroll detail by just booking it according to the 2 cash payments to Gusto every pay cycle"
873,2025-02-19 21:57,so it def seems like that would have implications for tax and budgeting; wondering about impact from other angles
40,2025-02-21 19:23,Thanks and . Would it make sense to share with the client that we don't currently have integration with Gusto but we're looking into the possibility?
271,2025-02-25 15:00,"Morning Team -- I recently had a cap table customer ask me if we have any plans to build an integration with a ""close management"" system like BlackLine or FloQast to pull journal entries out of Financial Reporting and into those systems. This is the first customer who has ever raised this kind of question to me and I don't see any mention of these systems in historical slack threads. But wanted to check here to see if it's ever been surfaced before and if we have any existing convos going on with accounting systems of that nature? Thanks in advance for any info you can share!"
93,2025-02-25 17:41,"Hi Jim, those 2 services are not currently on the roadmap afaik. Suggest you connect with Product leads for the service this customer is buying as I'm sure they would love to understand more about their use case and whether we have alternatives today that they can leverage and/or factor in for future development."
271,2025-02-25 18:39,Understood - thank you I'll connect with the relevant product folks to share this use case
935,2025-02-25 18:52,Hi team - does anyone know the answer to < I think they have Issuer API.
930,2025-02-25 19:19,"There is an endpoint to get a single draft option grant today: < This is really only useful as the retrieval mechanism for draft option grants created by another endpoint: < The plan was always to expand these endpoints to include endpoints for retrieving lists of draft option grant *sets* and lists of draft option grants within those sets. Similarly, we could expand to other security types"
935,2025-02-25 19:20,Thanks Tyler. Mind if I add you to the thread in case they have more questions?
102,2025-02-25 23:41,have you heard about FiRe customers asking to feed FiRe output to accounting/ERP systems? FiRe generates a few journal entries. I think it's pretty quick quick to enter them in an ERP? I don't think an integration adds a lot of value.
283,2025-02-25 23:53,"Yes we have! I will say that it is a bit more complicated than inputing the Journal entries that we provide (SBC is split up by cost center and divvied up between COGS and OpEx - happy to dive all that jargon sometime if you want), as later stage companies need to map this their VERY specific set ups. But the fact that their systems (mostly this would be netsuite) are so customized, would likely make it really hard to build something simple that would work without a lot of customer by customer customization."
102,2025-02-26 00:06,"Thanks Jaron. Following our product principle of building for the 80% and catching the rest 20% with human service, I feel like we should rely on customer's accountants to manually book the JEs. Even if we do consider building this, I think we'd first tackle adding value with accounting/ERP integrations - most companies have ERPs. Close management software seems niche."
271,2025-02-26 14:10,"Thank you for the helpful context and I completely understand that reasoning . I don't think this was a pressing need for the customer, he was more just asking out of curiosity to see if we supported that kind of data flow. I can set expectations that it's not something we currently support nor is it likely to be on our roadmap in the near term."
936,2025-02-26 19:59,"Hi team, current FA client Matterscale Ventures are interested in learning more about our API. I don't have more details beyond this email, are we open to setting up a call w/ them?"
928,2025-02-26 20:27,we can probably just give them access. Maybe a support call to help them orient
114,2025-02-26 20:32,"Yes I am happy to provide access since they are a customer, mind looping me into your existing thread? I will share support resources for any questions they may have and happy to get on a call if needed to give them more direction/context"
936,2025-02-26 20:35,"great will do, thanks!"
481,2025-02-27 20:21,"Hey, team! Good afternoon! I have an admin for Vention Inc. saying that a Carta Sales manager recommended us *Slice Global* as partner of Carta to assist them managing equity for Non-US employees of foreign subsidiaries of their company. I've found some threads in Slack that do mention this partnership as upcoming but I figure this integration is still in its very early stages - as in nothing solid workflow wise to advise the costumer about right now. Could you confirm if there is anything I can share with this admin right now?"
93,2025-02-27 20:22,"Vinicius, do you know who recommend it specifically?"
481,2025-02-27 20:24,"Hi, Natasa. The admin did not disclose the name of this Carta Sales manager."
114,2025-02-27 20:27,"It's correct that Slice is in development with an integration using our Issuer API, but it's still quite early and the partnership will have to go through internal approvals so I'm not sure that we can share much just yet beyond the fact that they are looking to pull in employee equity holdings from Carta"
93,2025-02-27 20:31,Is this a current customer who is asking? Maybe ship them over to their CSM for further discovery/follow up
481,2025-02-27 20:37,"Thank you and ! And yes, it's a current, recently onboarded costumer. I'll follow those routes, thanks!"
754,2025-03-03 09:46,"Hi team, we have an enterprise customer on BambooHR that has equity information (eg number of options etc) saved on BambooHR. Hence they would like to have the information flow directly from BambooHR to Carta. Ideally, they want to use this to complete the draft issue workflow on Carta. Would this be possible? Or, are they any other API methods to complete this workflow? Thank you!"
114,2025-03-03 14:12,"Hi we do have an HRIS integration in Carta with BambooHR, adding from the HRIS team. We also have an API that would allow the customer to draft options on Carta, but the API would need to be integrated directly in the customer’s own system vs Bamboo"
754,2025-03-04 10:42,"Thanks for getting back to me, yes the customer is already integrated with us via Bamboo"
754,2025-03-04 10:43,They have data saved on Bamboo that they want to use API to draft and issue options on Carta - could you share more about how they can do this? The customer is quite technical so any additional information will be helpful. Thank you!
114,2025-03-04 15:58,would you be able to setup a 15-20 min call with the client so we could better understand the exact experience they are looking for?
754,2025-03-05 05:31,"Thanks for offering Annette, I'll reach out for availabilities keeping in mind the timezones! I'll reach out when I've a sense of this."
754,2025-03-05 05:43,FYI this same customer is also asking these questions - I'll look to compile a full list of questions before the scheduled call to keep things efficient. Thank you! <
754,2025-03-05 10:07,"Consolidated the asks here and shared a block for 8.30am SGT Friday - let me know if it works for you and I can proceed to block this out with the client. Thank you for your help on this! 1. Automating BambooHR-equity --> Carta-equity to draft and issue options on Carta based on fields saved in Bamboo 2. Customer wants the below - Bamboo custom fields: Division, Entity, Level Bamboo fields: manager information and employee job level To be imported into Carta so that the Finance team doesn't need to do mapping of the data separately and outside Carta. Ideally, this is done via API but the Carta team has confirmed this is not possible and only doable via SFTP. From my understanding, the finance team will be using the Financial Reporting > SBC Expense Report. Previously we confirmed the Tranches tab within the report will have the < property>, country, and cost center that they can filter by. To validate if via SFTP we are updating the custom properties that will be seen on the SBC Expense Report > Tranches tab. I have tried this on < crab demo> but the custom property 'age' does not seem to show up on Tranches. 3. More information needed on using SFTP: Carta to drop BambooHR data files? Or does Airwallex need to setup a corresponding SFTP site, and for the data to transfer from Airwallex SFTP to Carta SFTP?"
114,2025-03-06 01:51,"Hi thank you for sharing the consolidated questions and apologies for the delayed response. I'm afraid since the questions are centered around the HRIS integration and SFTP I won't be the best person to advise on these questions. Perhaps someone in the thread you linked could help in those discussions. I would however be able to speak to our Draft Options API which could be used by the customer if that's of interest, let me know! Want to make sure we make the best use of the time"
764,2025-03-06 02:05,"Hi , thanks for your message! Let's keep our Friday morning (SGT) meeting with the client as they are still interested in the draft options API and for the other questions, I'll confirm with another team!"
121,2025-03-10 18:19,"Hi team, I have a customer that needs help with Rippling integration as their equity from Carta doesn't show up. Salesforce case is 02264868 and < is their portfolio link>."
93,2025-03-10 18:23,"Fernando, can you give more details on the request for those of us without Carta Web access?"
121,2025-03-10 19:05,"Hi , the company is < Technologies, Inc.> They have two ISOs, both vesting, outstanding and with no options exercised. They also said they tried updating their primary email to match the one on Rippling, but with no success, and that other employees ran into the same issue. Please let me know if there's any further information I can provide."
114,2025-03-10 19:20,Hi I looked at the case the company in Carta and I see that this particular stakeholder has the email Portfolio email of <mailto:rvinluan@24-m.com|rvinluan@24-m.com> associated with their account. I wonder if it's an issue related to how the company did the employee/stakeholder matching within Rippling during the integration.
93,2025-03-10 19:25,"Fernando, is the end user/stakeholder inquiring or this is a question from 24M Technologies, Inc. administrator?"
121,2025-03-10 19:45,"This is a stakeholder, they are not listed as an admin on the company's end. Also, the primary email is different from the one provided - it is <mailto:rschneider@24-m.com|rschneider@24-m.com>"
93,2025-03-10 19:49,"Ah, Fernando, we do not answer individual shareholder questions about API integrations - please forward this to the company administrator if they want to update contact information."
89,2025-03-11 20:54,can you help us with this? I believe this one fell through the cracks. Thanks!
114,2025-03-11 20:55,Yes apologies will look into it
114,2025-03-11 20:56,can you please share the contact for who at equitybee initiated the request?
89,2025-03-11 21:00,"correct me if I’m wrong, but I believe it was <mailto:carta-api@equitybee.com|carta-api@equitybee.com> (Kim Belassen), company admin."
937,2025-03-11 21:04,thats right!
121,2025-03-11 21:19,"Hi , I hope you're doing well. They just looped in an administrator from 24M Technologies, Inc., who said we should proceed with this request. They also sent this information provided by Rippling support in their previous email thread: We're currently not receiving the equity data from Carta for your user account associated with <mailto:rschneider@24-m.com|rschneider@24-m.com>. I recommend creating a support thread with the Carta team and CCing <mailto:support@rippling.com|support@rippling.com>. This collaborative approach will help us work with the Carta team to identify and resolve the root cause. I don't know if this is of any relevance, but the Rippling support case is #02966009"
93,2025-03-11 21:25,do you know who is best positioned to drive this with Rippling? We can use the existing Rippling channel for the comms
114,2025-03-12 20:32,Thanks we've struggled to get a support POC from Rippling but will try one of our existing channels and see how far we can get
93,2025-03-12 20:36,"I've nudged them to let us know when they reviewed and we can support. I've no sense of timelines and I would not be surprised if they are a little peeved, so may slow-roll this review to some degree."
268,2025-03-13 18:21,"Hi team! My account, Applied Intuition, reached out with the following concerns: ""The Applied Intuition team has had a Carta API production token enabled for almost a year now, but today we observed that many of the endpoints we're calling are being blocked by 403 Forbidden responses, even though the prod token specifies the correct permissions in the scopes (there's been no change to the token ever since creatio). Specifically, we're trying to list stakeholders, option grants, and RSU grants, but each endpoint runs into the same`Access to resource denied (MISSING_INTERNAL_PERMISSION)` error. I've attached a screenshot below of our prod token + the scopes we have, as well as the response. This is blocking multiple workflows and causing many downstream errors -- could you please take a look and help resolve?"" They have also included the <mailto:api-support@carta.com|api-support@carta.com> email alias. Would appreciate any guidance here!"
114,2025-03-13 18:28,"Hi thanks for reaching out, I saw the support ticket this morning and responded to Michael Wan suggesting some potential causes on the customer's side"
268,2025-03-13 18:52,"Hi - Michael just sent another email to me: ""Thank you! Any expedition of the process would be greatly appreciated, since we're quite blocked right now :)"" Have you already responded to him? Asking because I don't see it on my side unless I got left out."
114,2025-03-13 20:53,"We seem to have identified the issue, I’ll respond!"
937,2025-03-18 20:21,"hey team, equitybee asked the following: • Could you shed more light about the logic behind these fields? • What would indicate that options were converted and what amounts? For the second question, i believe the answer is that there’s not an exact amount to look for. Simply if there are any values entered for disqualificationDate and both for isoQuantity and nsoQuantity for a same grant, it means it is an ISO/NSO disqualification. But about the first question could you assist with a reply to them?"
834,2025-03-25 19:32,"Hi team - Vine Capital (FA client) is working with an outside firm to build some tools for them internally, and were hoping to learn more about our API ecosytem to see if they could pull some of their data out of Carta. Is there someone that I could connect with the client to explore this further?"
928,2025-03-25 19:52,Can share < and ask if they want a call with me
834,2025-03-25 19:58,thanks wes
121,2025-03-26 18:36,"Hi, I've received an update from Rippling and they say that they're not receiving equity data for Renee's Carta account (<mailto:rschneider@24-m.com|rschneider@24-m.com>), and asked us to verify if everything is properly set up on our end. Renee mentioned that the issue is being addressed for other employees, but her account still needs to be reviewed on our end. Please let me know if there's any further information I can provide."
114,2025-03-26 18:42,Hi could you please connect me with your contact at Rippling?
121,2025-03-26 18:46,Hey I'm speaking with them in an email thread created from the Salesforce case. Should I loop you in?
114,2025-03-26 18:47,"Yes that works, thank you!"
857,2025-04-04 14:50,hi team! do we have an API that would solve for this? CC:
114,2025-04-04 15:02,Hi can you confirm what type of financials they are looking for exactly? We currently only have an API that can retrieve a list of cash balances for a given firm and fund.
857,2025-04-04 16:03,hmm do you have more information on the financials?
938,2025-04-04 16:05,We complete the fund's financials for SemperVirens (managed by Sequoia Capital) but certain interests will roll up into the Sequoia Capital financials that are generated out of NetSuite
114,2025-04-04 16:30,That doesn't sound like something we can solve for via API today
935,2025-04-09 20:37,"hi team, wanted to flag a question that Sequoia raised <"
930,2025-04-09 20:40,We are going to look into their call history and make sure they aren't doing anything silly and then will respond.
102,2025-04-14 15:57,"Ah fund financial, maybe for DWH cc"
606,2025-04-14 16:21,"100% should be DWH in the future, not our focus near term though"
114,2025-04-14 16:26,Yes we've had a few firms express interest in financials including Imaginary VC Foresite so it's on the roadmap
214,2025-04-14 21:14,"Hey , Mercury Fund (a large client with us) has also requested integration with CRM software such as Affinity to be able to export LP contacts. This would fix them being able to export contacts to be able to reach out LP's using Carta's contacts, and without having to send repeat investors multiple LP's. Is this something that is on the roadmap? Prior discussion < If the Data Warehouse solves this, that is great too!"
114,2025-04-15 12:22,"Hi the Data Warehouse does indeed solve this! We have a table that shows firmwide LPs, contact info, contributions, distributions, etc and can be filtered by LP/fund as well as exported via excel or csv"
214,2025-04-15 15:17,"Awesome! It looks like I have you invited to talk with Mercury next week, we should definitely highlight this! cc"
930,2025-04-15 15:39,"Sequoia is making tens of thousands of calls to get CTC data for some issuers with CTC subscriptions. < is a Metabase query showing the companies Sequoia is getting CTC data from, bucketed by number of successful requests made each hour and filtered so that the number of requests is greater than one.> For example, for issuer ID `377243`, they made 63,040 requests that returned OK responses over four hours (see screenshot). Does this sounds right in terms of the number of combinations of inputs available through the API"
930,2025-04-15 15:40,", not sure if you can help answer the above or pull in someone else that can assess whether this makes sense"
270,2025-04-15 18:22,"Hi team - I have an enterprise customer, < who gave me a request during a business review: _""Kat is looking for a reliable, automated way to pull accurate, real-time vesting data from Carta into Google Sheets or Excel. The current reports are often inaccurate (in their eyes)—double-counting exercised options or missing key vesting details (especially for double-trigger RSUs)—which forces her to manually review and sanitize every report._ _Ideally, she'd use Carta’s API to create a live connection that updates automatically, so her team can model comp data internally while keeping Carta as the source of truth. She’s tried resolving these issues through support in the past without success, so she’s hoping for a more sustainable solution via API integration.""_ Let me know if I can help them here!"
928,2025-04-15 18:29,Yup they can use our Issuer API < to accomplish that If you connect them with we can grant them access
270,2025-04-15 18:31,"This is amazing! let me know next steps if you want me to add you to an email, etc. they are an at-risk account so this is a big win. Thank you Wes!"
114,2025-04-15 18:41,ues please loop me in via email!
270,2025-04-15 18:41,woohoo thank you!
939,2025-04-15 19:31,"at first glance, that sounds high, but i suppose not impossible if they really are iterating over all/most of the possible options; we definitely have a bunch of knobs to turn < do you know if that's what they mean by ""generating their dataset"" for each customer? sorry to say, i don't know much about sequoia's usage of CTC. i'll see if anyone else on the team knows more (most that would are probably OOO atm), and i'll also look to see if i can get a sense of what some of their requests look like."
93,2025-04-15 19:35,Curious why they are pulling so much data...
93,2025-04-15 19:35,"My understanding is that they were supposed to generate these benchmarks on request vs. pulling all our data out, but I may be off base on this."
930,2025-04-15 19:35,I am guessing they are doing the latter based on their request pattern
93,2025-04-15 19:36,"Let me add , and on this as well - but we may need to have a business conversation with them to understand the usage before we take any action."
93,2025-04-15 19:37,This may be showing a divergence between what we intended vs. what they are doing (or not!).
940,2025-04-15 20:12,yes agreed - let me know if we need to temporarily shut off access and if they're not adhering to terms of use
941,2025-04-15 20:39,"We should keep in mind that Sequoia built in a bit of a buffer re termination of access where we need to notice them about breaches and there's a 5 business day cure period. This is a slight variation to our ability under the TPP to immediately turn off access. When we agreed to the cure period, we anticipated that the business conversation approach that Natasa mentioned would probably be the way that a breach played out in any event. If we want to be aggressive and to get the clock running, we can think about whether or not we notice them about the breach (maybe it would fall under breach of 4.2 prohibiting the use of automated scripting?)."
940,2025-04-15 20:40,do we have a deletion clause - can we ask them to delete data that they acquired outside of ToS
930,2025-04-15 20:51,Not a lawyer but what they are doing doesn't seem to contradict 4.2
58,2025-04-16 01:05,- can you explain mode about how this doesn't violate 4.2? Is it because they're using a Carta API so they're abiding by the clause? More generally I agree with that I am confused as to what the business need would be to hit our API tens of thousands of times so this feels to be violating the spirit of the agreement if not the language of the agreement
930,2025-04-16 01:30,"The only automated workflow they have, that we know of, is the Carta APIs, which is what that section says is what they should be doing. I agree that they are not using the API how we think they should use it and how we want them to use it. > what the business need would be to hit our API tens of thousands of times Some ideas: • they want to cache the results per shared customer for a variety of reasons ◦ to not have to make additional API calls driven by UI interactions ◦ to improve client experience (faster or more complete) • they want to store the results to be used for nefarious purposes"
928,2025-04-16 01:40,"If I wanted to pull every single benchmark in the dataset as of today, how many calls would that be?"
930,2025-04-16 02:00,"We didn't calculate exact number of combinations but it would be a lot. Based on the table that Stew provided above with all of the possible values, and assuming that all combinations of those values are valid, then it would be orders of magnitude larger than the 10s of thousands of requests Sequoia is making per corp. There are: • 9 valuation bucket values • 379 locations • 19 job levels Those alone give ~64K combinations without taking into account job areas, specializations, and compensation types"
930,2025-04-16 02:05,"Without providing some of these inputs, you do get default behaviors, which typically give you all possible values for the things that you didn't specify."
930,2025-04-16 02:32,"< above>: For example, for issuer ID `377243`, they made 63,040 requests that returned OK responses over four hours (see screenshot). I looked at the query parameters they used for these 63K requests and it does look like they made a request with every possible combination of valuation bucket, job area, and geo locations."
930,2025-04-16 02:33,I think the reasonable thing to do is ask them what they are doing and go from there.
58,2025-04-16 03:58,Agreed - do you want me to reach out or do you want to handle? cc for viz
58,2025-04-16 03:58,Thanks for the add'l color
941,2025-04-16 06:39,"If 4.2 is not the right fit for what we think is the potential breach, then we could look to the underlying standard TPP agreement and 3.4(vii) as shown in the attached might be the restriction we can say that they are violating. The process may still be the same where the cure period and informal dispute resolution processes could apply. There is language that allows either party to terminate immediately upon ""material breach"" which is not defined that we can use to try to use to address nefarious behavior. It sounds like we are aligned to do some more discovery and that sounds like the right call. If we discover we need to figure out termination scenarios, please get Legal involved asap as this one will have more hoops to jump through than others. Thanks."
940,2025-04-16 06:42,Sounds good. Rohin - do you want to call Marisabel tomorrow and find out what’s going on. I can also call one of them if needed
