u,t,m
339,2025-12-12 22:09,"I see in the operating agreement for Connext, there's a 30% payment to the Sponsor - I assume the Sponsor will be tracked somewhere on the cap table but just want to flag that this is something we'd need. Also there's some kind of a sponsor catch-up that I don't understand the point of, did we get any excel models we could check against? If not I can ask about it in next week's call"
1351,2025-12-12 22:14,"by and among Garden City Companies, LLC, a Delaware limited liability company (the “Sponsor Member”). I see them on the cap table. We asked about models on last week's call. She said for the two newer entities they don't have models yet. I believe for connext/wathco they do have models but they have not been uploaded yet"
1351,2025-12-12 22:15,"Do you think the pf will be an issue? “Preferred Return” means, for the Investor Members, an eight percent (8.0%) Gross IRR."
339,2025-12-12 22:16,"What does ""pf"" stand for?"
1351,2025-12-12 22:16,oops! the preferred return!
339,2025-12-12 22:19,"I'm not familiar with whether IRR can be tracked in our preferred return ledger. IRR depends on the timing of distributions, so the only case where it's equal to an 8% rate is when the company doesn't make any distributions"
339,2025-12-12 22:34,"for Westbrook the operating agreement in the data room is labeled ""NOT LATEST CAP TABLE"", do you know when we expect to have the correct operating agreement for that company?"
1351,2025-12-12 22:35,the excel doc is the most up to to date under cap table folder
339,2025-12-12 22:50,"Ok, that excel has the same share classes as the operating agreement so we can proceed with it despite the strange name. I can also confirm with the client that it's the correct operating agreement to use"
1351,2025-12-12 22:51,Yes she confirmed on our call as well!
1351,2025-12-12 22:51,I think it was recorded if you would like to take a peek
339,2025-12-12 22:52,"Yes, that would be helpful!"
339,2025-12-15 17:29,"for Commercial Residential Aluminum there's a different payout for Class A Member who are designated as ""Key Employees"" vs ""not Key Employees"", that's something we'll want to track on the cap table"
339,2025-12-18 19:55,"Hi team, we just wrapped up our waterfall kickoff call with Megan at Garden City and we talked about how their portfolio company Commercial Residential Aluminum has 2 sets of waterfall rules: one for annual distributions and another one for proceeds from a sale. Megan said that ideally they would have 2 waterfalls set up in Carta, one to handle each set of rules. I've confirmed with RD that we cannot implement 2 waterfalls for a single entity. My takeaway from the call is that their preference would be to build the annual distributions waterfalls (I'll confirm before we implement anything), BUT this would mean they don't have the waterfall rules they need for the valuation tool. do you know who's working on the valuation tool that we should flag this to? this is the case I brought up in office hours, let me know if there's any additional information that would be helpful to have as we think about this case"
343,2025-12-18 21:08,I think we should flag to . This has definitely come up before. I think ideally we get to a place where we can support both exit waterfall and an ongoing tax/distributions waterfall .
1351,2025-12-19 16:50,"Hi all! The 4 cap tables have been migrated to Carta and after going through our QA process and are now *live.* I will continue to work with and the client for the next *60 days* to make any updates to the cap table. On *Feb 17, 2026* after our 60 day window is complete ** will take ownership of all further updates and communication with the client. Thanks!"
339,2025-12-19 23:10,"I've been reviewing the annual distribution rules for CRA and see that they define a Shortfall Amount for Class B, Class A Key Employees, and Class A Non-Key Employees that only comes into play if past distributions were below a certain threshold. Basically it's an IOU that accrues interest if a given year's distribution falls short. Do you know if they have any Shortfall Amounts that we need to track? If this hasn't been discussed yet I can reach out to Megan to get an answer on this"
1351,2025-12-19 23:20,I believe Megan confirmed for CRA/Westbrook no distributions have been made so far as they are new investments acquired in 2025
339,2025-12-20 18:41,"I don't see any distributions in app for Connext and Wathco, do you know if they plan to add any historical distributions for those companies? Also no need for a response before Monday, I'm just trying to get ahead of some things this week"
184,2025-12-22 20:34,does GC see this as a blocker to getting started with the new tool? I wonder if we can deliver the tax/distributions waterfall to them using service
93,2025-12-22 20:46,"lets split this into two problems: 1. which waterfall do they want first live for year end valuations work (we can only support 1 right now) 2. how can we support two different wateralls for 1 portco re: 1 - lets just ask them and then get that one live re: 2 - im not aware of anything on 's team roadmap for this. we should confirm that, but maybe a work around is duplicating the cap table and having two verisions for each waterfall --- or the reverse (2 WFs we swap in and out) - both not ideal cc just for learning/visibility while you are ramping"
339,2025-12-22 21:27,"Megan at Garden City told us they want to have a valuation waterfall by the end of January and NEED a distributions waterfall by the end of Feb. I can have our team implement the valuations waterfall first, and it's do-able for our team to build the logic for a second waterfall within that time frame, but I don't know how that fits into RD/Product's road maps"
93,2025-12-22 22:42,ok got it - so lets start with the WF for the end Jnauary val - and problem solve the next phase in a parallel
339,2025-12-22 22:47,"Sounds good, I'll shoot a note to Megan tomorrow explaining the issue and that we'll be starting with their valuation waterfall"
184,2025-12-22 22:54,have we done any kind of Val tool training with Megan? (assuming that’s their Val person)
339,2025-12-22 22:56,"We have not, but we have a follow up call scheduled for January 8 if someone would like to join to do that. My understanding was that I'd get trained on the val tool at some point and after the waterfall is set up I'd implement valuations for them as well"
184,2025-12-22 23:11,and I can help with trainings and demos. Can we join the Jan 8th session?
339,2025-12-22 23:20,"Sure thing, just added you two to the meeting"
1351,2026-01-05 22:05,"Are we on track to deliver the 4 waterfalls by our next client meeting Thursday, Jan 8th? Please let me know if any edits to the cap table are needed this week. Happy to prioritize these so we can wrap up!"
93,2026-01-05 22:10,were you able to all set up the unified firm view?
1351,2026-01-05 22:16,"Hi Jordan - Here's the shell for the pe view. < After the waterfall is all set, we will share interests and let you know if there's any issues with integration"
339,2026-01-05 23:14,"we're on track to have all of the waterfalls ready before the their end of month target, my goal is to have one ready by our call on the 8th so we can use it as a demo for them"
184,2026-01-06 18:00,Hey — do you already have an agenda for Garden City's meeting on Thursday? Have they seen a demo of the product already?
1351,2026-01-06 18:02,Hi! We're just going over any questions has on the WF implementation. I believe Megan said she saw some val functionality during the sales cycle but I'm not sure what that looked like. Happy to add you to our call!
184,2026-01-06 18:08,"Ok, we can plan to show a demo. Should we do a broad demo or focus on recent features we shipped?"
1351,2026-01-06 22:08,She wants to start using val ASAP for Q1 so I would mostly focus on what's ready and how to get off the ground running
184,2026-01-06 22:11,Sounds good. Thanks
339,2026-01-06 23:13,"Hi all, the initial exit waterfall for Westbrook is completed and live on Carta. Garden City did provide side letter agreements for this entity, so I'll need to ask in our call on Thursday if/how they'd like these incorporated into the waterfall on Carta"
339,2026-01-06 23:15,"Actually I see the waterfall tab in app shows Waterfall is an ""add on"" for Westbrook, is there an additional setting that needs to be changed for their waterfall to go live?"
1351,2026-01-06 23:21,- Could you please assist with provisioning? ty!
339,2026-01-06 23:25,Thanks! I see the waterfall works now
349,2026-01-06 23:31,"and neither waterfall nor distributions was included in any of the order forms for the portcos for Garden City. This causes issues when the team goes in to onboard the portfolio companies as the tools are not provisioned and we have to go back in to provision them. To avoid this moving forward, can you please be sure to double check the order forms to ensure waterfall and distributions are included in the *Included Services* section of the order forms as well as the quotes for each of the portcos for a firm valuations sale? This isn't a rare occurrence and there are limited people at Carta who have the ability/permissions to enable features for Carta LLC. This could also cause confusion in the future for any new people taking over accounts, or finance/dealdesk teams, where they have tools enabled on the platform that are not included in their contracts. cc: <"
52,2026-01-07 13:55,Thanks Erin! From my understanding when we sell the Portfolio Valuations SKU this includes WF and Distributions. Is this not the case? Perhaps we get some direction from Product/Systems/etc. to outline what is the appropriate products to include at the point of sale for these types of deals.
349,2026-01-07 16:09,"I'm not sure, but I do see on the contracts that waterfall and distributions are not listed in the included services...which means they were not included in the quotes that were created for the portfolio companies. I don't know if that's an error in the Portfolio Valuations SKU or something else. cc:"
507,2026-01-07 16:57,"The SKU is the correct one! The contract won't show ""waterfall and distributions"" explicitly when we sell Vals. This SKU is used for *both* PE and VC -- and the contract template is kept general so it works for both. CC"
184,2026-01-07 17:10,Is their portfolio mostly LLCs?
1351,2026-01-07 17:12,"Yes, no corps onboarding at all for them, everything has been migrated to LLC"
349,2026-01-07 19:35,"The issue is that waterfall and distributions will need to be enabled for every single portco that is included in a firm valuation sale, otherwise the implementation/delivery teams will have issues/confusion when onboarding the client and that could potentially pass to the customer. And again, there are few people at Carta with the permissions to go in and create an override to then enable the tool. It's not a scalable solution. I'm not sure if I'm misunderstanding everything with the SKUs, but thought it should be highlighted."
343,2026-01-07 20:03,FYI as we discuss what our SFDC needs will be wrt Portfolio Valuations.
339,2026-01-07 22:40,"would it be possible to track this 8% return for Connext in the cap table, or is it too late in the game to make this change? I just reviewed the waterfall model, and given there are no prior distributions to factor in I think best practice would be to track this as a preferred return instead of doing a custom calculation in the waterfall"
1351,2026-01-07 22:54,"np! Yes, done now"
339,2026-01-07 22:58,Thank you!!
339,2026-01-07 23:18,"For the call tomorrow I just have a couple of waterfall questions to follow up on, do we want to start with the val demo and then we can move on to the waterfall details? I can ask the waterfall questions over email as well, so I want to make sure we have time for the val demo"
184,2026-01-08 17:43,LLCs aren't working correctly in sales boxes so I'll need to demo with a c-corp.. cc
339,2026-01-14 00:30,would it be possible to track preferred this same way for Wathco as well? If so I can update the waterfall to pull that in
339,2026-01-14 00:33,"Quick update on the waterfalls for Garden City • Connext: live, done • Wathco: live, done (but may tweak waterfall code if we can add their preferred to the cap table) • Westbrook: initial waterfall is live, but still need client to provide information on how they want side letters reflected in this waterfall • CRA: initial model should be live tomorrow or Thursday. Still need client to provide details on which employees are key vs non-key employees for their waterfall logic, but can make simplifying assumptions for initial delivery"
339,2026-01-14 00:33,"we've already done a demo of the valuation tool for the client, is there any additional set up of the valuation tool that we need to do for them?"
339,2026-01-14 00:35,"are there any updates on how to set up two waterfalls for a single company? We're well ahead of their timeline for the valuation waterfalls, but they will need cash flow waterfalls set up by the end of February"
93,2026-01-14 00:52,did we get new invetment firm view set up for them?
339,2026-01-14 00:59,"Not that I'm aware of, but might know about that"
1351,2026-01-14 01:01,Investment view is set up. I've shared an interest on the first cap table but Megan hasn't accepted the interest yet for it to flow through
343,2026-01-14 15:44,"Have they provided us with their most recent vals or models? I would offer to set up the tool for them just to ensure we're going to tie to any existing vals they have. But if they do not want that and they've had the demo, I don't think that's mandatory - I'm more thinking about anything we can do to set them up for success and adoption given this is one of our first Portfolio Val clients."
1351,2026-01-14 16:37,Done! I've turned on 8% for class AB
339,2026-01-14 16:44,"No, we haven't received any excel models for Garden City. I can reach out for these, but they haven't been responsive to our waterfall emails so far"
343,2026-01-14 17:10,"I would try to at least. It sounds like these folks have shown interest in using the val tool, so hopefully this helps them engage."
339,2026-01-14 17:21,"Sounds good, will do!"
184,2026-01-14 19:36,are we planning to do this in-app (not supported yet afaik) or using service? cc
184,2026-01-14 19:38,"I suppose if we cloned the portco itself and created a separate waterfall for that, it would work, but thats a very messy/hacky solution"
644,2026-01-14 20:52,"Right, . That's what we have been sharing with clients that ask for different allocation methods for the same valuation. That said, we have plans to support PWERM (Probability-Weighted Expected Return Method), but no timelines just yet. is this what you are referring to or is this related to multi-entity waterfalls?"
339,2026-01-14 20:59,"to clarify, this is not multiple waterfalls for the same valuation. A company can have different waterfall rules for operating distributions that they make each year vs the waterfall rules that govern the payout at an exit. Garden City wants to use the waterfall tool to model their distribution of year-end operating cash, but they need the exit waterfall in place to use the valuation tool. Currently there is not a way for us to implement two sets of waterfall rules for one company, that's what I had flagged previously and was looking for an update on"
644,2026-01-14 21:01,"Oh I see, thank you. do you have more context?"
184,2026-01-15 03:03,"There seem to be 2 questions here: 1. Does our software support 1 waterfalls per company? 2. Can ""cash flow waterfalls"" be modeled in-app?"
339,2026-01-15 16:45,"For question 2, we can do cash flow waterfalls no problem with Carta's existing waterfall tool, it's just a matter of setting up that specific set of rules in canoe. It's not uncommon that we set this up for companies already today, we just ask the company which of the two sets of waterfall rules they want us to implement"
339,2026-01-15 21:12,Thanks Catherine! I've updated the Wathco waterfall to reference the preferred return ledger
184,2026-01-16 20:16,Andrew — could GC start using the Val Tool (w/ exit waterfall) independent of how we solve the cash flow waterfalls?
339,2026-01-16 20:23,"Yes, they can use the val tool with the current exit waterfalls that we've built for them. However, in our kickoff call they indicated that the cash flow waterfall was more important to them than the exit/valuation waterfall."
339,2026-01-16 22:00,"Happy Friday everyone, all of the Garden City exit waterfalls are now live in app! We are still waiting for the client to provide additional details for Westbrook (how they would like to incorporate side letter agreements) and CRA (which employees are in the key vs non-key employee breakpoints), but I'll follow up again with them for this info. Now that the waterfalls are live I'll reach out to see if they have valuation models they can share and we can start setting them up in the valuation tool"
343,2026-01-16 22:03,Amazing! Thanks !
312,2026-01-16 22:08,Lets go!!!
52,2026-01-16 23:05,Thank you !
1351,2026-01-20 17:16,"- I believe < Residential Aluminum> / CRA HOLDCO, LLC still needs WF provisioned so we can view in app. Let me know if you need anything else to assist. Ty!"
339,2026-01-20 17:20,Good catch - are you able to provision that for them?
315,2026-01-20 17:22,I just provisioned it. Do they need distributions provisioned and enabled as well?
1351,2026-01-20 17:25,They don't have any historical distributions yet but it might make sense to enable for future use. I'll double check these 4 and let you know which ones need to be provisioned for distributions via the regular flow
1351,2026-01-26 15:47,Good morning! Custom field for key employee has been added as per Megan's email
339,2026-01-28 19:44,"Just wrapped up with Megan to discuss updates to the waterfalls for CRA and Westbrook - we'll have those updated waterfalls out by the end of the week. During the call Megan said that she's all set with the valuation tool and will reach out if any questions come up She also mentioned that Wathco is ""going to market this year"" and was showing Carta to her deal team who hadn't used us before - she said the feedback was very positive there. She also mentioned that getting these cap tables set up in Carta has been a good exercise for her, because she's finding all of the mistakes that they had in their existing cap table files So good feedback from the Garden City team all around!"
184,2026-01-28 19:56,is Val Tool ON for GC?
644,2026-01-28 20:22,"Not yet, but we can turn it on as soon as cap tables are onboarded. typically pings me when firms are ready for provisioning Vals."
1351,2026-01-28 20:23,I think we need to have Megan accept the shared interest to get it to flow into the unified view. I've sent her one but I don't think it's been accepted yet
644,2026-01-28 20:25,"Once we are ready for it, could you use this slack workflow, ? This will help us keep track of all requests click workflows at the very top of the channel page click start workflow next to the Enable PE Valuations"
184,2026-02-03 18:27,Could this be a temp solution? 1. Run e2e process on Val Tool (start val calc EV allocate w/ exit waterfall export report) 2. Copy val (new version for same date) 3. Update model for the portco to be cash flow waterfall 4. Run e2e process on Val Tool (start val calc EV allocate w/ cash flow waterfall export report)
339,2026-02-03 18:45,"I'm not familiar with how we copy a val in step 2, but sounds like this could work! Would this allow the user be able to toggle between the two models? Or would they need to reach out to us to manage which waterfall model is being used?"
339,2026-02-03 18:45,Happy to set up some time to chat live about this
184,2026-02-03 18:48,See screenshots here: <
184,2026-02-03 18:49,Essentially in the list of versions under a Val date version 3-dot menu Duplicate
184,2026-02-03 18:50,"So essentially for any portco they need 2 waterfalls, maybe they can follow the above process"
184,2026-02-03 18:50,think you can pair with to validate this in a lower env?
339,2026-02-03 18:53,"Oh interesting! It's not clear to me how we'd connect the canoe code for the second waterfall to the duplicated valuation, but happy to explore that with"
184,2026-02-03 19:00,"So it wouldn't be: • Val version 1 - model 1 • Val version 2 - model 2 It would be: • Val version 1 - active model (latest created) • Val version 2 - active model (latest created) i.e. once you create a new model, that becomes active and both versions would use that"
339,2026-02-03 19:15,"Ah ok - It's not clear to me how having 2 valuation models with the same waterfall rules would solve their issue, I think what the user needs here is • Val version 1 - model 1 • Val version 2 - model 2"
339,2026-02-03 19:16,"If needed, I could build the second set of waterfall rules and have the client email us when they want to switch between the sets of rules and we can turn the relevant model on/off. The prior waterfall RD folks had done this for Legence, but they had warned me this was very clunky for us and for the user - we ultimately forced Legence to pick just one waterfall for us to support going forward because that approach was causing too many issues"
184,2026-02-03 19:26,"Yeah, that's kind of the approach I was suggesting in the short run"
1290,2026-02-03 19:43,"Just catching up here. I think a hard constraint on our system today is each llc issuer/entity on the platform can only have one niagara/canoe model linked to it. In the long run, maybe we relax that requirement and allow multiple niagara/canoe models that the user is able to select when running the allocation. We have a chat with `Steve Severance` tomorrow, I can bring this up and understand the implications of doing this. For the short run, I think what you both are suggesting makes sense. Here's the sequence of steps chronologically • Andrew and team build canoe model 1 for this entity • The POC on entity use new val-tool with Enterprise Value 10M for example and use above model 1 to run allocation on Val version 1 • The POC then uses the copy valuation feature to create Val version 2 ◦ This copies all methodology related data over like GPC multiples, financials, captable etc. ◦ also copies over the 10M EV ◦ It also copies the allocation results from version 1 • Now the POC on entity reach out to us asking to update the niagara mode/canoe • Andrew and team build a new model 2 that now links to this entity (canoe model 1 is now orphaned) • POC on entity now is given go ahead to run allocation on this Val version 2 which will use model 2 • (Note: they can't go back and re-run val version 1 allocation since it no longer has context of model version 1)"
1290,2026-02-03 19:47,we ultimately forced Legence to pick just one waterfall for us to support going forward because that approach was causing too many issues we'd still be stuck with these issues however
941,2026-02-03 20:53,"yeah, the core problem is one niagara model per company. This probably isn't a huge hurdle to fix, though, especially if it's canoeable."
339,2026-02-11 23:38,"I haven't heard back from Megan in a few weeks so I'm going to send her an email about getting her operating cash slow waterfalls set up. I'll also check if she's finished with her valuations, since I think those need to be done before we switch the waterfall over to the cash flow distribution rules"
1351,2026-02-17 16:19,The 4 portcos are ready to be provisioned for the new val tool for < City>. Let me know if you need any other details for the provisioning process!
644,2026-02-17 17:27,Great! Working on it now
343,2026-03-02 18:15,Have you heard from Garden City about the operating cash flow waterfalls? I'm just wondering how the workaround is working for them and whether there have been any other changes here.
339,2026-03-02 18:16,"I haven't heard back on any of my outreach, I can send another message today to see if we can get them moving on this"
312,2026-03-02 18:27,can you cc me on that outreach please?
312,2026-03-09 18:47,Any update ?
312,2026-03-09 18:59,Checking if we have made further prgress on the delivery of the vals I have In my notes that we started running vals on Westbrook + Wathco
312,2026-03-09 19:00,^ do we have more recent updates?
644,2026-03-09 19:14,"Hi , the valuations tool is available on all 4 portcos for garden city but Megan has only started valuations for Westbrook + Wathco. I've sent her a couple emails in the past couple of weeks and haven't heard back."
339,2026-03-09 19:27,"No updates from Garden City. I think since we started this implementation they've only responded to one of my emails, everything else has been silent"
312,2026-03-09 19:37,helpful TY for the context!
312,2026-03-09 19:37,On your next follow up mind ccing me so I have visbility?
312,2026-03-23 19:01,hi I hope you are well! I wanted to check on the vals fro garden city are we still at 2 in testing phase?
644,2026-03-24 15:56,"Hi , we've enabled Valuations for the < companies> on Garden City's investment dashboard. I've reached out to Megan on their team to let her know, but haven't heard back. I'll try a follow up now and copy you on it."
339,2026-04-28 18:48,"Hey team I just had a quick call with Megan about the Wathco waterfall, she mentioned there are Class C units they need help issuing and that they also need help recording 3 historical distributions in Carta. It sounds like their are some complexities in the distribution that feed through to the waterfall, Megan just uploaded an excel model that I'll review for this. I'll post the call recording in this thread once I get it from zoom"
312,2026-04-28 18:50,thank you can you share the excel too? for context I actually snet her an email this morning asking to hop on an EBR and connect becuase she hadnt responded to some of Patis vals follows ups and mine
339,2026-04-28 18:51,She uploaded the latest excel to the data room here: <
339,2026-04-28 19:17,Garden City call recording is now available
312,2026-04-28 19:21,thank you!!!!
312,2026-04-30 19:19,do you have an active thread with her? she hasnt answered my emails and I want to help get the class C's issued and hopfully schedule an EBR
339,2026-04-30 19:21,"I still need to get back to her about the distribution excel she sent me, want me to cc you in that reply?"
312,2026-04-30 19:32,Yes that would be great- for the distributions I can look again but you think they are too complex for the tool and need to be coded in?
339,2026-04-30 19:33,"I'm not sure what the capability of the distribution tool is, I'm reviewing their excel to see what the impact on the waterfall will be"
312,2026-04-30 19:35,"Our distros tool is sometimes a bit too simple. I can go over it with you, should we find time tomorrow to see if the tool can handle?"
339,2026-04-30 21:11,"I've reviewed the excel distribution for Wathco, looks like they did a pro rata distribution in 2024 (with no carry paid), and then pro rata distributions with carry paid in 2025 and 2026. This ignores the preferred return currently in the waterfall, so I'll reach out to the client to see if we should just remove that from the waterfall. There are also some holders who are exempt from paying carry, I'll ask the client to confirm who those are and we can find a way to track that in the cap table. One other thing to flag - in the current waterfall carry is paid to Garden City Companies LLC. In excel they pay the carry to Garden City Stewardship LLC - I can follow up with the client to see if we need to update that in the waterfall."
339,2026-04-30 21:12,I think for 2024 they can just do a pro rata distribution. Then for 2025 and 2026 they can input the post-carry amounts from the excel into the distribution tool. They probably also need to add Garden City Stewardship LLC as a holder if they want to track the carry payments made to that entity
312,2026-04-30 21:13,"got it, i saw your main post, want to cc me into the reply?"
339,2026-04-30 21:14,"Yep, typing it up now"
339,2026-04-30 21:56,"^actually digging deeper I see they have a manual check that they do on preferred return to ensure holders are getting above 8% IRR. I'll do some more digging on how we could reflect that in Carta, might require moving the waterfall into java"
339,2026-04-30 22:11,"would it be possible to track Joel Potts, Nick Illuminati, and EIG Partners III LLC as not paying carry on the Wathco cap table, similar to what we did for Foxhole? Or would that be something for the CSM team to do now that the company is live?"
1351,2026-04-30 23:06,Should probably be the CSM but just updated now see if that works
339,2026-05-01 14:26,Thanks! I'll get that updated in the waterfall
339,2026-05-04 17:10,"after you add the Class C units I think we can have them upload their distributions to Carta. Once the distributions are uploaded I can write some java code to factor those into the waterfall. I see in their most recent email they're also asking about some kind of dynamic threshold calculation for the Class C units, I can dig into that after I figure out how to factor the distributions into the waterfall"
339,2026-05-04 17:10,^for Wathco
312,2026-05-04 17:30,issued i'll follow up with her now to see her availibility for the distrps walk through < Bc i want to nail her down for an EBR
339,2026-05-04 21:04,"I'll be at the CLI onsite tomorrow during that call, but let me know if you have any questions going into it. I _think_ the simplest thing is to upload the distributions without labeling them as counting toward invested capital or preferred return, because these distributions don't reduce how quickly preferred return accrues going forward (their waterfall rules guarantee an 8% IRR at exit)"
312,2026-05-05 13:45,ok super helpful! thank you!
312,2026-05-05 19:45,where is the excel with the distributions
312,2026-05-05 19:46,NVM found it!
312,2026-05-05 19:50,I see a distro was this enetered in IM im comparign the xcel to this and the numbers are simialr but in app is see the date as 3/15/24 and the title is 2023 distrubtution <
312,2026-05-06 21:52,"I met with Megan yesterday the distributions are straight forward i made a draft example for her review. But I wanted to ping the following If you listen to this call < start she mentions the carry portion> Summary The open piece is making sure Garden City Stewardship (the GP entity) is set up to capture total carry as a payout so that when WATCO eventually runs an exit waterfall, Carta allocates carry properly Is this something you can assist with"
339,2026-05-06 21:56,don't we just need to add Garden City Stewardship as a holder on Carta?
312,2026-05-06 22:01,wow youre right thats way more simple than i thought
312,2026-05-07 14:43,"— I was finally able to connect with Megan from Garden City (I think she'd been ghosting some of your emails). Quick summary below on how she's thinking about finishing out the waterfalls and getting ready for the 6/30 valuation cycle (she runs vals twice a year, so 6/30 is the next hit). On the rollout: WATCO is the priority given a potential transaction, and once it's clean we'll replicate the same structure for Connext and Westbrook. CRA is its own animal — exit waterfall only in Carta today, with the operating distribution waterfall still on the product team's radar. On valuations: she used the tool for comps at year-end and wants to target a full start-to-finish run through Carta at 6/30. I have an EBR with her booked June 15th would it make sense to add anyone from vals to that call just to make sure ducks are in a row to get them to use the full tool for the 6/30 runs?"
644,2026-05-07 14:52,Thank you! Please add me and to the 06/15 call
312,2026-05-07 14:54,apologies 16th but sounds good!
339,2026-05-22 00:28,"starting a thread on the Wathco revisions. Their distribution excel is simpler than the waterfall we built from the operating agreement, I'm going to match their excel and flag this to them when the updated waterfall is done. The main thing is we'll get rid of the 30% Sponsor Catch-Up tier since they don't have that in their own model"
339,2026-05-22 00:28,Also for Garden City Stewardship LLC it might be worth creating a new share class and calling it Carry - but Idk if that's a hard thing to do or not
312,2026-05-22 15:00,Distributions released here < I also added stewardhsip to cap table
339,2026-05-22 16:17,"it looks like we need to set the custom field ""Pay Carry?"" to ""yes"" for Koyboys - I could probably make that cap table update if that's easier"
312,2026-05-22 16:37,taking a look!
312,2026-05-22 16:39,strangely not an option when I go to edit despite being a class B
