u,t,m
12,2025-01-10 23:52,": _""< firms with KYC-as-a-service product (missing last weeks metric)""_- Could you recheck this statement? I thought we had only 260+ VC firms that used our KYCaaS product"
848,2025-01-10 23:53,"I’m not sure about the 260 number. There are 1,135 firms with KYC AML enabled which is the product code used for KYC-as-a-service"
848,2025-01-10 23:53,Where did the 260 number come from?
12,2025-01-10 23:53,Are these the paying customers? $150/LP KYC product?
848,2025-01-10 23:56,I would assume so but also there could be discounting or if pricing has changed over time (unsure). I’m not pulling the subscription products revenue in this query but I can if that is something of interest!
12,2025-01-11 00:43,"Clarified via DM with Sam: ""< firms with KYC-as-a-service product (missing last weeks metric)""-- KYC-as-a-service product means ""Customer initiated KYC"". KYC request could come from Closings, LP KYC, Offline, or PRM dashboard"
794,2025-01-11 01:04,"*ERP Core: FPI - Money Movement & Banking* (Week of 1/6) *Metrics*: • < of VC firms (293 of 1,963 firms) has been enabled with Automated Money Movement (AMM) ◦ < of the VC firms we have enabled for AMM (154 firms) have utilized the solution, while 48% (143 firms) have not yet, primarily because they handle their own money movement • < of expenses (low volume 31 of 210 workflow expenses) were processed through AMM this week • < of management fee transfers (low volume 7 of 23 workflow transactions) were processed through AMM this week • 10 of 61 clients assigned AMM setup tasks have been enabled for AMM for expenses and mgmt fees to date ◦ 8 of 42 clients with completed KYC were auto-enabled ◦ 2 of 19 clients with outstanding KYC tasks were enabled following KYC approval by Compliance *What was released / decided / completed this week?* • Enabled AMM for 8 firms: 3 for expenses/mgmt fees and 5 for capital calls use cases • Kicked off the Distribution Automation collaboration with the SMR engineering teams • Completed the spike document for the Distribution Automation UX/UI enhancement and cash reconciliation • Discussed the proposed AMM rollout plan with the AD and PPM team leads; will regroup next week to review the marketing message for outreach. *What are your goals to accomplish by the end of next week?* • FA wire accounts migration: ◦ Finalize the < to handle the Additional Instructions> saved in the FA wire accounts post migration to Payments DB ◦ Complete FA entity wire migration < 3>: update payment components in the capital call workflow ◦ Upload the cleansed data of ~4,000 wire accounts (Batch 1) from FA DB to Payments DB • Capital Call Automation ◦ Publish the < for Capital Call Automation> to Carta Support ◦ Complete the international incoming wire transfers enablement for Capital Call Automation (dependency on Column Bank’s approval) • Distribution Automation ◦ Complete the Distribution Automation user testing interviews; 2 interviews have been scheduled to date ◦ Kick off the UX/UI enhancements in the distribution workflow to support Distribution Automation *What artifacts (SWW, strategy docs, product reqs) are you drafting?* • < user experience post wire migration go-live> • < wire migration execution plan> • < automation execution plan> (dates to be finalized by Jan 17th)"
12,2025-01-11 01:12,": • < of expenses (low volume 31 of 210 workflow expenses) were processed through AMM this week Last week, we had 26.51% of expenses versus this week it is 14.76%. Is it seasonal or there is a delay in data being updated?"
794,2025-01-11 01:25,"I think it’s seasonal since the volume of the workflow expenses for this week is very low compared with the prior weeks (210 this week vs 463 last week), but I’ll keep monitoring this metric next week."
114,2025-01-13 14:47,"*Data Ecosystem* *Metrics*: • < Explorer metrics (Dashboard WIP)> ◦ 5 total users ◦ 2 WAU users ◦ 30 question views ◦ Most viewed dashboard: Fund Metrics and Benchmarks ◦ Most viewed questions: TVPI compared to benchmarks, Speed of capital deployment compared to benchmarks, Net IRR compared to benchmarks • Investor API: Unique portfolio companies accessed: < ◦ 17% of the ~28,000 onboarded and active Corp companies on paid plans ◦ Volume is led by Techstars, Greycroft, a16z, and Tiger Global • Unique user portfolios accessed via the Portfolio API: < *What was released / decided / completed this week?* • < data sets confirmed> (holdings, investment performance, valuation history) • Exploring table-based format over charts & visualizations • Scheduling live walk-throughs with customers to understand usage and UX • Expanding beta audience to a few friendly upmarket firms • Adding an LLM for AI-based data result summaries *What are your goals to accomplish by the end of next week?* • Data Explorer design workshop for V1 • Prep Data Explorer demo for R&D session • Summarize data-out requests & draft proposal • Hold customer sessions for UX, data feedback"
794,2025-01-13 19:11,Latest updated AMM for expenses metric which includes 65 expenses processed successfully on Friday: • < of expenses (low volume 49 of 275 workflow expenses) were processed through AMM last week (1/6)
873,2025-01-14 00:52,"BREW week of 1/6-1/10 • Configured 1 more customer friday with invite owed to Kapor this week • < >resolution time starting to normalize again post-holidays; • Fees data < here> • Interco < spec/overview here> Released: • No large announcements - team is working on smaller tix to cleanup realtime fees work and interco work, sentry cleanup we couldn't do in dec, and fe testing Goals this week: • Tech spec done for autorecing fees < here> • PRD for management fee self service < here> • Kickoff q1 2025 w/data team • get more feedback on allocation designs from customers internal partners • Wrap up ramp < docs>"
1637,2025-01-17 21:25,"Weekly update for Permissions , Combined PCAPs and Mobile *Metrics* • # of firms last week who used Carry: < *What was released / decided / completed last week?* • *Decided* ◦ New version of Carry is pushed to next week to make sure the investments feature is behind a feature flag (but is on track for release) ◦ We need to decouple the logic between choosing a total number of entities for a given user, and the specific entities per role with the new UX • *Completed* ◦ Task breakout for showing < info in Carta Carry> (screenshots in ) ◦ Final testing of < PCAPs permissions + formatting blockers> - which also completes < 1 for Combined PCAPs> and outstanding blockers ◦ Working frontend of the new < user flow> for permissions (still needs polish and updates) *What are your goals to accomplish by the end of next week?* • Finish < for Fund Performance Metrics in Carry> • Verify bulk upload process for historical consolidated statements • Complete first round of review and write out remaining copy for granular permissions we plan to display"
1637,2025-01-17 21:27,Partner Info in Carry - Designs
848,2025-01-17 21:49,"*ERP Core:* *FPI - KYC Risk* (Week of 1/13) *Metrics:* • < FA LP GP/Funds KYC Evaluations (+191 this week) • < days on average for delivering KYC due diligence reports (-7 days) • < firms fully KYC’d • < firms with KYC-as-a-service enabled (+32 customers this week) • < offline KYC evaluations (+14 this week) *What was released/ decided/ completed this week?* • Released: ◦ KYC staff tool new evaluation modal, automated evaluation history, automated KYC checks updated in-app, in-app tool internal and external evaluation notes ◦ LP supporting entities included in generation of due diligence report • Decided: ◦ OFAC Employee onboarding project deprioritized to Q2 ◦ KYC Assign a Task project start date moved to 3/24 to prioritize getting FATCA and CRS automation completed • Completed ◦ ALL FPI ON-CALL TICKETS!!!!! big shoutout to and ◦ Development for US jurisdiction Unified KYC form ◦ Closings entity types mapping to KYC entity types + reuse data mapping ◦ Risk score Luxembourg logic *What are your goals to accomplish by the end of next week?* • QA and release Unified KYC form for US jurisdiction • QA and release Invite LP flow for all jurisdictions • Scoping for FATCA CRS project • Finalize Unified KYC form design for Luxembourg • Finalize Risk Score design *What artifacts (SWW, strategy docs, product reqs) are you drafting?* • < needed for full KYC> - Identifying all the documents needed if we were to replace the KYC fields with document upload only • < of KYC Vendors supporting jurisdictions coverage> • < evaluations mapping to Alloy workflows>"
1024,2025-01-17 23:02,*Documents 1/17* *Metrics* • Missing Docs - < • Doc Funnel - < • Screenshot attached *What was released / decided / completed this week?* • Turned on workflow for missing investment docs for 2024 audit season. This has resulted in 228 missing investment documents being uploaded by GPs so far. Full metrics here - < • Work on Multiple Document Types has started. • Worked on resolving issue of irrelevant attributes appearing on documents • Made progress on automating the movement of a verified document to the partners page. Holding off on releasing until after the 3 day weekend. Will also run a script to backfill documents that have already been verified. *What are your goals to accomplish by the end of next week?* • Finalize content for audit webinar on 1/23. • Iterate on multiple attribute display • Team should have bandwidth to start on work for investment documents. The first pieces of work for this are to backfill all docs that are already on the Carta platform but not on the documents page and to be able to receive the response from ML for new document types.
1172,2025-01-17 23:08,"*DO Core* (fka C-World/GPX) *Metrics*: 70% of workflows resolved within 2.5 hours MTD (< *What was released / decided / completed this week?* • Released: ◦ Updated entity segment changes in C-World per business strategy • Decided: ◦ _Assuming no change from HW demos_ | Objectives: We will re-orient GPX around outcomes with deeper context on progress and status and then bring into C-World and extend to multi-firm view, leveraging richer context to inform prioritization, SLOs, reporting, etc. • Completed: ◦ Foresite auditor permissions placed behind a feature flag ◦ Conducted analysis of how many workflows created in 2024 would have been avoided based on churn definition to inform whether proactive vs. detective solution is better ◦ Kicked off < Dashboard excluded entities logic> changes *What are your goals to accomplish by the end of next week?* • Foresite Auditor permissions: Address performance drop on GPX Dashboard from permissions check for auditors (slow load time) • Objectives: Review GPX MVP proposal with DO Leads, understand what objects look like in the data model"
1423,2025-01-17 23:10,228 missing investment docs in 1 week is incredible! What % of total workflows was that?
1024,2025-01-17 23:17,There were 921 workflows enabled (Standard segment only) with 67 now marked as resolved.
1423,2025-01-17 23:19,interesting. Have we heard any complaints from customers? I know we were originally worried folks would just point a finger and say I already sent it but it seems like maybe that's not the case we've seen in this last week?
1024,2025-01-17 23:20,"if there has been feedback, it hasn't made its way to me yet"
226,2025-01-17 23:50,"_*Weekly Update for Segments (PE+Upmarket)*_ *Metrics:* • Recent Release: < issuance usage> • Ongoing Tracking + Recent Audit Release: < usage> (portco+firm+excel) *What was released / decided / completed this week?* No major releases this week; however bug fixes and fast follows from Draft Issuance and Waterfall Auditability were pushed out. Incoming bugs have slowed down, which is a good sign of stability after those major releases. Other notable progress this week includes technical spikes for Fund Waterfall Tracebacks and Complex Partner Classes, definition of the next GP Entity rollout tier, final scoping decisions for Draft Issuance and GP Entity projects, and wins for Foresite’s customer experience. (details below) • _For Fund Waterfall Tracebacks, technical discovery and proof of concepts outlined initial scoping to focus on single parter(LP) level calculations breakdown._ • _Scoping of ~25 customers that pay us for some level expanded GP entity scope today. Of these, identified 7 off the bat that would be good fits and are starting outreach to._ • _For GP entity, scope will be added for allocating based on fully vested with true ups upon termination – which will allow us to fully support at least 8 more customers_ • _For draft issuance, project scope was defined such that auto save will be the last large functionality improvement will begin this sprint_ • _The team gained access to all of Foresite’s historic fund docs and is scoping out how to load hundreds of thousands of docs to Carta so LPs have access to historic docs after go-live_ • _Continued progress on data model scoping for Complex Partner Classes_ • _Presented investments dash to prospect and got positive feedback. Added one eng to the effort._ *What are your goals to accomplish by the end of next week?* Releases targeted for next week: • Automated Upsell Feature Provisioning (limited release group prior to full rollout by EOM) • Draft Issuance (moving from Beta to GA) Active project goals for next week: • Draft Issuance: The team plans to kick off the auto-save ‘fast-follow’ feature (target release by EOM) • GP Entity: Work needed to extend rollout support to additional 8 customers (highlighted above) will also begin next week. Separately, Product/Design team will complete the SWW and mockups needed for the project kickoff / design handoff for this next milestone of the project (GP Member Experience) • Fund Waterfall: The team will finalize the scope into an updated story map + designs for the first iteration of Traceback capabilities in the fund waterfall. Rollout details for the next 5 firms to start using Niagara instead of manual spreadsheets will also be documented by the end of next week. *What artifacts (SWW, strategy docs, product reqs) are you drafting?* Early writing/designs/charts and early review encouraged • < thinking> on PE object model"
1275,2025-01-18 00:01,"*Fund Tax week of 1.13* *Metrics* • *Tax Season Metrics Dashboard Launch*: New comprehensive product and delivery metrics now available in channel. Team members are encouraged to join for real-time updates. ◦ Collaborating with the Data Science team to enhance data completion tracking metrics. *Released* • *Pizza Tracker V1 Milestone*: Successfully deployed to < environment after resolving < bugs> from the initial testing phase. *Decided* • *Tax Filing Dashboard Timeline*: Cross-functional agreement to maintain current dashboard through V2 launch on February 3. Complete experience will undergo Fit & Finish review before deployment. • *LP Data Confirmation Updates*: Implementing changes to GP preference settings and reminder pages to align with recent platform updates. • *Q4 Fast Follow Prioritization*: Finalized< priority> sequence for key Q4 launch follow-up items, scheduled for implementation in upcoming weeks. *Completed* • *Onesource Integration Fix*: R&D team identified and addressed 2024 sync blocking bug. Resolved by disabling partner data push in Carta <> OS sync procedures, enabling Delivery team to process first batch of returns. • *Partner Matching Investigation*: Successfully isolated and documented Onesource partner matching discrepancy. *What are your goals to accomplish by the end of next week?* • Team meet in SF to discuss Tax G/L; doc outlining strategy and milestones for this key 2025 initiative • Recorded demo of Pizza Tracker v2 latest build"
945,2025-01-18 00:03,Thanks for all the work team. Great job finding bugs in other products' code <!subteam^S05NZL6L9T5|@fa-tax-rd>. They should be paying us
1423,2025-01-18 00:31,"*Financial Reporting 1/17* *Metrics* • % of financials delivered without Carta intervention • Input metrics for Q4/EOY 2024 ◦ < (58%)> day 1 packages ◦ < out of 497 approved financials (76%)> ◦ < packages completed so far without edits out of 284 completed (97%)> ◦ < completing in-app vs 23 completed off-app (96%)> adoption *Released* • FAX summary stats on Form 1099 sent for review • Form 1099 FE validation to better handle zip code transmission to < • Pulled back Form 1099s into the review expenses status when we detect missing payment amounts Clients were requesting changes saying we were missing payments in the summary. This exposed some issues with the way the tool was originally built so as a ST solution we implemented a fix by pulling back the Form so that Fund Admins can update it. • Schedule the release of financials for a future date *Decided on* We will implement a ST fix for < 1099 bug >we found and < fix> should be worked after this tax season which will require rewriting how JEs get included in the Form 1099 data. *Completed/worked on:* • Customer interview on reviewing financials • Investigated and documented < to allow some fields on a JE to be edited without unlocking the TB (think linking a vendor, updating a vendor, updating the description) *Goals for next wk* • Compile summary of < financials >research and present at RD review • Start working through high level designs for a no code < tool • Survive another week of Form 1099s • Getting close on having a north star dashboard so hopefully iron out final details"
945,2025-01-18 00:45,Great job surviving 1099s EJ. Just want to say you and your team are doing gods work. Tax team appreciates y'all!
114,2025-01-18 02:24,"*Data Warehouse* */* *Developer Ecosystem* *Metrics*: • < WAU> • < question views> • < viewed questions>: ◦ Net IRR compared to benchmarks ◦ Post money valuation growth benchmarks ◦ Partner total value as percentage of fund • Investor API - Unique portfolio companies accessed: < • Portfolio API - Unique portfolios accessed: < *What was released / decided / completed this week?* • Internal POC for AI-based question summaries • Enabled SSO for test/prod Metabase instances • Update to avoid having to re-seed demo data daily • Expanded target audience list to < established & upmarket firms> • < for displaying tabular data without Metabase • Draft of v0 data dictionary *What are your goals to accomplish by the end of next week?* • Updated designs based on team workshop • 3+ customer feedback calls • Plan, timeline, and progress towards adding new data sets • Discussion and alignment on approach for scaling data pipelines *What artifacts (SWW, strategy docs, product reqs) are you drafting?* • < Secure data sharing via Snowflake>"
30,2025-01-18 02:53,"*Formations, Closings, LP Experience (and more!) Team Update* (Week of 1/13) *Metrics*: • Formations: < of Entities Formed> | Closings: < fundraises facilitated fully through Closings> | LP Experience: < of document accessed in 7 days> *What was released / decided / completed in the last week?* • *Released* ◦ Resolved 3 on-call tickets; (8 created; 10 in backlog*;* < ▪︎ Permanent fix released for long filename issues for our Windows users • *Decided:* ◦ By end of next week, we'll have a v1 production ready ""Custom Closings"" experience ◦ *< AMM via Closings:>* We're including some of the initial AMM enablement to remove initial cap call preferences in our upcoming Closings release ◦ We need to build ""Multiplayer"" in Closings as a critical ""fix the leaky bucket"" item in Q1. SWW incoming. ▪︎ Currently, Closings only allows 1 primary user to use Closings. Multiplayer is the ability to support multiple users for a LP entity to solve the problem of RIAs, custodians, and other custodian-esque users (e.g. wealth managers, PE clients) filling out subdocs on behalf of their client/investor • *Completed:* ◦ Code complete for LPs offline Closings workflow ◦ < Review for Offline Closings> & < Experience H1 2025 Roadmap & Product Demos> ◦ < & proposal to fix direct exposure of S3 presigned URLs in Closings> *What are your goals to accomplish by the end of next week?* • Complete QA for our < Closings product> beta release targeting Monday, Jan. 27 and share for • GTM asset creation for for upcoming Closings releases with & • Code complete for our v1 production ready < Closings product> *What artifacts (SWW, strategy docs, product reqs) are you drafting?* • < Offline Closings Release Plan> • < Enabling AMM in Closings> • < proposal> to fix exposure of S3 presigned URLs in Closings"
794,2025-01-21 16:19,"*ERP Core: FPI - Money Movement Banking* (Week of 1/13) *Metrics*: • < of VC firms (297 of 1,966 firms) has been enabled with Automated Money Movement (AMM) ◦ < of the VC firms we have enabled for AMM (154 firms) have utilized the solution, while 48% (143 firms) have not yet, primarily because they handle their own money movement • < of expenses (77 of 317 workflow expenses) were processed through AMM this week • < of management fee transfers (low volume 7 of 21 workflow transactions) were processed through AMM this week • 10 of 61 clients assigned AMM setup tasks have been enabled for AMM for expenses and mgmt fees to date ◦ 8 of 42 clients with completed KYC were auto-enabled ◦ 2 of 19 clients with outstanding KYC tasks were enabled following KYC approval by Compliance *What was released / decided / completed this week?* • AMM scaling ◦ Finalized the design for the Capital Call staff self-service tool under the *Configurations* section.| ◦ Published the < for Capital Call Automation> to the Carta Support Center ◦ Obtained approval to enable international incoming wire transfers for Capital Call Automation from Column Bank, pending the amendment signature ◦ Decided, with PPM and AD team leads, to run A/B testing for 2 AMM adoption concepts via email • FA wire accounts migration: ◦ Validated cleansed data for ~4,000 wire accounts (Batch 1) for FA entity wire data migration ◦ Finalized the < to handle the Additional Instructions> saved in the FA wire accounts post migration to Payments DB • Distribution Automation ◦ Completed 2 user-testing interviews for the Distribution Automation product prototype ◦ Completed the spike document for UX/UI enhancements for the distribution workflow *What are your goals to accomplish by the end of next week?* • AMM scaling ◦ Enable international incoming wire transfers for Capital Call Automation ◦ Release A/B testing for 2 AMM adoption concepts via email • FA wire accounts migration: ◦ Complete FA entity wire migration < 3>: update payment components in the capital call workflow ◦ Upload the cleansed data of ~4,000 wire accounts (Batch 1) from FA DB to Payments DB • Distribution Automation ◦ Continue working on Milestone 2: < admin enhancement> ◦ Draft the Distribution Automation payment exception document *What artifacts (SWW, strategy docs, product reqs) are you drafting?* • < user experience post wire migration go-live> • < wire migration execution plan> • < automation execution plan>"
12,2025-01-21 20:53,"WoW, excited to continually see 20% of expenses processed via AMM vs Treasury!"
1024,2025-01-24 22:10,*Documents - 1/24* *Metrics*: • Missing Docs - < • Doc Funnel - < *What was released / decided / completed this week?* • Made demo video for 1/23 audit webinar • Started work on POC of creating the bulk partner upload spreadsheet from ML extracts. • Created Golden Set of data for expanding fields to be extracted from Subscription Agreements • Finished testing on automating movement of verified documents to partners page. This included fixing a use case where updates to documents weren’t being reflected on the partner page. This functionality and backfill will be turned live on Monday morning. • Team evaluated trade-offs of simplifying logic on document details page. We are agreed to sacrifice UX of a few potential use cases in favor of speed to learn how common those use cases are. Discussion < *What are your goals to accomplish by the end of next week?* • Begin to sequence work on onboarding. • Do any re-factoring required based on change to document details page logic. • Reach last week’s goal of starting work on investment documents.
873,2025-01-24 22:42,"*1/24* *Metrics* • < dashboard in progress>! Ryaan and Jacob from ds made my week • Ramp: ◦ We have had a number of clients ‘turned on’ but not using, so doing some lapping back on that now to see why we’re blocked ▪︎ We onboarded and turned on Kapor capital to Ramp this week and it’s been very interesting staying close with Landy as he takes up more responsibility for the firm. They just brought the manco to Carta and are installing ramp at the same time they get their arms around financials. I think he sent through his first txns this week. ▪︎ I think Superorganism data has also started flowing, or elizabeth was trying to get txns through this week ▪︎ 2 great ‘ramp prospect’ calls this week and planning a few more invites/reachouts on Monday *What was released / decided / completed this week?* • Very close on getting all fees swapped over to ‘realtime fees’ that book payables as workflows are sent to customers • We turned off ocr this week on the internal expense team’s workflow after hearing it was not adding a lot of value, occasionally causing errors by overwriting amounts, and could occasionally take minutes to run on longer invoice docs because of many many calls to textract ◦ We’ll turn this back on and think about how to better implement soon, but with 100ish expenses processed per day we’ll stop the bleeding on the team’s efficiency and then come back • Started the retro process with the fees team this week on the q1/annual cycle...I got with the do folks to talk about where I should be putting improvements for internal work tracking tools right now ◦ It seems like neither of the places I was thinking will work. Need to write about this more next week *What are your goals to accomplish by the end of next week?* *- < self-serve fees prd through review process/follow up on any remaining questions>* - Start working on a prd about vendors/reimbursement individuals for potentially q2 - Continue learning/planning/interviewing customers with Olivia on < allocation> - Keep moving our dashboards forward with ds - Learn more about cash rules with aaron and clean up notes < -Come up with a new plan for tracking fees work... *What artifacts (SWW, strategy docs, product reqs) are you drafting?* • < above> • Tons of manco docs in • Something on integradata for myself < to think about the breadth/dimensions of 3p allocation system"
1637,2025-01-24 23:23,"01/24 Weekly update for Permissions , Combined PCAPs and Mobile *Metrics* • # of firms last week who used Carry: < *What was released / decided / completed last week?* • Released *< version of Carta Carry>* - now including sort and filter functionality for company investments • Completed < for Fund Performance Metrics in Carry> • < RD-related adjustments> for Carried Interest statements for Foresite • < on finalizing the scope> for generating and sharing new consolidated statements once we go live in Q2 • Got an outside perspective on the thinking and approach to Role-based permissions from the < at LogRocket> and doing the same with a PM from Ramp next week (thank you for the intro!) *What are your goals to accomplish by the end of next week?* • Scoping for generation + sharing of CPCAPs for Foresite in Q2 • Scope remaining items to close out UX updates (async < started here>)"
431,2025-01-25 00:17,"Nice, glad you’re doing some of that outside discovery on rbac. Everyone grapples with this at some point but very little of that knowledge is robustly documented in public."
