u,t,m
191,2025-01-16 15:01,"looks great other than the URL issue-hitting the tool from the ""normal"" path is working as expected"
260,2025-01-16 15:02,"thanks a lot for taking a look! I will be merging it once I get . What is the release process for `@carta/tax-center`, can I deploy the app to all envs after this is merged?"
191,2025-01-16 15:03,cc can you help with that release process question ^
276,2025-01-16 16:01,Yes absolutely!
260,2025-01-16 16:02,"sounds good, will deploy. could you approve the above PR please?"
952,2025-01-16 16:27,Approved . I don't think so you'll be able to deploy since tax-team is the code owner. I can deploy let me know if we are good to go.
260,2025-01-16 16:31,merged! I'll wait for CI and then I can kick off deploy - the `fe-platform` team has permissions to deploy other team's apps as we sometimes need to deploy config changes
260,2025-01-16 17:44,Kicked off deploy <
276,2025-01-16 17:45,"Apologies, totally missed pr approval but glad it got merged!"
120,2025-01-23 18:23,"Hi Team, I know the account number on Form 3921 is auto-populated by Carta using a unique, randomly generated number. One of our Enterprise accounts (Egnyte) would like a list of each of the assigned account numbers listed on COPY B for stakeholders for tracking purposes. They’ve escalated the request and are saying they will incur additional fees from the third party they are using if the third party they are using have to take the additional time required to get each of those account numbers."
191,2025-01-23 18:26,"hi, we use the transaction id for these. how many transactions does this company have? would it be possible for delivery to just create a list based on the PDFs?"
191,2025-01-23 18:30,we don't have a system report for this (outside of doing a one off eng query)
120,2025-01-23 18:33,Hey ! It's 198 pdfs. I'll look into it and will get back to you. Thank you!
191,2025-01-23 18:44,"ok awesome, if there is a request for eng to run something one off please log a ticket and and I will pull it over. we haven't built anything to optimize for clients doing this type of hybrid filing (statements through us and exporting the actual account nums on our forms to excel) so we'd need to build something if we do need to accommodate it"
1312,2025-01-23 19:18,"Small correction: it's actually tied to Carta's resulting certificate primary key (not the _label_) not random, but also not super clear for the customer."
120,2025-01-23 19:26,"Ah great! I'm still reviewing this with the team but that was the admin's initial ask was, 'If there was an Excel sheet they can download with the information on the forms 3921.'"
191,2025-01-23 19:26,"we have one, it just doesn't have the account number"
191,2025-01-23 19:26,has all the other fields for boxes 1 to 5 but we don't put the account number on it
191,2025-01-23 19:35,in the meantime we're doing a short investigation to see if it will be easy to tack on the values here: <
1279,2025-01-23 20:55,"Hello, team. I have an ENT customer (< that has the following scenario: • Currently the Country of Incorporation in the platform is US but they are registered in AUS • They are trying to generate Form 3921 but since they have US in the company details, it is required to have tax id and an address so they keep getting this error • They also want to update their notice address to NY USA but it also requests the tax ID - which they do not have. How can we proceed in this case? TIA SF Case number: 02201870"
191,2025-01-23 21:16,are you seeing that error upon generation? i just ran a batch for them in sandbox without issue
191,2025-01-23 21:19,could be due to a placeholder EIN in company details-do they not have a US EIN?
1279,2025-01-23 21:26,They do not have a Tax ID in company details as they are incorporated in Australia and this is preventing them to generate Form 3921
191,2025-01-23 21:27,looking at their older batches they had included one at the time (the one ending in 997)
191,2025-01-23 21:30,it should be the same EIN associated with the TCC that they have in their profile currently
191,2025-01-23 21:30,cc <!subteam^S02DZBAE5PU|@tax-platform-devs> for eyes
952,2025-01-23 22:03,Is there anything engineering should be looking into ?
191,2025-01-23 22:50,"I don't think so, the tool requires an EIN for filing in order to apply for their TCC they would have needed an EIN. I see in some of their older docs they have one ending in 8997-maybe that's still active?"
191,2025-01-24 19:08,we ran a one off query and attached it to the ticket linked above (first comment) that should work for the client. thanks!
1279,2025-01-28 13:58,"Hey , could you please point out which document you found this EIN ending in 8997?"
191,2025-01-28 15:28,you can see it in their old efiles (it's in the T record within the text file itself)
191,2025-01-28 15:28,(downloaded from their previously filed batches-copy A text files)
191,2025-01-28 15:30,field positions 7-15
191,2025-01-28 15:32,I blocked out part of it just for privacy but it's here
1279,2025-01-31 16:02,"Hello again, team. A < reached out saying that a cashless exercise is not being reflected when generating Form 3921 and the deadline to deliver copy B is today as you may know. Is there a way to file this kind of exercise or any workaround that I am not aware of? Thank you."
1279,2025-01-31 16:03,I would appreciate your support on this.
191,2025-01-31 16:06,hi what transaction are they expecting to see that is not there?
430,2025-01-31 16:07,"Hey team, < Therapeutics Cayman Limited> is on Scale, has Form 3921 on their subscription but it's not visible on their account. Is this because they are incorporated outside the US (Cayman Island)? If so, is their a way to facilitate the form for them? CC:"
191,2025-01-31 16:10,looking now
191,2025-01-31 16:12,has_form3921 corp property was off. I just turned it on
191,2025-01-31 16:13,they should be able to see it now
430,2025-01-31 16:13,can you follow up with the client? Feel free to keep me on the loop
191,2025-01-31 16:15,"oh, for this one there are a bunch of transactions that were purposefully inhibited (liquidity client)"
191,2025-01-31 16:17,"checking our liquidity records they have ""suppress 3921"" set to yes so either they (or liquidity ops as a service) inhibited those on purpose as contingent exercises cc"
191,2025-01-31 16:18,"if they did want to include those they'd just have to uncheck the ""exclude from filing"" on each one (undo the action that was done on them earlier) but going off of our tracker this exclusion looks to have been intentional more background: most of our liquidity clients elect to have 3921s for contingent exercises in a liquidity event excluded"
532,2025-01-31 16:25,pls submit a liquidity support request in with the details. liquidity support will take a look and loop in the appropriate parties on our side if needed. Thank you!
1453,2025-01-31 16:32,"Yup, it worked! Thank you and !"
297,2025-02-03 17:54,Working on deprecating the ProfileEvent that is emitted by the profile-service. tax-platform-service is a < but the flag TXP_1963_CONSUME_PROFILE_EVENT was never enabled it looks like. Is it ok if we (IAM team) remove the consuming of the event?
952,2025-02-03 18:06,cc: <!subteam^S02DZBAE5PU|@tax-platform-devs>
297,2025-02-03 18:15,"FWIW production is just spewing: ```{""message"": ""Does not process ProfileEvent event since ff is disable."", ""time"": ""2025-02-03T1847.464290"", ""level"": 20, ""status"": ""INFO"", ""logger"": {""name"": ""tax_forms_service.kafka.apps.profile_service_profile_event_consumer""}}``` So I think its safe. But would like to double check"
276,2025-02-03 18:16,Will double check and let you know shortly!
276,2025-02-03 18:28,"looks like it was originally implemented to use a `ProfileEventProtoDataAdapter` in tax-forms-service but given that it was never turned on, feel free to remove the FF. We’ll review as a team to see whether the implementation is necessary. Thanks for flagging!"
297,2025-02-03 18:30,"Ok, i have a PR in the works that does remove the implementation. The Event itself its getting deprecated so if you need it for some reason, please let me know!"
276,2025-02-03 18:30,"No worries, you can move forward!"
1248,2025-02-03 18:50,Hi team ! Do you know why these tests fail locally but not in the CI? Maybe some service or configuration? ```FAILED tests/backend/tax_center/api/v1/form3921/test_views.py::TestForm3921ReportsView::test_GET_returns_403_if_user_is_not_company_admin - assert 200 == 403 FAILED tests/backend/tax_center/api/v1/form3921/test_views.py::TestListTransactions::test_get_returns_403_when_not_company_editor - assert 200 == HTTPStatus.FORBIDDEN: 403```
952,2025-02-03 19:30,I think it is related to `client = get_unauthorized_client(corporation)` . do you know?
1312,2025-02-03 19:39,That's the first time I see the issue happening only on local and not the CI
1312,2025-02-03 19:40,I don't have much context and am caught with smth else at the moment can't investigate now
385,2025-02-04 20:28,"Today I'm planning on merging a few Dependabot PRs , verify them and deploy them. If we can get this merged in the next couple of hours I can make it part of the same batch."
385,2025-02-04 20:30,"Also, a reminder that the FF needs to be removed from Flipper _*after* these changes have been deployed to all envs (including Prod)._"
846,2025-02-11 18:11,Hey team! Very quick question. I got< an admin> asking from where we pull the data contained under the Tax Rules page (Tax Jurisdictions and Rates). Is there a specific source or should I say that our tax team inputs that date based on official channels of each respective jurisdiction?
191,2025-02-11 18:18,"hi , we are maintaining that table manually (ADP is the main source I reference, but there are others). there is no systematic integration with anything. For international rates Rutlen Associates provides us with some flat rate defaults every quarter. issuers should review the rates and override anything that doesn't meet their needs"
846,2025-02-11 18:19,Thank you very much!!
276,2025-02-12 00:44,"Good evening Tax Platform R&D team! We have successfully delivered 1099B, 1099B supplemental, and Revenue Procedure tax forms for the 2024 tax season for both CINC and CCMX companies! Thank you all for your exceptional efforts, this was a major milestone for our pillar! In the coming days we expect to have people reach out with individual requests, but we have completed our due diligence to deliver these forms to employees before the IRS deadline of Feb. 18. Thank you, thank you, thank you to <!subteam^S02DZBAE5PU|@tax-platform-devs>, , , the delivery and ops team led by , and to the old tax team and for the technical and operational support leading up to delivery! So glad to be a part of such a thrilling release! Congratulations again team, hope everyone has a fantastic night!"
2103,2025-02-12 03:56,"HUGE thanks to for her work to see this through and to all of the <!subteam^SANMGEFM4|@dealcaptains> for their help chasing down answers from all of our companies! Team effort all around. It’s A LOT of work each year, so we should all take a second and appreciate the effort that went into it!"
191,2025-02-13 15:46,Good morning! crossposting from ’s DM Here are a couple PRs to fix a squeezed UX on the tax documents page for investors. <!subteam^S02DZBAE5PU|@tax-platform-devs> could we get reviews? < <
1868,2025-02-13 17:15,"Pushing out the FEP changes to sandbox, preprod, and prod right now (already deployed to demo and test and confirmed the changes are working there)"
191,2025-02-13 21:53,"hi , mentioned that you were testing some changes in app.test.carta.rocks and hit an issue running Emily Wilson's portfolio (I replicated this). How can I help test? preprod is looking normal for me right now/I can hit portfolios similar to Emily for ""real"" people that have 1099-Bs"
1868,2025-02-13 21:54,"Tagg Palmer had this error in test, when viewing it Krakatoa Ventures. But worked fine in demo."
191,2025-02-13 21:55,"yeah demo looks great, preprod looks great"
1868,2025-02-13 21:56,"So either something is messed up with kong in test, or TFS isn't running in test. Those are the only things I can think of."
191,2025-02-13 22:00,prod looks great too
1273,2025-02-13 22:02,Automated test failed because of it: <
942,2025-02-13 22:12,"Im tailing the < logs> for TFS, looks like TFS is just continuously spinning…"
1261,2025-02-17 19:58,"Hey Team! < company> has 3921 in their subscription, but we do not see the button to generate forms, they have a TCC added and tax id. We did some investigating and it seems that some pages are timing out: we can't open the stakeholder details, we get a 502. And if we use the generate form url we also get an error message. Company is really big, they have 29 pages of exercises. Can someone take a look please? TY salesforce case for breaking the glass: 02237554. cc:"
191,2025-02-18 15:23,cc <!subteam^S02DZBAE5PU|@tax-platform-devs>
191,2025-02-18 15:26,"this one's strange, it does look to be some type of timeout"
1337,2025-02-18 15:28,thank you Team. I raised a tkt <
191,2025-02-18 15:29,"oh, i just logged a parallel ticket on the tax board: <"
191,2025-02-18 15:38,cc for when you triage the other one-i was able to replicate the problem and we're working off of my ticket above
1312,2025-02-18 15:58,"Interesting, I don't recall hitting this in previous tax seasons for ""available years"" (request that is yielding 504)"
191,2025-02-18 15:59,^first time from my memory too
1312,2025-02-18 16:00,"Just saw the API, it actually fetches all exercises to know the ""possible"" tax years, which explains why it's timing out (this is my fault btw ) (although it's curious we've never had this issue before, so this company really has *many* exercises )"
1312,2025-02-18 16:03,"For engineers -- any chance recent changes made the `get_exercise_datapoints` method slower? Anything we can check on Datadog? ( might be worth it adding this to the ticket, just to make sure we are actually fixing the bottleneck)"
952,2025-02-18 16:54,The only change made is fetching fmv which may also be making the API slower. (But wasn’t report generation already had fmv?) We should definitely limit the records for the available year and see if that makes any difference.
1344,2025-02-18 18:52,"Hey Team - I know this is being actively worked on, just wanted to relay that the admin has reached out asking for an update. I let her know we are actively working on it and would provide an approximate ETA as we have one. cc"
1337,2025-02-18 18:55,Thank you I had a drafted response to them but for some reason it was not sent. Sending an update right now.
952,2025-02-18 19:00,"Hi team, we are working on it. We will provide an update soon."
952,2025-02-18 19:42,We have a PR out with a possible quick fix. We also discussed a long term solution which will require sometime to implement. If the PR doesn't get merged before today's CW release we will have to run a script to generate the forms for this customer. cc:
1337,2025-02-18 20:11,"Thank you so much . The company is concerned as they continue to field inquiries from stakeholders who are needing this information to file their tax returns and have no idea how many may have already filed their returns without it, which could result in significant fines and penalties. They said they need to get these forms out to our stakeholders asap and appreciate our diligence and communication in assisting with this critical matter. FYI."
1754,2025-02-18 20:52,Is this the correct team to flag this to?
374,2025-02-18 20:55,"Thanks, ! Team, my bad, had too many windows open and accidentally posted to the QSBS channel instead."
191,2025-02-18 20:55,hi! the proj-83b channel is probably the best one for this
374,2025-02-18 20:56,"On it, thanks!"
952,2025-02-18 21:01,Got it. The PR made it to release but release is not done yet. I am writing a script to generate the forms manually.
191,2025-02-18 21:02,is the participant data for this issuer's 2024 3921s all in a good state (not missing any SSNs/addresses etc?)
191,2025-02-18 21:03,or is there a way to trigger the download from the stakeholder details page since it is failing to load? we could check there (we want to see if anyone in the 2024 list has valid stakeholder=false due to one or more fields missing)
191,2025-02-18 21:04,"since all the stakeholders can't currently load, the issuer can't see any alerts for participants prior to generating the batch, and if we skip the workflow to generate the batch the UX won't alert them there either"
1337,2025-02-18 21:12,No missing info Team.
191,2025-02-18 21:14,the concern I have is that the page that would tell us that can't load (the stakeholder details page)
191,2025-02-18 21:15,To test we ran an export out of sandbox (no ssn data unfortunately) and vlookup'd against a bulk update stakeholder spreadsheet and I have a handful with null SSNs at least on the issuer side
1337,2025-02-18 21:18,I tried to filter the exercises of 2024 by excluded on the “modify transactions”tab. Wouldn’t it show any exercises excluded due to missing info?
191,2025-02-18 21:23,that filter is just for deliberate exclusion by the admin
191,2025-02-18 21:24,our fix made it into the < that's being pushed now/we should be able to check in prod shortly
191,2025-02-18 21:42,it should be working in prod now note: there are some people missing SSNs or other data (the tool is highlighting them)
191,2025-02-18 22:22,is everything working now for you and the client?
1337,2025-02-18 23:15,The button is showing up! Thank you ! You are awesome!
608,2025-02-20 00:59,hey team Does this team own `Tax advice` page?
90,2025-02-20 01:04,Cross linking with this post: <
191,2025-02-20 01:07,hi! this team does not own the tax advice page. The tax advisory team can be found in this channel:
608,2025-02-20 21:18,Hi team I noticed 1099-Bs page for LP (Emily Wilson) is frozen in loading state and shimmer. Can someone please take a look? cc:
608,2025-02-20 21:18,This is the link in main test - <
191,2025-02-20 21:19,cc <!subteam^S02DZBAE5PU|@tax-platform-devs> this sounds like a similar issue that was hitting ~demo~ app.test.carta.rocks environment a couple days ago
191,2025-02-20 21:19,that raised <
942,2025-02-20 21:20,can you please help look into this?
952,2025-02-20 21:25,The issue was happening in test env and not in demo. I think the test env issue never resolved.
952,2025-02-21 18:30,"FYI, I am still debugging this couldn't find the root cause yet. Its happening only for Emily's portfolio. I am going to sync with later to see if he has any context on this. cc"
276,2025-02-21 21:28,"and I have isolated the issue! Digging into the DB we found that Emily’s portfolio on test has 8344 documents of which 8127 are from the year 2022 and the remaining 217 are from 2021. In demo, she only has 434 documents of which 267 are from 2022 and the remaining 167 are from 2021. Soft deleting a majority of the the docs causes Emily’s portfolio in test to behave normally as seen in the screenshot below. The error on test is confirmed to be caused by the number of docs that we’re trying to fetch for Emily. Next step is to see why the test db snapshot is not a clone of the demo environment. cc"
942,2025-02-21 22:05,why does soft deleting the majority of the docs help to restore the page?
276,2025-02-21 22:09,Unfortunately our logging isn’t clear enough and no visible errors are thrown in datadog or directly shelled into the pods. Given that we were seeing a 500 error we thought it could be a request size issue that’s causing the service to die or not respond in a timely manner. That’s when we observed the number of docs in both environments were drastically different. When viewing the CDS logs in datadog we see the requests being made to fetch infinitely until the error is thrown in the browswer and then the requests stop but no errors in the CDS logs either
276,2025-02-21 22:10,We should def look into why the test env has so many more records and what are CDS request limits are and perhaps introduce some sort of pagination into the request
276,2025-02-21 22:11,"i don’t see a use case where it would be helpful for a user to see more than 10 docs at a time for a given tax year anyways given that at most you can only have 1 valid file for 1099b, supplemental, and rev proc at a time"
942,2025-02-21 22:19,Interesting. I wonder how we got to 8344 docs in test. Rate limit from CDS is definitely plausible and thanks for digging to the bottom of this
846,2025-02-27 19:04,"Hey team! Hopefully quick question Do we have somewhere the list of States that have State Ordinary Income taxes for ISO exercises? I know by heart that NY and PA are one of these, but if we had a list it would be very helpful for our <"
90,2025-02-27 19:06,"William, the answer is not that neat and the answer is ""it depends"""
90,2025-02-27 19:07,"Because it can depend on the structure, etc. which tax regime applies to which portions."
846,2025-02-27 19:13,"Got it! Thank you very much ! That's very helpful to know I asked this because sometimes we get some admin questions on why we're requesting FMV for ISO exercises to be submitted through the platform. Usually it is because of the state taxes, so if we had a list that we need to pay more attention to like ""`these states could have state taxes, thus the FMV need for exercise to be submitted`"" it would be handy for our support reps to suggest the company to check with their tax advisors with more certainty. Again, thank you very much for clarifying!"
90,2025-02-27 19:21,Does our usual language flag that this is important for federal taxes in particular (AMT liability mostly)?
90,2025-02-27 19:22,"And yeah, it's hard to keep up with the state laws, and we don't help with the tax compliance for folks there for a reason so the most we do is a nudge for them to consider on their own with their advisors."
1347,2025-03-04 18:34,quickie to bump backup/restore charts <
1347,2025-03-04 21:45,<!subteam^S02DZBAE5PU|@tax-platform-devs> require one more review on this if someone can check. Thanks
179,2025-03-06 19:30,"Hello! I have a customer who's asking how to add a county tax rate. I reviewed < helpful thread>, and I wanted to ensure I'm providing the correct technical guidance. Here is the customer's request: _*For Kentucky I need to add 1.05% Campbell County OLF (Occupational License Fee)*_ _*To give you some backstory we have an employee (Jacob Weyer) who exercised his stock options however his holding weren't calculated correctly and need to include 1.05% Campbell County OLF (Occupational License Fee)*_ _*1.0% City of Cold Spring OLF (Occupational License Fee)*_ From my understanding, the customer would select 'Multi-Regional Tax Jurisdiction.' They could name the Jurisdiction, ""Occupational License Fee,"" or something along those lines. Add Campbell and Cold Spring as cities. And then upon exercise, Carta would compare the stakeholder's city with the cities associated with the custom tax rate, and then automatically apply 1.05 % and 1% accordingly. Am I understanding this correctly? Or would the admin need to create two Multi-Regional Tax Jurisdictions if they need to apply both rates to the holder's exercise? One for Campbell and another for Cold Spring? Thank you for your assistance!"
191,2025-03-06 19:56,"hi! 1. for The Campbell County one, he'd add that as a Multi Regional one and add in any affected cities. Then add the rate of 1.05% to it (that applies to all cities in the county) 2. For The city of Cold Springs specific tax, that one should just be added as its own jurisdiction with its rate (since it only applies to Cold Springs and not across cities). Apply a 1% rate to that-which does not get shared with other cities"
191,2025-03-06 20:02,for example:
191,2025-03-06 20:03,then create a rate for the county
191,2025-03-06 20:05,and then create the rate specific to the city as a city tax (single jurisdiction)
179,2025-03-06 20:21,"Sweet! Thanks a ton, !!"
179,2025-03-06 20:43,"Quick follow-up question, . Does the effective date impact what exercises are tied to the rate? For example, if they enter the effective date as of today, and they go to enter an off-platform NSO exercise for someone in City of Cold Spring from last month, will their custom rate populate for that exercise?"
191,2025-03-06 20:55,the effective date does not impact that-it will use the latest value in there (it won't time travel)
191,2025-03-06 20:56,at the point of transaction creation
845,2025-03-06 22:24,"Hello Team,Quick question: It’s not possible to disable tax withholdings in the US, correct? The only option would be to manually adjust the rates for each state?Additionally, is there a specific reason I can provide to the customer to explain why this is not possible? Thanks a lot!"
90,2025-03-06 22:42,"Felipe, can you give more context for where you are looking at this?"
191,2025-03-06 22:43,"hi, that is correct the reason is: when we rolled this out initially there was concern from business/ops that companies would inadvertently disable withholding in the US (which is required)"
90,2025-03-06 22:43,"Felipe, that rationale should not be shared externally."
90,2025-03-06 22:43,"The response to the customer is that correct, that's hard coded into the product and is not modifiable. And leave it at that."
845,2025-03-06 22:45,"Thanks a lot, and ! I will let them know that it is not possible to update it, but they can adjust the exercises individually and manually modify the withholdings for each state."
191,2025-03-06 22:46,"rather than set the rates to 0, the easiest way they can modify this is just unchecking the withholding events per jurisdiction"
179,2025-03-08 01:20,"Hey team! I have a customer who asked what we mean by ""Regular wages"" in our import payroll spreadsheet (demo template attached—column D). They asked, ""_on the payroll import template in carta, it asks for Regular Wages. Is that Taxable Wages or wages that aren't supplemental?_"" Is this question appropriate for this channel, or should I post this somewhere else? Thank you, and apologies if I'm in the wrong place."
191,2025-03-08 01:34,"hi , our tax tool expects regular + supplemental = Gross wages Select buckets use gross (social security/medicare) while the vast majority of others (fed withholding, state etc) use Supplemental in tax rules you can see which rule is configured to which bucket (note that this can be overridden by the client) these values only matter for tax rules with progressive rate structures (as opposed to flat rates)"
191,2025-03-08 01:35,if clients want to just populate supplemental and gross that will work too (none of the buckets are actually based on the regular column itself)
