u,t,m
2288,2025-10-22 11:23,"I will take a look, not sure if it is related"
2018,2025-10-22 11:24,pleas assign it to Nikola
2218,2025-10-22 11:33,done < The ticket is assigned
2287,2025-10-22 16:52,The next button is not enabled after I dismiss a red entity - is there a bug for this?
2018,2025-10-22 16:57,is going to create one
2289,2025-10-23 07:42,< created on the V3 board
2018,2025-10-23 08:30,Please join the standup today if possible
2281,2025-10-23 14:22,"hello, new issue spotted on CFN, created ticket <"
2018,2025-10-27 10:27,The revised list: Priority (High and Highest bugs) - most of these are actively being worked on <
1074,2025-10-29 12:56,just came across a performance report on DEV which has clickable hotspots with a mailto: link - is that a feature?
2281,2025-10-29 13:44,"hello, new issue spotted in CFNs: when trying to manually add a metric in a Cash flow document and then add a new Investment Entity from the same flow, an error message appears after submitting the entity form. <"
2285,2025-10-30 08:06,"Hi all, I'll not be able to join the standup this morning, I have a medical appointment"
1663,2025-10-30 09:39,"not really, not sure how easy it would be to disable it but we can investigate if needed"
1074,2025-10-30 09:54,looks like you can still select text/metrics on top of that hotspot. Let's park this.
2285,2025-10-31 08:28,"Morning all, I'll be off today as I am not feeling well"
2012,2025-11-06 16:34,"We should think about auto-flagging any UNKNOWN custom categories to users automatically ,"
2012,2025-11-06 16:34,"These may want to be RED almost, because an unknown custom transaction type implies that they wont be able to process data downstream, so should probably stop the workflow"
1074,2025-11-06 16:42,"custom cats are just mapping ours to the client's terminology, right? so if we don't have a special mapping, should we not just default to our own name?"
2012,2025-11-06 18:00,"No, the point is that if the combination of transaction types is not explicitly named on the client side, there is no valid destination for that combination in the target system. This is the biggest reason why this feature is important, because it should catch these kinds of cases!"
2012,2025-11-06 18:04,Basically UKNOWN = Must be changed to something that is a valid category
2284,2025-11-07 09:13,"Hello, The extend daily is at the same time than the extract daily so I won't be able to join. About the ticket : < It seems that the parser is returning an id = -1 when an entity is not present in the reference data. In this case the parser find in the document ""WEST STREET INTERNATIONAL INFRASTRUCTURE PARTNERS Capital Analysis II, L.P. Management Sachs at September"" as the fund of the document but didn't find it in the reference data. So it returns -1 as an id of this fund. I checked with Niels and I asked him if it was possible to changed it with null instead. He did it in dev. The first test is not working because the parser found a match for the fund. So I'll continue to test and try to make the parser find a fund who is not present in the reference data to see how the backend behave. I'll let you know."
2284,2025-11-07 09:42,"I updated the name of the fund and re uploaded the document. The parser didn't find the fund in the reference data and return null for the id. Result is that the document has an ""unknown fund"". It sounds like a good solution to me"
2287,2025-11-07 15:51,Thanks Jules for the update
2285,2025-11-10 07:47,To fix the filtering error on dropdown list for custom transaction type - < - I implemented a new API in documents-manager service to get the filtered list of available custom transaction types based on the current document’s filter. The new API to be used on UI is: */apigw/documents/v1/validation/cfn/{documentId}/custom-transaction-type* instead of: */apigw/configuration/v1/custom-transaction-type* *So we need a FE ticket (for V3.9) to replace the config-manager API with the documents-manager one.* cc
2281,2025-11-12 15:05,"Hello, spotted one more (I would say low priority) UI issue on the CFN's. When the user clicks *“Add row”* to add a new metric and then clicks *“X”* to cancel the addition the input fields remain visible on the screen. These fields only disappear after the page is refreshed, instead of being removed immediately when the user cancels < cc"
2285,2025-11-13 10:42,Hi have you created the ticket for the issue with uploading CustomTransactionType csv files on UAT? Need the jira ticket to ask for access to s3
2290,2025-11-13 10:47,"Yeah, here's the ticket link <"
2285,2025-11-13 10:48,Thank you Yessine
2018,2025-11-13 11:41,"Hi all, please could everyone raise tickets on the carta jira board going forward <"
2218,2025-11-15 15:05,"Hey all, I found the bug about the amount recallable and custom transactions When custom transactions are uploaded, we can't add/edit the amount recallable value V3-2851"
2012,2025-11-20 15:42,"Hi all, could you guys give me an update on the upcoming hotfixes tickets in here? <"
2012,2025-11-20 15:42,"Have we started at all on KTLO-592, V3-2851?"
2285,2025-11-20 15:59,I have the PR ready for Prod for KTLO-602. Darren have tested on UAT. Do I merge it to UAT3.0.9 ? Starting working on V3-2851 now. KTLO-592 is with
2012,2025-11-20 16:39,Thank you Maria
2012,2025-11-20 16:39,"Let me check with Darren, ticket is still in QA"
2018,2025-11-20 17:48,KTLO-592 I have tested it and works as expected in UAT
2247,2025-11-20 17:49,I just merged the PR to UAT 3.9.0 so it's ready to be deployed when decides
2012,2025-11-20 18:18,", thank you for that. Still seeing a spinner on my end for any second document I open..."
2012,2025-11-20 18:18,On amers-uat that is
2018,2025-11-20 18:20,its the object object error for KTLO-592
2012,2025-11-20 18:21,"Ignore me, I thought we're talking about KTLO-602"
2285,2025-11-21 11:00,The fix for V3-2851 does not seems to work on UAT. I'm investigating if is a deployment issue or the fix is not working
2012,2025-11-21 12:15,"Thanks , and what about KTLO-602?"
2012,2025-11-21 12:15,Is that deployed and ready to test?
2247,2025-11-21 12:16,"Not yet, I had to fix some integration tests and I'm waiting for the pipeline to complete so I can merge it. I'll let you know once it's available on dev and uat to test."
2285,2025-11-21 12:17,I updated the ticket description with the use-cases to test.
2285,2025-11-21 14:17,The fix for < is on UAT and ready to be tested
2290,2025-11-21 14:56,"Issue tested in UAT and moved to done. Also, I was unable to commit to DB CFN doc in amers-uat, I don't know if this issue have been flagged before or not?"
2012,2025-11-21 14:57,That does not sound good
2012,2025-11-21 14:58,What is the error you got for this?
2290,2025-11-21 14:59,There was no error showing up. The button was just unclickable
2290,2025-11-21 15:00,FYI - This works fine on emea-uat.
2012,2025-11-21 15:01,Permissions?
2012,2025-11-21 15:01,"Sorry, 4-eye workflow enabled on the tenant?"
2012,2025-11-21 15:01,Which tenant are you using
2290,2025-11-21 15:02,Accelex tenant
2290,2025-11-21 15:05,"Sorry, it didn’t occur to me to verify the 4-eye workflow configuration. It’s all working fine now."
2285,2025-11-21 17:35,"Hey , I think there's still a cache related issue for < I was able to reproduce it on all envs, including DEV. Open the same CFN file twice: the first time will load fine, the second time the /metrics api is not called and the data is not loading (the spinner does not disappear)"
2012,2025-11-21 18:01,"Thanks . , let's please make sure this is the only priority for us to fix Monday morning. We need to get those last tickets out ASAP! It's been a week after we've released V3.9 and we are still not stable and our clients are starting to get very impatient with us. Thank you all, have a great weekend!"
2247,2025-11-21 18:27,"Thanks , that was the edge case (opening same cfn twice under a minute). I removed cache for all api calls that cfn spinner depended on, including /metrics and /events. The pr is created and will be ready to merge to dev Monday morning as soon as someone approves it."
1965,2025-11-24 09:18,"good morning, is there anything to release this morning, or is this fix still in progress?"
2247,2025-11-24 09:25,"Hey Colin, KTLO-602 is still in progress and not available on UAT yet"
1965,2025-11-24 09:30,"ok, thanks for the update."
2285,2025-11-24 09:36,"Hi Colin, For BE hotfixes, for documents-manager, I have 2 PRs already merged on UATv3.9.0 branch, for: 1) < (the BE part of the hotfix, step1 of testing), PR: < 2) < PR < CC"
2247,2025-11-24 10:46,KTLO-602 is ready to be tested on UAT.
2012,2025-11-24 10:52,It's fixed!
2012,2025-11-24 10:53,Let's release this guys
2247,2025-11-24 11:06,I'll merge the pr to uat-3.9.0 then and we can release it.
2247,2025-11-24 11:17,PR: < it's ready for a release
2247,2025-11-25 16:29,KTLO-610 should be in dev and uat ready to be tested.
2285,2025-11-25 17:23,"deployed a fix for < on UAT and DEV. The issue is happening when trying to extract PR documents with more than 100 security metrics. In order to test if the fix is working on UAT we need documents with more than 100 security metrics (as in Prod, for Amundi and Clearwater tenants - see details in jira ticket)."
2012,2025-11-25 17:59,"OK, again, can we make sure that if this is deployed, then it is moved to QA and assigned to a member of the QA team who can test this please"
2012,2025-11-25 17:59,Otherwise we have no way of knowing that something is good to test
2285,2025-11-25 18:02,"Done. Sorry I haven't had time, needed to pick up my son from school."
2285,2025-11-25 18:05,I moved also KLTO-610 in QA <
2285,2025-11-26 08:21,"at Product's request we are on code freeze today on master, except for tickets which have been explicitely tagged for delivery - see link bellow: < cc"
2012,2025-11-26 10:05,"Hi All, I'm tracking this ticket here: < - I believe this is in UAT, so I've added the LPPA-251126 release tag to it. Can you please confirm that this is in? And has it been tested, ?"
2287,2025-11-26 10:14,This has been tested. The only one currrently in QA is V3-2838 Could you confirm ?
2012,2025-11-26 10:14,"OK, if it's tested, can we move it to DONE please"
2247,2025-11-26 14:47,V3-2838 is in dev and uat and ready to be tested.
2290,2025-11-26 14:47,Thank you Sara - I'll test it now!
2290,2025-11-26 15:02,Hey - These following ticket have been tested and moved to done • V3 - 2838 • KTLO - 610 • KTLO - 606
2012,2025-11-26 16:20,So are we all green from your side for tomorrow now?
2290,2025-11-26 16:32,"From my side, Yes!"
2287,2025-11-28 09:46,are you joining the Extract stand-up?
2285,2025-12-01 10:24,"Hi , we need some infra work for activating a new SQS queue (for importing ref data events). < < < We need those tickets to be implemented before merging any PRs on master branch in order to not break the Prod and UAT environments. The tickets are all assigned to you. Could you please take a look?"
2247,2025-12-01 11:15,KTLO-613 should be available in dev and uat.
1913,2025-12-01 14:27,"Started working on this, I have meetings until 5pm, will try to get everything ready by EoD"
2285,2025-12-01 14:28,Thank you very much Lilian
1913,2025-12-01 16:35,Currently being applied
1913,2025-12-01 16:47,Done. It should be working once merged
1913,2025-12-02 11:01,have you been able ton confirm that this works?
2285,2025-12-02 11:09,"for now, everything seems to work fine, thank you. Just one thing, as CUSTOM_TRANSACTION_TYPE, is not defined on Directs (haven't tested for Mercatus)"
1913,2025-12-02 11:09,Are we keeping directs for now?
1913,2025-12-02 11:09,"Mercatus is a production environment, it shouldn't be impacted"
2285,2025-12-02 11:09,"yes, we do"
1913,2025-12-02 11:13,Should be fixed in a few minutes for directs
2284,2025-12-03 10:05,"Hello, I've checked this ticket < and didn't find anything wrong on the backend side. I've put some details in the ticket. It would be helpfull if some on the frontend team could check to have more information."
2287,2025-12-03 10:48,Thanks . could you investigate KTLO-622 please?
2287,2025-12-08 09:44,"Hi All, Please ignore the 9:45 invite for the stand-up as it’s Manan’s meeting and I cannot cancel it. I have a new one at 10 am uk time"
2287,2025-12-08 10:24,This one is ready for QA <
1226,2025-12-09 09:45,you did not make it reoccurring meeting
1226,2025-12-09 09:45,what time do you want us to have stand up today?
2287,2025-12-11 09:49,anyone joining from QA for the standup?
1226,2025-12-11 10:03,sorry overlap meeting
1226,2025-12-11 10:04,is focus on LLM extracting based on request
2284,2025-12-15 10:16,"Hello, I've created this ticket for the second issue I was talking this morning : < I'll pick this ticket after this one <"
2287,2025-12-17 13:01,did you test all KTLO issues tagged for today's promotion to prod? Any issues noted?
2290,2025-12-17 13:06,"No, all good. Tested and moved to done!"
1226,2025-12-19 09:43,"Sarah, the automated tests caught this behaviour - < Can you please check what do do with the ticket? cc:"
2012,2025-12-22 15:02,For next year: We should show entity name suggestions in-line on the PR entity screen next to the lightbulb. What do you guys think?
1074,2025-12-29 11:24,"yeah, some improvement is still needed. But showing options inline could get crowded. Sometimes we have lots of suggestions"
2287,2026-01-05 09:32,"Good morning folks, Are you able to join the stand-up now? I had updated the invite to 9:30 UK time"
2018,2026-01-05 10:50,"Hi All, going forward extract daily stand-ups will be held at 10am"
1663,2026-01-13 10:05,I think it would be a valuable productivity gain especially if we can take some action directly from the row without having to open the bottom drawer
1913,2026-01-13 12:15,"- your last merge on documents-manager is causing an issue: the migration had already been saved to the databasechangelog (dev, directs, parserqa) table and due to the file being changed, it doesn't match the original checksum: <"
2284,2026-01-13 12:18,"Hello , Thank you I'll take a look"
2281,2026-01-16 08:42,"Morning, when I try to create a new commitment using the 'Edit' button for an unknown commitment, I get an error message, after I refresh the page, the commitment is created < cc env: dev tenant: alexandratestcas doc type: cas"
2284,2026-01-16 09:07,I'll take a look
2285,2026-01-16 10:10,Thanks Sarah
2284,2026-01-16 10:47,ticket < is in dev
2218,2026-01-16 13:54,"Hello, on the NikolinaTest tenant I found document where the highlight is over the entire document and when I click all metrics I can't locate the right to left amber metrics because the green ones have priority <"
2284,2026-01-16 14:03,ticket < is in dev. let me know if you still see the issue and I'll take a look
2218,2026-01-21 12:03,"i can't edit red net payments fields on CFN, can someone check why? NikolinaTest tenant - <"
2287,2026-01-21 12:17,could you look into this?
2284,2026-01-21 12:17,Yes I'm on it
2284,2026-01-21 12:31,Is it normal to receive from the parser a reporting metric NET_PAYMENT? Because if it's the case we are not handling it correctly...
2218,2026-01-21 13:35,After clicking on the re-parse all documents went to ERROR on dev
2218,2026-01-21 15:55,"Can someone check issue with reparsing, I need to reparse documents for testing I check Accelex and NikolinaTest and all docs after reparse are in ERROR"
2287,2026-01-21 16:15,do you want to post on the internal channel? It may be a DS issue
2287,2026-01-22 10:10,could you please create a ticket for this? Do not reparse the document as it will help in debugging
2287,2026-01-28 10:33,< This is not on dev as yet? Looks like the build has failed?
2288,2026-01-28 13:23,< has been merged in dev it is ready for testing.
1074,2026-01-29 12:23,the Ref data upload visuals are updated as per discussion just now. <
2284,2026-01-30 11:09,", , found the issue for the feature flab V3_2914_ENABLE_TENANT_STP_WORKFLOW. It has been saved in lower case instead of upper case that's why it was not working. It should be good in UAT now"
2012,2026-01-30 11:17,There are no checks on this ? Should there be?
2218,2026-02-02 13:27,"Hello all, can someone check why events are not loaded in this document - < Dev and Accelex tenant Getting 404 for event API and 400 for metrics API"
2284,2026-02-02 13:32,I'll take a look
2284,2026-02-02 13:38,it seems that you are trying to open the parent document that has the status TO DO instead of NONE. Did you do a specific action that could have cause this issue? It looks like an old document so maybe the bug has been solved already but we didn't cleaned the DB
2218,2026-02-02 13:43,I just tried to open it clicking on Validate button
2218,2026-02-02 13:44,Should I try reparse it?
2284,2026-02-02 13:57,no that's ok you can use this one instead <
2218,2026-02-02 14:07,thanks Jules
2285,2026-02-05 10:21,"Hi , regarding < I just checked, Gary was right, only the document's reviewer can extract the document. I can work on a fix that sholud be available EOD on DEV and UAT (any user with reviewer role other than the assigned user)"
2012,2026-02-05 10:46,"Amazing, thank you"
2285,2026-02-05 18:30,< is available on DEV and UAT
2218,2026-02-05 19:15,"Tested, works fine, thanks Maria"
1074,2026-02-10 10:27,", just picking up on the standup: Can we achieve this table with the available data?"
2247,2026-02-10 10:44,"Yes, this is doable. I'll update the columns."
1074,2026-02-10 10:45,"great, thanks"
1074,2026-02-10 10:46,do we have any prospect of getting the data for 'number of records processed' here in future? I think that would be very useful information to see when maintaining ref data
2247,2026-02-10 11:08,I think we would need to update the api response in that case with that data
2287,2026-02-10 11:41,"We can pick this up once we get feedback from users or see any demand. To receive that feedback, we need to ship what's been implemented as clients are blocked from using their own custom event ids via web csv"
1074,2026-02-10 14:05,"^ thanks, yes definitely let's ship what we can :- )"
2287,2026-02-10 15:27,< Could you please add the feature flag?
2247,2026-02-10 16:01,Double checked and noticed that errors number is not present in the backend api response as well.
1074,2026-02-10 17:18,"Sara, as discussed here are the simplified screens (same figma, page 'For production'): <"
2281,2026-02-12 09:03,"Morning! I spotted this bug on PRs - Unexpected error message appears when adding entities to a Fund, although entities are correctly added after page refresh <"
2284,2026-02-12 10:28,Ticket < is deployed and works on my side in UAT
2218,2026-02-13 13:31,Hey the KTLO-683 is tested and working fine
2284,2026-02-20 10:51,ticket < not done ticket < is fixed now I assigned the ticket to (tested and working on my side) cc :
2247,2026-02-24 14:50,V3-2937 is deployed and available in all environments
2284,2026-02-24 14:57,Same for <
2218,2026-02-24 17:48,The metric validation screen is not loading for this document < and this error appears UAT AMERS Tenant: TestSTPNina
2287,2026-02-24 17:52,Is it just this doc?
2218,2026-02-24 17:54,I found only this one on this tenant
2284,2026-02-25 09:42,The issue is coming from alert balance consistency check
2287,2026-02-25 09:43,"Okay, what’s the problem Jules?"
2284,2026-02-25 09:45,There is opening balance metrics with the same eventId. It's not supposed to happen. I will make the alert return an error instead of throw this exception
2287,2026-02-25 09:45,oh that's weird but it's not a consistent issue?
2284,2026-02-25 09:47,I guess it's not the case in most documents
2287,2026-02-25 14:15,any update on the feature flag for the new asset types?
2247,2026-02-25 17:13,It's available in dev and uat.
1920,2026-02-26 10:57,"Hello all, I would like to hotfix `documents-manager` (to fix the Arango migration of the last 2 documents for clearwater). Here are the current differences between UAT and prod: ```📦 Service: acx-back-documents-manager Image: lppa-back-documents-manager PR #107: KTLO-700: Validate duplicate eventId in opening balance metrics (by JulesAccelex) PR #108: PLA-2842: Deduplicate security_metric UUIDs in per-document cleanup (by cedric-arnoult) PR #109: KTLO-701: Fix null position values in events API (by JulesAccelex)``` I see that KTLO-700 and KTLO-701 are in `QA`. Do you think they will be validated today ? ping"
2018,2026-02-26 10:59,lets exclude KTLO-700 and 701
1920,2026-02-26 10:59,I can't exclude things
2287,2026-02-26 11:00,"okay, then we need to test them before promoting"
2287,2026-02-26 11:00,may be can help here?
2218,2026-02-26 11:48,tickets are closed
2218,2026-02-26 11:49,"After bulk add events I got this error but when I refresh the screen all red events are added to the fund AMERS-UAT, this is Accelex tenant but it is happening on other tenants also is happening on all docs that I checked <"
2018,2026-02-26 11:52,"I have seen this previously, could you raise this as a bug, are you able to pick this up"
2287,2026-03-05 10:00,I’ll be a couple of mins late. My laptop is rebooting
2012,2026-03-05 11:16,"Have you guys seen this behaviour before? If I access a entity merge suggestion in the Network validation screen, that suggestion is persisted for any other entity that I click on. cc ? Makes it very difficult to do entity resolution, because there is no option to dismiss those suggestions / link a new candidate to other entities. We should fix this."
2018,2026-03-05 11:25,"I am unable to see this in dev, however the pop up covers a large portion of the screen and there is no way to reduce its size cc"
2018,2026-03-05 11:37,managed to replicate the issue on dev will raise a ticket
2012,2026-03-05 11:49,"Also when I link a candidate to an existing entity, it does not get dismissed (I still need to do it manually). Do you see this as well ?"
2018,2026-03-05 11:54,Yup seeing that as well
1920,2026-03-06 09:47,"Hello I need to do a hotfix for Arango migration in prod. Here are the changes: ```━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━ 📦 Service: acx-back-documents-manager Image: lppa-back-documents-manager PR #118: V3-2922 - deduplicate metrics when saving events (by sarasinjeri-accelex) PR #123: PLA-2854: Store embedded enums as strings (by cedric-arnoult) PR #124: PLA-2854/2855: Store embedded enums as strings and migrate existing data (by cedric-arnoult) PR #127: PLA-2855: Migrate alert_color columns from ordinal to string and create indexes (by cedric-arnoult) PR #129: Rollback mapping Enum on MetricValue (by cedric-arnoult)``` They are all mine, except one from Is it ok for me to deploy it today ? ping"
2285,2026-03-06 10:00,"I had a look, I think is safe. The changes are under FF. But the ticket is V3-2963 , not V3-2922 (there's a mistake on the PR name)"
1920,2026-03-06 10:09,"Here is the updated list: ```━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━ 📦 Service: acx-back-documents-manager Image: lppa-back-documents-manager PR #118: V3-2963 - deduplicate metrics when saving events (by sarasinjeri-accelex) PR #123: PLA-2854: Store embedded enums as strings (by cedric-arnoult) PR #124: PLA-2854/2855: Store embedded enums as strings and migrate existing data (by cedric-arnoult) PR #126: [KTLO-713] Fix N+1 query on cashFlowNoticeInfos in inbox/load (by phustoncarta) PR #127: PLA-2855: Migrate alert_color columns from ordinal to string and create indexes (by cedric-arnoult) PR #129: Rollback mapping Enum on MetricValue (by cedric-arnoult)``` Yes, there's a ticket from Patrick. Thanks Sara for renaming your PR."
1920,2026-03-06 10:13,Patrick's ticket has been deployed in UAT. Inbox is loading fine. Will proceed with deployment in prod in the next 30 minutes.
1920,2026-03-06 10:21,Release in progress
1920,2026-03-06 10:29,Release finished. All prod envs are updated. `documents-manager` green in all of them.
2180,2026-03-09 13:45,"Hey, for the entity-map in ingest, I used the ```REFERENCE_DATA_VIEWER_ROLE_NAME``` as role in the new entity map rest endpoint. But I did not realize that the end point to retrieve entities by type `'domain/v1/entities/type/FUND'` was not using this Role Name. Can I add it on this end point? Is someone seeing an issue? ?"
2285,2026-03-09 14:14,That's ok for me to add REFERENCE_DATA_VIEWER_ROLE_NAME on `'domain/v1/entities/type/FUND'`
2287,2026-03-11 11:01,I don't see bulk download option for events (dev environment)
2247,2026-03-11 11:02,I'll take a look
2287,2026-03-11 11:02,"no no, false alarm"
2247,2026-03-11 11:02,"okay, no worries"
1074,2026-03-11 14:20,FIY first sketch re FFS v3 <
2287,2026-03-11 14:36,Thanks Chris
1920,2026-03-16 18:01,"FYI, I merged a PR that creates an index on the `document` table. It takes a while. Wil let you know when done. In the meantime, `documents-manager` 's deployment is stuck 'in progress'. I asked Lilian to create the indexes, in advance, in UATs and PRODs."
2284,2026-03-20 15:21,"Hello, frontend code has been deployed in dev for the ticket : < I've detected an issue with the verify api, we can verify a metric without any value. I'll try to fix that today"
2012,2026-03-20 15:42,"Amazing, thank you , incredible work on this one!"
1074,2026-03-20 16:29,Merveilleux!
2012,2026-03-27 10:05,Link to the roadmap we constructed yesterday
1639,2026-03-27 11:07,can you help me convert this slack channel to public? it looks like you're the manager
2018,2026-03-27 11:08,I don't think I have the permissions
1639,2026-03-27 11:08,"gotcha, thanks for trying! will ask IT"
2012,2026-04-01 13:14,"End of Q1 results are in! We're making good progress, owing to growing CAS STP numbers!"
2012,2026-04-01 13:15,Need to turn on those LLM-based PRs asap though!
2012,2026-04-01 14:21,Adding the ML Eng team for transparency on these numbers here
2284,2026-04-02 09:38,about ticket : < the export of the corresponding document is not working anymore but the ticket mentioned that a value is not present in the export document. could you confirm that the users succeeded to export the document when this ticket has been created please?
2018,2026-04-02 09:46,I ll dm you around this
2012,2026-04-13 12:10,"Hi All, summary of our weekly < below: Things I think we should be able to demo end of week • Document review flow via plugin ◦ Finish new config service () ◦ Present review flow ▪︎ Integrated with new config service ▪︎ With improved CLI experience () ▪︎ With improved accuracy for all document types (Requires some skill refinement for PRs and Cashflows) • Run LPPA locally without the parser () • Onboarding - Skill for automated uploading of .csv reference data via SFTP (, ) • OAuth integration with Carta () Ongoing development • New metric service - refinement and kick off 14th of April (, ) • Securities extraction - kicking off initiative to review securities data model and extraction skills (, ) • MCP foundation - framework to expose GraphQL functionality via MCP () Let me know if there is anything I've missed here"
2012,2026-04-13 14:32,"< for review plugin discussion , ,"
2012,2026-04-14 08:32,", FYI standup moved to 9.45am UK today"
2012,2026-04-14 08:33,Apologies for the short notice
2012,2026-04-14 11:05,"Working document from our new metric service discussion: < Any comments or questions, let's add them there."
2012,2026-04-14 11:05,", FYI, we should discuss a couple of points with you on Ingest / Explore seam here"
2012,2026-04-14 11:06,I will book some time with you
2284,2026-04-14 13:49,", , we don't have access to amers production database anymore and that's preventing me to investigate on the following ticket : < I've put a comment in it and updated the status to BLOCKED. I'm starting to work on this ticket <"
2012,2026-04-14 14:49,", FYI - seems like we’re now running into the same permissions issue here. We need to figure out how to get the team re-enabled on being able to do their jobs. Cc"
2284,2026-04-14 14:54,This is the conversation about it : <
1965,2026-04-14 15:46,"for S3 access, you can access the buckets via ""okta""-""AWS""-""carta-production"" profile, and there are ""lppa"" buckets."
2180,2026-04-16 09:45,"there is a doc on how install locally the mcp of dev < If you want to test amers-uat, you should update the url define in the claude_deskstop_config.json. If any question please reach me. And thanks for the doc"
2285,2026-04-17 07:43,*Documentation* for the new *config-ng* service (including entity class diagram and an entity relationships diagram) at < Implemented *3 skills for metric definitions management* inside lppa-cli-user plugin: • lppa-config-ng - low level companion skill (< • lppa-metric-def-import - import metric defs csv file (< • lppa-metric-def-export - export metric defs csv file (<
2180,2026-04-17 16:39,"Hey, I pushed a fix for V3-3069, and did a really quick test in amers uat, and it seems to work. See you all in 7 days!"
2012,2026-04-17 16:47,Thank you !
2012,2026-04-27 11:20,"Hi all, started a doc to align on new metric service shape - let's iterate and answer any questions here: < cc ,"
1945,2026-04-27 11:58,"While we are doing this, can we align on the differences between date and payment date and report date for CFNs? I remember we were meant to rethink payment date about a year ago but never did"
2012,2026-04-27 12:00,"We can, what is the request there ?"
1945,2026-04-27 12:01,"Due date for CFNs (in my opinion) should be mapped to date. I believe currently we are mapping the report date to date, and the due date to payment date."
2247,2026-05-05 14:05,KTLO 814 is available in dev and uat
2012,2026-05-05 15:34,"Promising early results on PR LLMs , , !"
2012,2026-05-05 15:34,I think we should turn these on more broadly
2012,2026-05-06 09:15,"< , , , let's hop on to talk backoffice please"
2247,2026-05-06 15:07,KTLO-720 is merged and available in dev and uat
